SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	ReadingLevelIndex	MathLevelIndex
2008-09	Educational Service District 101	33	Stevens	33049	Wellpinit School District	4232	Wellpinit Middle School	7	21	11	52.4	11	52.4	52.4	3	14.3	7	33.3	1	4.8	7	33.3	3	14.3	0	0.0	10	47.6	0	1	0	0	21	3	14.3	3	14.3	14.3	12	57.1	6	28.6	0	0.0	0	0.0	3	14.3	0	0.0	18	85.7	0	1	0	0	21	14	66.7	14	66.7	66.7	3	14.3	4	19.0	1	4.8	12	57.1	1	4.8	0	0.0	7	33.3	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38	1.71
2008-09	Educational Service District 101	33	Stevens	33049	Wellpinit School District	4232	Wellpinit Middle School	8	22	13	56.5	13	56.5	59.1	2	8.7	7	30.4	0	0.0	11	47.8	2	8.7	1	4.3	10	43.5	0	0	0	0	23	3	13.0	3	13.0	13.0	12	52.2	8	34.8	0	0.0	3	13.0	0	0.0	0	0.0	20	87.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	6	26.1	6	26.1	26.1	4	17.4	13	56.5	0	0.0	6	26.1	0	0.0	0	0.0	17	73.9	0	0	0	0	2.48	1.61
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4569	White River High School	10	248	234	74.1	187	69.5	75.4	22	8.2	39	14.5	9	3.3	104	38.7	74	27.5	21	7.8	82	30.5	4	47	1	0	251	115	36.6	85	29.9	33.9	100	35.2	66	23.2	1	0.4	67	23.6	17	6.0	33	11.6	199	70.1	5	31	1	0	242	277	89.4	228	87.4	94.2	8	3.1	6	2.3	16	6.1	88	33.7	124	47.5	19	7.3	33	12.6	10	49	1	0	236	88	28.3	88	28.3	37.3	97	31.2	51	16.4	0	0.0	85	27.3	3	1.0	75	24.1	223	71.7	8	1	1	0	2.63	1.76
2008-09	Educational Service District 112	06	Clark	06114	Evergreen School District (Clark)	4579	York Elementary School	3	101	56	55.4	56	55.4	55.4	13	12.9	32	31.7	0	0.0	30	29.7	26	25.7	0	0.0	45	44.6	0	0	0	0	101	65	64.4	65	64.4	64.4	17	16.8	19	18.8	0	0.0	49	48.5	16	15.8	0	0.0	36	35.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68	2.63
2008-09	Educational Service District 112	06	Clark	06114	Evergreen School District (Clark)	4579	York Elementary School	4	106	62	58.5	62	58.5	58.5	11	10.4	33	31.1	0	0.0	43	40.6	19	17.9	0	0.0	44	41.5	0	0	0	0	106	50	47.2	50	47.2	47.2	29	27.4	27	25.5	0	0.0	22	20.8	28	26.4	0	0.0	56	52.8	0	0	0	0	105	50	47.2	50	47.2	47.6	16	15.1	39	36.8	0	0.0	31	29.2	19	17.9	1	0.9	56	52.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	2.46
2008-09	Educational Service District 112	06	Clark	06114	Evergreen School District (Clark)	4579	York Elementary School	5	108	67	62.0	67	62.0	62.0	9	8.3	32	29.6	0	0.0	43	39.8	24	22.2	0	0.0	41	38.0	0	0	0	0	108	57	52.8	57	52.8	52.8	23	21.3	28	25.9	0	0.0	23	21.3	34	31.5	0	0.0	51	47.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	59	54.6	59	54.6	54.6	16	14.8	33	30.6	0	0.0	48	44.4	11	10.2	0	0.0	49	45.4	0	0	0	0	2.76	2.63
2008-09	Educational Service District 101	32	Spokane	32358	Freeman School District	4593	Freeman Middle School	6	72	64	83.1	64	83.1	88.9	0	0.0	8	10.4	0	0.0	45	58.4	19	24.7	5	6.5	13	16.9	0	0	0	0	72	53	68.8	53	68.8	73.6	6	7.8	13	16.9	0	0.0	27	35.1	26	33.8	5	6.5	24	31.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.95	2.82
2008-09	Educational Service District 101	32	Spokane	32358	Freeman School District	4593	Freeman Middle School	7	86	62	71.3	62	71.3	72.1	7	8.0	17	19.5	0	0.0	32	36.8	30	34.5	1	1.1	25	28.7	0	0	0	0	86	43	49.4	43	49.4	50.0	23	26.4	20	23.0	0	0.0	21	24.1	22	25.3	1	1.1	44	50.6	0	0	0	0	86	71	81.6	71	81.6	82.6	4	4.6	11	12.6	0	0.0	47	54.0	24	27.6	1	1.1	16	18.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.95	2.46
2008-09	Educational Service District 101	32	Spokane	32358	Freeman School District	4593	Freeman Middle School	8	74	60	81.1	60	81.1	81.1	3	4.1	11	14.9	0	0.0	22	29.7	38	51.4	0	0.0	14	18.9	0	0	1	0	74	44	59.5	44	59.5	59.5	13	17.6	17	23.0	0	0.0	26	35.1	18	24.3	0	0.0	30	40.5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	48	64.9	48	64.9	64.9	6	8.1	20	27.0	0	0.0	31	41.9	17	23.0	0	0.0	26	35.1	0	0	1	0	3.28	2.66
2008-09	Puget Sound Educational Service District 121	27	Pierce	27001	Steilacoom Hist. School District	1988	Washington Virtual Academy	3	112	80	59.3	80	59.3	71.4	9	6.7	23	17.0	0	0.0	40	29.6	40	29.6	23	17.0	55	40.7	2	4	0	0	113	77	57.0	77	57.0	68.1	14	10.4	22	16.3	0	0.0	57	42.2	20	14.8	22	16.3	58	43.0	2	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	2.29
2008-09	Puget Sound Educational Service District 121	27	Pierce	27001	Steilacoom Hist. School District	1988	Washington Virtual Academy	4	119	86	60.1	86	60.1	72.3	4	2.8	29	20.3	0	0.0	48	33.6	38	26.6	24	16.8	57	39.9	0	0	0	0	118	53	37.1	53	37.1	44.9	27	18.9	38	26.6	0	0.0	25	17.5	28	19.6	25	17.5	90	62.9	0	0	0	0	112	50	35.2	50	35.2	44.6	30	21.1	32	22.5	0	0.0	42	29.6	8	5.6	30	21.1	92	64.8	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.50	2.03
2008-09	Puget Sound Educational Service District 121	27	Pierce	27001	Steilacoom Hist. School District	1988	Washington Virtual Academy	5	135	106	62.0	106	62.0	78.5	11	6.4	18	10.5	0	0.0	44	25.7	62	36.3	36	21.1	65	38.0	0	3	0	0	137	76	44.4	76	44.4	55.5	31	18.1	30	17.5	0	0.0	31	18.1	45	26.3	34	19.9	95	55.6	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137	42	24.6	42	24.6	30.7	31	18.1	64	37.4	0	0.0	37	21.6	5	2.9	34	19.9	129	75.4	0	3	0	0	2.50	2.13
2008-09	Puget Sound Educational Service District 121	27	Pierce	27001	Steilacoom Hist. School District	1988	Washington Virtual Academy	6	166	109	54.5	109	54.5	65.7	7	3.5	50	25.0	0	0.0	88	44.0	21	10.5	34	17.0	91	45.5	0	6	0	0	166	82	41.0	82	41.0	49.4	44	22.0	40	20.0	0	0.0	55	27.5	27	13.5	34	17.0	118	59.0	0	6	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.27	1.98
2008-09	Puget Sound Educational Service District 121	27	Pierce	27001	Steilacoom Hist. School District	1988	Washington Virtual Academy	7	209	94	36.7	94	36.7	45.0	28	10.9	87	34.0	0	0.0	56	21.9	38	14.8	47	18.4	162	63.3	4	3	0	0	210	76	29.6	76	29.6	36.2	89	34.6	45	17.5	0	0.0	34	13.2	42	16.3	47	18.3	181	70.4	3	3	0	0	206	112	43.4	112	43.4	54.4	35	13.6	59	22.9	0	0.0	84	32.6	28	10.9	52	20.2	146	56.6	2	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	1.75
2008-09	Puget Sound Educational Service District 121	27	Pierce	27001	Steilacoom Hist. School District	1988	Washington Virtual Academy	8	276	140	41.9	140	41.9	50.7	33	9.9	103	30.8	0	0.0	102	30.5	38	11.4	58	17.4	194	58.1	2	7	0	0	276	93	27.8	93	27.8	33.7	99	29.6	84	25.1	0	0.0	64	19.1	29	8.7	59	17.6	242	72.2	1	7	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	280	98	29.3	98	29.3	35.0	76	22.8	106	31.7	0	0.0	86	25.7	12	3.6	54	16.2	236	70.7	2	7	0	0	2.09	1.72
2008-09	Educational Service District 113	23	Mason	23309	Shelton School District	4586	Olympic Middle School	6	233	163	70.0	163	70.0	70.0	15	6.4	55	23.6	6	2.6	104	44.6	53	22.7	0	0.0	70	30.0	0	4	2	0	233	107	45.9	107	45.9	45.9	72	30.9	54	23.2	1	0.4	63	27.0	43	18.5	0	0.0	126	54.1	0	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79	2.32
2008-09	Educational Service District 113	23	Mason	23309	Shelton School District	4586	Olympic Middle School	7	257	146	56.4	146	56.4	56.8	34	13.1	77	29.7	7	2.7	78	30.1	61	23.6	2	0.8	113	43.6	0	1	0	0	254	118	45.7	118	45.7	46.5	85	32.9	51	19.8	4	1.6	60	23.3	54	20.9	4	1.6	140	54.3	1	1	0	0	253	146	56.4	146	56.4	57.7	47	18.1	60	23.2	9	3.5	101	39.0	36	13.9	6	2.3	113	43.6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57	2.26
2008-09	Puget Sound Educational Service District 121	17	King	17414	Lake Washington School District	1975	Stella Schola	6	30	28	93.3	28	93.3	93.3	0	0.0	2	6.7	0	0.0	14	46.7	14	46.7	0	0.0	2	6.7	0	0	0	0	30	26	86.7	26	86.7	86.7	0	0.0	4	13.3	0	0.0	10	33.3	16	53.3	0	0.0	4	13.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.40	3.40
2008-09	Puget Sound Educational Service District 121	17	King	17414	Lake Washington School District	1975	Stella Schola	7	30	29	96.7	29	96.7	96.7	0	0.0	1	3.3	0	0.0	9	30.0	20	66.7	0	0.0	1	3.3	0	0	0	0	30	28	93.3	28	93.3	93.3	1	3.3	1	3.3	0	0.0	6	20.0	22	73.3	0	0.0	2	6.7	0	0	0	0	30	29	96.7	29	96.7	96.7	0	0.0	1	3.3	0	0.0	9	30.0	20	66.7	0	0.0	1	3.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.63	3.63
2008-09	Puget Sound Educational Service District 121	17	King	17414	Lake Washington School District	1975	Stella Schola	8	29	28	96.6	28	96.6	96.6	0	0.0	1	3.4	0	0.0	5	17.2	23	79.3	0	0.0	1	3.4	0	0	0	0	29	28	96.6	28	96.6	96.6	0	0.0	1	3.4	0	0.0	10	34.5	18	62.1	0	0.0	1	3.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	27	93.1	27	93.1	93.1	0	0.0	2	6.9	0	0.0	14	48.3	13	44.8	0	0.0	2	6.9	0	0	0	0	3.76	3.59
2008-09	North Central Educational Service District 171	09	Douglas	09206	Eastmont School District	4590	Clovis Point	5	213	137	63.7	137	63.7	64.3	26	12.1	50	23.3	2	0.9	76	35.3	59	27.4	2	0.9	78	36.3	5	1	0	0	220	126	57.3	126	57.3	57.3	43	19.5	51	23.2	0	0.0	47	21.4	79	35.9	0	0.0	94	42.7	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219	72	32.9	72	32.9	32.9	62	28.3	85	38.8	0	0.0	62	28.3	10	4.6	0	0.0	147	67.1	1	1	0	0	2.74	2.74
2008-09	North Central Educational Service District 171	09	Douglas	09206	Eastmont School District	4590	Clovis Point	6	182	135	74.2	135	74.2	74.2	21	11.5	26	14.3	3	1.6	68	37.4	64	35.2	0	0.0	47	25.8	0	0	0	0	182	87	47.8	87	47.8	47.8	56	30.8	39	21.4	0	0.0	54	29.7	33	18.1	0	0.0	95	52.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	2.35
2008-09	North Central Educational Service District 171	09	Douglas	09206	Eastmont School District	4590	Clovis Point	7	182	93	50.0	93	50.0	51.1	36	19.4	53	28.5	0	0.0	47	25.3	46	24.7	4	2.2	93	50.0	0	0	0	0	182	90	48.4	90	48.4	49.5	61	32.8	31	16.7	0	0.0	31	16.7	59	31.7	4	2.2	96	51.6	0	0	0	0	179	126	67.7	126	67.7	70.4	20	10.8	33	17.7	1	0.5	76	40.9	49	26.3	7	3.8	60	32.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51	2.43
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	4591	Jefferson Middle School	6	269	208	76.2	208	76.2	77.3	5	1.8	56	20.5	8	2.9	146	53.5	54	19.8	4	1.5	65	23.8	0	2	0	0	270	150	54.9	150	54.9	55.6	60	22.0	60	22.0	0	0.0	73	26.7	77	28.2	3	1.1	123	45.1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	2.59
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	4591	Jefferson Middle School	7	256	167	64.0	167	64.0	65.2	23	8.8	66	25.3	2	0.8	78	29.9	87	33.3	5	1.9	94	36.0	0	5	1	0	257	125	47.9	125	47.9	48.6	84	32.2	48	18.4	0	0.0	54	20.7	71	27.2	4	1.5	136	52.1	0	5	1	0	252	191	73.2	191	73.2	75.8	22	8.4	39	14.9	3	1.1	127	48.7	61	23.4	9	3.4	70	26.8	0	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	2.40
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	4591	Jefferson Middle School	8	288	209	72.1	209	72.1	72.6	19	6.6	60	20.7	4	1.4	108	37.2	97	33.4	2	0.7	81	27.9	0	1	1	0	288	144	49.7	144	49.7	50.0	72	24.8	72	24.8	1	0.3	89	30.7	54	18.6	2	0.7	146	50.3	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	288	195	67.2	195	67.2	67.7	29	10.0	64	22.1	2	0.7	133	45.9	60	20.7	2	0.7	95	32.8	0	1	1	0	2.93	2.41
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	3	19	13	65.0	13	65.0	68.4	2	10.0	4	20.0	0	0.0	6	30.0	7	35.0	1	5.0	7	35.0	0	0	0	0	19	11	55.0	11	55.0	57.9	5	25.0	3	15.0	0	0.0	9	45.0	2	10.0	1	5.0	9	45.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.80	2.30
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	4	13	11	84.6	11	84.6	84.6	0	0.0	2	15.4	1	7.7	3	23.1	7	53.8	0	0.0	2	15.4	0	0	0	0	13	7	53.8	7	53.8	53.8	3	23.1	3	23.1	0	0.0	4	30.8	3	23.1	0	0.0	6	46.2	0	0	0	0	13	10	76.9	10	76.9	76.9	2	15.4	1	7.7	0	0.0	8	61.5	2	15.4	0	0.0	3	23.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	2.54
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	5	12	8	66.7	8	66.7	66.7	2	16.7	2	16.7	0	0.0	2	16.7	6	50.0	0	0.0	4	33.3	0	1	0	0	12	4	33.3	4	33.3	33.3	3	25.0	5	41.7	0	0.0	1	8.3	3	25.0	0	0.0	8	66.7	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	4	33.3	4	33.3	33.3	3	25.0	5	41.7	0	0.0	2	16.7	2	16.7	0	0.0	8	66.7	0	1	0	0	3.00	2.33
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	6	24	15	60.0	15	60.0	62.5	1	4.0	8	32.0	0	0.0	11	44.0	4	16.0	1	4.0	10	40.0	0	0	0	0	24	12	48.0	12	48.0	50.0	5	20.0	7	28.0	0	0.0	10	40.0	2	8.0	1	4.0	13	52.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	2.28
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	7	23	14	60.9	14	60.9	60.9	0	0.0	9	39.1	0	0.0	9	39.1	5	21.7	0	0.0	9	39.1	0	0	0	0	23	11	47.8	11	47.8	47.8	8	34.8	4	17.4	0	0.0	6	26.1	5	21.7	0	0.0	12	52.2	0	0	0	0	23	14	60.9	14	60.9	60.9	2	8.7	7	30.4	0	0.0	12	52.2	2	8.7	0	0.0	9	39.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	2.35
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	8	25	18	66.7	18	66.7	72.0	2	7.4	5	18.5	0	0.0	8	29.6	10	37.0	2	7.4	9	33.3	0	1	0	0	25	10	37.0	10	37.0	40.0	9	33.3	6	22.2	0	0.0	6	22.2	4	14.8	2	7.4	17	63.0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	11	40.7	11	40.7	44.0	5	18.5	9	33.3	0	0.0	4	14.8	7	25.9	2	7.4	16	59.3	0	1	0	0	2.81	2.04
2008-09	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Educational Service District 105	39	Yakima	39202	Toppenish School District	4588	Valley View Elementary	3	56	28	50.0	28	50.0	50.0	13	23.2	15	26.8	0	0.0	21	37.5	7	12.5	0	0.0	28	50.0	0	4	0	0	56	16	28.6	16	28.6	28.6	23	41.1	17	30.4	0	0.0	15	26.8	1	1.8	0	0.0	40	71.4	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	1.89
2008-09	Educational Service District 105	39	Yakima	39202	Toppenish School District	4588	Valley View Elementary	4	69	31	44.9	31	44.9	44.9	11	15.9	27	39.1	1	1.4	22	31.9	8	11.6	0	0.0	38	55.1	0	2	0	0	69	9	13.0	9	13.0	13.0	44	63.8	16	23.2	0	0.0	6	8.7	3	4.3	0	0.0	60	87.0	0	2	0	0	66	16	23.2	16	23.2	24.2	26	37.7	24	34.8	0	0.0	13	18.8	3	4.3	3	4.3	53	76.8	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	1.54
2008-09	Educational Service District 105	39	Yakima	39202	Toppenish School District	4588	Valley View Elementary	5	61	22	36.1	22	36.1	36.1	11	18.0	28	45.9	0	0.0	14	23.0	8	13.1	0	0.0	39	63.9	0	2	0	0	61	13	21.3	13	21.3	21.3	32	52.5	16	26.2	0	0.0	10	16.4	3	4.9	0	0.0	48	78.7	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	4	6.6	4	6.6	6.7	39	63.9	17	27.9	0	0.0	4	6.6	0	0.0	1	1.6	57	93.4	0	2	0	0	2.31	1.74
2008-09	Educational Service District 112	06	Clark	06114	Evergreen School District (Clark)	4587	Columbia Valley Elementary	3	96	74	77.1	74	77.1	77.1	7	7.3	15	15.6	0	0.0	33	34.4	41	42.7	0	0.0	22	22.9	0	1	0	0	97	65	67.0	65	67.0	67.0	18	18.6	14	14.4	0	0.0	43	44.3	22	22.7	0	0.0	32	33.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.13	2.71
2008-09	Educational Service District 112	06	Clark	06114	Evergreen School District (Clark)	4587	Columbia Valley Elementary	4	78	57	71.3	57	71.3	73.1	6	7.5	15	18.8	2	2.5	31	38.8	24	30.0	2	2.5	23	28.8	0	0	0	0	78	39	48.8	39	48.8	50.0	22	27.5	17	21.3	0	0.0	22	27.5	17	21.3	2	2.5	41	51.3	0	0	0	0	76	57	71.3	57	71.3	75.0	7	8.8	12	15.0	0	0.0	30	37.5	27	33.8	4	5.0	23	28.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	2.38
