BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
4579	5	77.8	70.8		66.3
4593	6	79.5	77.2		
4593	7	86.3	81.3	82.5	
4593	8	72	59.3		81.5
1988	3	63.5	61.2		
1988	4	56.9	40.8	33.6	
1988	5	66.9	48.8		60.3
1988	6	56	45.6		
1988	7	63.3	38	47.5	
1988	8	50.6	35.6		47.8
4586	6	65.4	60.3		
4586	7	76.1	64.7	78	
1975	6	96.7	90		
1975	7	96.7	86.7	90	
1975	8	100	100		93.3
4590	5	64.4	40.5		48.4
4590	6	60.2	49.7		
4590	7	66.7	64.9	74.2	
4591	6	76.6	62.1		
4591	7	78.5	59.5	82	
4591	8	75.6	51.9		86.9
3556	3	83.3	91.7		
3556	4				
3556	5	85.7	42.9		71.4
3556	6	63.2	42.1		
3556	7	95.7	56.5	91.3	
3556	8	69.6	34.8		78.3
3556	10	100		100	
4588	3	27.9	25.4		
4588	4	50.7	27.5	42	
4588	5	53.8	46.3		33.8
4587	3	66.3	74.2		
4587	4	69.8	58.8	68	
4587	5	61.7	73.4		72.3
4595	3	65.2	57.4		
4595	4	68.9	56.1	54.7	
4595	5	64.8	53.9		57.4
4595	6				
4592	3	87.1	82.4		
4592	4	88.2	83.7	88	
4592	5	90.1	88.7		93
1971	10	63.2		63.2	
1972	10	30.6		29.4	
1987	3				
1987	5				
1987	8				
1987	10	84.6		100	
3553	10	96.4		98.2	
1983	3				
1983	4				
1983	5				
1983	6				
1983	7	55	25	50	
1983	8	60	40		50
1983	10	100		100	
5021	3				
5021	4				
5021	5				
5021	6				
5021	7				
5021	8				
5021	10				
5004	3				
5004	4				
5004	5				
5004	6				
5004	7				
5004	8				
5004	10				
1992	3	52.4	19		
1992	4	68.8	31.3	12.5	
1992	5	62.5	43.8		50
1992	6	46.7	66.7		
1992	7	71.4	61.9	66.7	
1992	8	64	48		72
1992	10	100		90	
3559	6	41.7	33.3		
3559	7	87	52.2	52.2	
3559	8	56.5	34.8		65.2
5014	10				
1986	3	36.4	18.2		
1986	4	29.2	0	21.7	
1986	5	28.6	19		14.3
1986	6	11.1	5.6		
1986	7	12	0	3.8	
1986	8	10.7	0		7.4
1986	10	4.2		40	
5032	3	31.3	12.5		
5032	4	16.7	8.3	0	
5032	5	25	6.3		0
5032	6	20	0		
5032	7	11.1	0	16.7	
5032	8	31.3	6.3		12.5
2594	3	78.1	59.4		
2594	4	64.3	50	64.3	
2594	5	83.3	66.7		77.8
1523	3				
1523	4				
1523	6				
1523	7				
1523	8				
1523	10				
4594	3	78.6	69		
4594	4	81.7	39	54.9	
4594	5	75.6	65.4		75.6
5015	3	84	88.2		
5015	4	90.9	92.9	94.9	
5015	5	93.8	84.7		94.9
5016	7	57.6	52.5	54.9	
5016	8	55	43.5		48.8
5018	3	92.1	73.7		
5018	4	80.4	60.8	58	
5018	5	89.4	76.6		87.2
5018	6	69.8	65.1		
5020	3	15.9	14.3		
5020	4	24.5	16.2	27.9	
5020	5	45.8	24.4		29.4
4585	10	85.9		87.9	
4574	6	69.7	57.7		
4574	7	73.2	56.7	79.3	
4574	8	67.8	56		64
5027	6	79	58.3		
5027	7	74.4	58.1	64.7	
5027	8	80.7	59		75.9
5027	10	91.7		100	
5029	6	69.1	45.5		
5029	7	67.6	63.4	71.4	
5029	8	75.8	56.8		61.6
5030	3				
5030	4				
5030	5				
5030	6				
5030	7				
5030	8				
5030	10				
5033	10	80.8		91.6	
5035	3				
5035	4				
5035	5				
5035	6				
5035	7				
5035	8				
5037	10	82.1		84	
5040	6	73.9	51.8		
5040	7	72	45.2	72	
5040	8	57.5	31.4		65.6
5042	8				
5042	10	63.6			
5047	3	29.6	18.5		
5047	4				
5047	5	39.3	17.9		42.9
5047	6				
5047	7				
5047	8				
5047	10				
5060	10				
4335	4				
4335	6	53.2	51.6		
4335	7	75	56.3	79.2	
4335	8	60	34.5		56.4
1663	8				
1663	10				
3417	3	82.8	81		
3417	4	74.2	46.8	69.4	
3417	5	79.2	59.7		70.8
1915	3				
1915	4				
1915	5				
1980	10				
5010	6	78.4	67.7		
5010	7	85.1	67.7	86.3	
5010	8	85.7	53.6		78.9
5028	7	74.3	34.3	58.8	
5028	10	65.4		74.1	
5049	6	40.6	42.9		
5049	7	44.7	54.2	48	
5049	8	42.7	43.4		31.3
5051	3	93.3	92.4		
5051	4	91.7	83.3	78.9	
5051	5	87.3	76.5		72.5
5052	7	75.8	56.5	73.4	
5052	8	63.6	36.4		59.6
5053	3	95.4	93.1		
5053	4	90	87.8	90	
5053	5	94	96		97
5053	6	91.2	87.7		
5054	6	80.8	75		
5054	7	92.3	78.3	93.1	
5054	8	81.7	72.6		81.7
5056	3	83.9	85.5		
5056	4	89.2	86.6	78.3	
5056	5	91.7	86.1		89.3
5057	7	93.5	90	87.5	
5057	8	86.2	75.9		89.7
8407	3	35.7	7.1		
8407	4	17.6	0	23.5	
8407	5	12.5	12.5		6.3
8407	6	14.3	7.1		
8407	7	30	20		
8407	8				
5950	10	26.3		26.3	
5063	10	53.2		66.7	
5064	10	62.6		76.9	
5065	10	81.3		81.3	
5066	3	55.4	53.6		
5066	4	68.7	64.2	64.7	
5066	5	69.5	73.2		50
5070	3				
5070	4				
5070	5				
5070	6				
5070	7				
5070	8				
5070	10				
5071	10	51.6		47.2	
5075	3	83.3	91.7		
5075	4	94.1	82.4	82.4	
5075	5	71.4	66.7		76.2
5078	4				
5078	5				
5078	6				
5078	7				
5078	8				
5078	10				
5077	10				
5081	10				
5097	4				
5097	6				
5097	7				
5097	8				
5097	10				
4225	10				
1911	10				
5951	10	41.4		17.2	
1970	3				
2612	7				
2612	8				
2612	10				
1559	7				
1559	8				
1559	10				
1790	5				
1790	6				
1790	7				
1790	10				
3903	3				
3903	4				
3903	5				
3903	6				
3903	7				
3903	8				
3903	10				
3352	6				
3352	7				
3352	8				
3352	10				
3420	7				
3420	8				
3420	10				
3526	5				
3526	6				
3526	7				
3526	8				
3526	10				
5059	7				
5059	8				
5059	10				
5082	3	77.1	65.7		
5082	4	81.8	56.4	74.5	
5082	5	76.9	80		63.1
5085	10	90.3		91	
5088	3	71.2	62.1		
5088	4	76	59.5	78.3	
5088	5	76.2	74.3		76.4
5088	6	85.6	65.8		
5089	5	75.4	59.7		71.9
5089	6	66.1	49.6		
5089	7	77.1	64.1	77.7	
5089	8	70.3	46.5		59.4
5090	3	67.2	53.5		
5090	4	80.6	66.4	63.6	
5091	3	88.8	92.1		
5091	4	84.8	80.3	74.2	
5091	5	90	76.3		91.3
5092	3	82.9	83.5		
5092	4	85.7	84	87.4	
5092	5	89.9	89.1		90.6
5093	3	78.6	73.8		
5093	4	86.6	64.6	62.2	
5093	5	85.6	74.8		83.8
5093	6	89.6	92.2		
5094	3	87.5	89.6		
5094	4	91.8	86.7	96.9	
5094	5	86.5	81.7		88.5
5094	6	93.9	87.7		
5098	10	77.6		71.3	
5099	8	68	65.1		70.6
5099	10				
5100	3	81.1	75.8		
5100	4	66.3	59.8	79.3	
5100	5	74.4	66.9		60.3
5100	6	76.2	67.7		
5102	10	63		73	
5101	10	86.6		86.6	
5103	10	76.4		88.9	
5104	10	82.1		82.1	
5105	3				
5105	4				
5105	5				
5105	6				
5105	7				
5105	8				
5105	10	37.2		37.2	
5106	10				
5108	7				
5108	8	21.4	7.1		21.4
5109	7				
5109	8				
5109	10	67.3		64.4	
5110	10				
5111	10	83.2		88.8	
5112	3				
5112	4				
5112	5				
5112	6				
5112	7				
5112	8				
5114	10				
5115	3	59.6	57.7		
5115	4	75.4	45.2	61.3	
5115	5	69.9	59.7		69.4
5115	6	72.9	65.7		
5116	10	54.5		75	
5118	3				
5118	4				
5118	5				
5118	6				
5118	7				
5118	8				
5118	10	100		72.7	
5046	3				
5046	4				
5046	5				
5046	6				
5046	7				
5046	8				
5046	10				
5957	8	11.8	0		11.8
5957	10	22		36.6	
5133	5	60.6	60.6		67.9
5133	6	74	70.8		
5133	7	75.9	62.1	78.6	
5133	8	78.8	62.3		76
5131	5	81.1	66.7		79.3
5131	6	78	73		
5131	7	81.1	83	79.2	
5131	8	70.3	66.3		81.2
5132	3	75.2	73.6		
5132	4	75	58.3	75	
5125	3	87.7	88.9		
5125	4	88.6	84.8	65.8	
5125	5	82.8	77.6		86.2
5159	3	53.1	58		
5159	4	63.8	60.2	53.8	
5159	5	63.2	63.2		66.7
5159	6	63	58.3		
5160	3	85.4	70.8		
5160	4	81.7	67.7	66.7	
5160	5	78.7	78.7		77.7
5160	6	82.8	66.7		
4459	3				
5158	3	79	79		
5158	4	85.8	68.9	82.1	
5158	5	89.9	86.9		94.9
5166	8				
5166	10	62.5		63	
5156	3	57.5	51.3		
5156	4	52.9	41.2	55.9	
5156	5	58.5	34.1		58.5
5156	6	52.2	37		
5156	7	70.2	40.4	59.6	
5156	8	44.6	22.8		40
5156	10	48.9		61.4	
5136	3	63.6	60.2		
5136	4	64.9	66	39.4	
5136	5	64.5	57.4		59.6
5163	10	65.6		78.8	
5138	6	82	74		
5138	7	71.7	60.9	54.3	
5138	8	77.6	77.6		71.4
5138	10	68.4		78.9	
5171	3				
5171	8				
5171	10	66		74.5	
5139	3	92.1	91		
5139	4	89.7	88.5	91	
5139	5	91.2	83.8		94.1
5139	6	95.7	89.2		
5143	7	39.3	32.3	50.8	
5143	8	39.1	17.2		27
5123	3	57.7	61.5		
5123	4	69.6	53.3	54.3	
5123	5	57.3	55.1		51.7
5148	3	70.1	71.3		
5148	4	60.2	38	41.9	
5168	6	90.5	85.7		
5168	7	92.1	88.1	90.1	
5168	8	95.2	91.5		91.6
5167	3	60.3	63		
5167	4	75	53.9	61.8	
5167	5	68.6	54.3		44.8
5167	6	64.7	66.2		
5146	3				
5146	4				
5146	5				
5146	6				
5146	7				
5146	8				
5146	10				
5155	3				
5155	4				
5155	5				
5155	6				
5155	7				
5155	8				
5164	10	69.1		76.5	
5142	7	82.4	79.2	78.8	
5142	8	75.3	70		77.6
5165	3	51.9	29.6		
5165	4	66.7	28.6	9.5	
5165	5	50	20.8		45.8
5165	6	52.2	37.5		
5165	7	89.5	42.1	89.5	
5165	8	66.7	44		54.2
5165	10				
5128	10	92.9		96.4	
5135	6	85.3	75.5		
5135	7	83.1	70.4	90.4	
5135	8	90.5	81		91
5152	3				
5152	4				
5152	5				
5152	6				
5152	7				
5152	8				
5152	10				
5170	6	39.8	23.6		
5170	7	43	28.6	46.6	
5170	8	36.1	21.7		37
5169	10	88.1		79.4	
5149	6				
5149	7	50	10		
5149	8	46.7	0		40
5149	10	61.5		41.7	
5144	6	51	32.3		
5144	7	42.2	30.4	59.3	
5144	8	40.8	27		41.4
5153	6				
5153	7				
5153	8	45.5	0		30
5153	10	69		82.8	
2430	3				
2527	3				
3152	3	41.5	45.3		
3152	4	37.3	35.3	45.1	
3152	5	63.5	84.6		59.6
3255	3	53.5	44.2		
3255	4	57.7	57.7	50	
3255	5	63.6	60		58.2
3662	8				
4118	10				
5151	7				
5151	8				
5151	10				
5173	3	74.4	67.9		
5173	4	76.3	62.5	65.8	
5173	5	83	78.4		78.4
5174	7				
5174	8	60	20		73.3
5174	10	76.9		71.4	
5175	3	62.1	63.8		
5175	4	77.1	65.7	48.6	
5175	5	61.9	59.5		57.1
5175	6	81.5	61.8		
5175	7	76.9	63.5	72.5	
5175	8	59.3	55.2		81
5176	10				
5178	3	64.5	76.3		
5178	4	55.8	54.5	51.9	
5178	5	62.2	57.3		41.5
5178	6	71.4	68.6		
5180	3				
5180	4				
5180	5				
5180	6				
5180	7				
5180	8				
5180	10				
5181	8				
5183	10	61.1		73.3	
5184	10				
5186	10				
5189	7				
5191	4				
5191	5				
5191	6	9.1	0		
5191	7				
5191	8	15.4	0		15.4
5191	10	36.7		37.9	
3496	7				
3496	8				
3496	10				
5190	5				
5190	7				
5190	8				
5190	10				
5193	10				
5194	8				
5194	10				
5197	10	43.2		37.5	
5961	10				
5192	3				
5192	6				
5192	7				
5192	8				
5195	3	53.3	45.7		
5195	4	49.4	30.3	31.5	
5195	5	52	29		40
5196	6	50.6	37.3		
5196	7	52.7	27.3	39.8	
5196	8	40.6	22.1		33.3
5198	10				
5199	10				
5200	6	80.6	87.4		
5200	7	90.2	82.8	86.1	
5200	8	85.5	78.6		85.5
5201	3	90.8	84.2		
5201	4	83.8	79.2	77.8	
5201	5	91.9	83.7		87.2
5203	3	78.6	71.4		
5203	4	90	80	80	
5203	5				
5204	3	85.7	71.4		
5204	4	80	80	85	
5204	5	92.9	89.3		96.4
5205	3	40	60.7		
5205	4	61.1	50	77.8	
5205	5		70		
5206	7	73.2	62.3	78.9	
5206	8	64.5	36.9		54.3
5207	3	78.7	77.3		
5207	4	90.4	69.9	83.1	
5207	5	92.2	79.7		89.1
5207	6	86.3	76.7		
5209	10	74.7		73	
5210	10	91.5		91.3	
5211	10	82.8		95.6	
5212	10	80		88.5	
5213	10	72.1		80.4	
5214	10	79.6		84.4	
5216	3				
5216	4				
5216	5				
5216	6				
5217	10				
5220	3	94.3	87.5		
5220	4	87.8	82.9	79.3	
5220	5	87.9	75.7		86
5221	10				
5223	10				
5224	10				
5226	10	94.7		100	
5227	3				
5227	6				
5227	10				
5228	3				
5228	4				
5228	5				
5228	6				
5228	7				
5228	8				
5228	10				
5236	3				
5236	4				
5236	5				
5236	6				
5236	7				
5236	8				
5236	10				
5225	6	63.6	50		
5225	7	88.9	76.5	82.4	
5225	8	86.2	72.4		89.7
5231	3				
5231	4				
5231	5				
5231	6				
5231	7				
5237	10				
5238	3				
5238	4	24	32	20	
5238	5				
5238	6				
5238	7	24.1	13.8	27.6	
5238	8	37	7.4		22.2
5238	10	60		72.2	
5235	10				
5239	3	63.9	62.5		
5239	4	56.9	60.3	69	
5239	5	65.2	58.8		59.4
5240	6	80.8	62.5		
5241	3				
5241	4				
5241	5				
5241	6				
5241	7				
5241	8				
5241	10				
5243	7				
5243	10				
5244	10				
5245	8				
5245	10	77.8		74.5	
5246	3				
5246	4				
5246	5				
5246	6				
5246	7				
5246	10				
5248	3	91.7	41.7		
5248	8				
5250	10	30.8		50	
5251	3	56.3	50		
5251	4	61.7	55	60	
5251	5	68.9	59		45.9
5252	3				
5252	5				
5252	6				
5252	7				
5252	8				
5252	10				
5253	10				
5254	10				
5255	10				
5256	7				
5256	8				
5256	10				
5257	3	46.2	7.7		
5257	4	42.9	21.4	57.1	
5257	5				
5257	6				
5258	10				
5259	10				
5261	3				
5261	4				
5261	5				
5261	6				
5261	7				
5261	8				
5262	3				
5262	4				
5262	5				
5262	6				
5262	7				
5262	8	34.8	13		22.7
5262	10	47.8		43.5	
5266	10				
5267	3				
5267	4				
5267	5				
5267	6				
5267	8				
5267	10				
5272	10				
5275	10				
5277	10				
