PK	BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
4208	3607	3	82.1	62.5		
4209	3607	4	69.6	42.9	69.6	
4210	3607	5	74.6	69.5		55.9
4211	3607	6	56.9	55.2		
4212	3608	3	75.8	59.3		
4213	3608	4	75	71.1	67.1	
4214	3608	5	65	53.3		56.7
4215	3608	6	68	58.7		
4216	3650	7	75.3	76.2	71.8	
4217	3650	8	64.6	49.4		65.9
4218	3689	3	83.1	73.2		
4219	3689	4	77.8	72.8	77.8	
4220	3689	5	84.7	65.9		67.1
4221	3689	6	75.3	60.5		
4222	3691	3	61.7	50		
4223	3691	4	75.4	66.7	78.3	
4224	3691	5	86.2	62.1		60.3
4225	3691	6	63.8	50		
4226	3754	7	77.4	67.3	72	
4227	3754	8	63.6	44.6		68.6
4228	3755	10	84.9		92.8	
4229	3818	3				
4230	3818	7				
4231	3818	8				
4232	3818	10				
4233	3854	10	49		66	
4234	1714	3				
4235	1714	4				
4236	1714	5				
4237	1714	6	33.3	16.7		
4238	1714	7	45.5	22.7	40.9	
4239	1714	8	44.4	27.8		44.4
4240	1714	10				
4241	2523	8				
4242	2523	10	90.5		84.4	
4243	3124	6	80.7	60		
4244	3124	7	80.2	67.7	88.9	
4245	3124	8	79.6	53.9		81.7
4246	4154	3	58.2	59.2		
4247	4154	4	78.4	64.9	71.4	
4248	4154	5	71.6	54.5		63.6
4249	4287	10	46.2		37.8	
4250	4327	3	65.9	67		
4251	4327	4	71.6	71.6	53.1	
4252	4327	5	75	70		79
4253	4436	3	84.3	80		
4254	4436	4	87.2	83	91.4	
4255	4436	5	91.8	88.8		93.8
4256	1656	6	74.2	67.7		
4257	1656	7	71.2	72.9	64.4	
4258	1656	8	52.8	56.6		77.4
4259	1657	10	42.3		39.1	
4260	1744	3				
4261	1744	5				
4262	1744	6				
4263	1744	7	33.3	41.7	50	
4264	1744	8				
4265	1744	10	58.8		64.7	
4266	1862	3	87.2	79.5		
4267	1862	4	62.2	44.4	51.1	
4268	1862	5	88.9	90.7		94.4
4269	2813	6	52	27.6		
4270	2813	7	60.1	40.8	59.3	
4271	2813	8	62.4	37.3		54.9
4272	3059	3	72.4	57.9		
4273	3059	4	50.6	34.9	36.5	
4274	3059	5	67.6	66.2		45.9
4275	3187	3	58.6	52.9		
4276	3187	4	69.2	63.1	57.8	
4277	3187	5	62.5	52.1		51.1
4278	3354	3	47.7	20.5		
4279	3354	4	42.5	27.5	27.5	
4280	3354	5	34.1	22		29.3
4281	3355	6	65.3	51.6		
4282	3355	7	66.1	54.6	61	
4283	3355	8	64.7	52.4		56.4
4284	3537	3	75	73.7		
4285	3537	4	74.7	62.8	51.9	
4286	3537	5	76.5	62.2		73.5
4287	3537	7				
4288	3651	3	78.8	68		
4289	3651	4	74.5	47.6	46.7	
4290	3651	5	65.6	50		58.3
4291	3964	3	57.9	46.1		
4292	3964	4	57.3	40	37.3	
4293	3964	5	51.5	42.6		47.1
4294	4150	3	60.9	39.1		
4295	4150	4	55	55	27.5	
4296	4150	5	47.4	31.6		41.9
4297	4233	10	73.3		80	
4298	4323	3	59.1	48.9		
4299	4323	4	60.5	55.8	41.9	
4300	4323	5	63.3	58.6		70.7
4301	4357	5				
4302	4357	6	63.3	43.9		
4303	4357	7	59.3	38.8	47.5	
4304	4357	8	60.7	39.1		45.5
4305	4454	3	79.5	80.7		
4306	4454	4	69.9	62.4	64.5	
4307	4454	5	67.7	66.2		67.7
4308	4510	3	63.4	39		
4309	4510	4	50	39	26.2	
4310	4510	5	44.2	27.9		41.9
4311	2948	3				
4312	2948	4				
4313	2948	5				
4314	2948	6				
4315	2948	8				
4316	1643	5				
4317	1643	7				
4318	1643	10				
4319	1777	3	46	32		
4320	1777	4	46.7	25	23.3	
4321	1777	5	20.8	10.4		20.8
4322	1777	6	56.8	50		
4323	1777	7	52.5	47.5	39	
4324	1777	8	59.3	46.6		50
4325	1777	10	73.2		78	
4326	1806	10	76.9		84.6	
4327	2546	3	77	67.2		
4328	2546	4	84.6	65.6	66.7	
4329	2546	5	82.1	80.4		82.1
4330	3060	3	47.1	23		
4331	3060	4	52.9	37.6	36.5	
4332	3060	5	37.7	23.2		36.2
4333	4159	3	70.4	65.4		
4334	4159	4	90	57.5	63.8	
4335	4159	5	79.5	66.3		69.9
4336	4362	3	80.4	68.5		
4337	4362	4	89.4	60.6	62.5	
4338	4362	5	81.7	69.2		71.2
4339	4528	7				
4340	4528	10	85.8		88.5	
4341	4544	6	87.2	66.4		
4342	4544	7	79.1	70.7	73.6	
4343	4544	8	77.1	57.6		87.4
4344	1730	3				
4345	1730	5				
4346	1730	6				
4347	1730	7				
4348	1730	8				
4349	1730	10				
4350	1757	10				
4351	2073	3	84.8	69.2		
4352	2073	4	58.8	35.3	51.5	
4353	2073	5	72.2	59.7		69.4
4354	2073	6	81.8	69.7		
4355	2428	10	85.2		88.4	
4356	3005	3	58.3	51.2		
4357	3005	4	72.1	69.1	60.3	
4358	3005	5	51.2	52.3		48.8
4359	3005	6	64.8	60.2		
4360	3305	3	67.6	36.8		
4361	3305	4	80.4	54.5	82.1	
4362	3305	5	65.2	55.1		55.1
4363	3305	6	54.4	43.9		
4364	3561	3	76.7	62.8		
4365	3561	4	69.7	55.3	60.5	
4366	3561	5	65.7	52.2		59.7
4367	3561	6	73.1	64.1		
4368	3981	10				
4369	4145	6				
4370	4145	7	80.3	70.1	79.7	
4371	4145	8	74.2	64.8		70.1
4372	4184	3	70.5	44.2		
4373	4184	4	53.2	33	41.5	
4374	4184	5	60	58.8		52.4
4375	4184	6	57.8	42.2		
4376	4241	3	73.2	64.8		
4377	4241	4	71.3	63.8	57.5	
4378	4241	5	69.7	69.7		67.5
4379	4241	6	72.3	57.8		
4380	4265	10	54.5		44.8	
4381	4366	3	85.2	80.3		
4382	4366	4	70.7	64.6	51.2	
4383	4366	5	69.6	66.1		62.5
4384	4366	6	79.1	64.7		
4385	4383	3	78.1	71.9		
4386	4383	4	92.4	79.7	89.9	
4387	4383	5	91.6	88		91.6
4388	4383	6	90	80		
4389	4395	7	61.6	46.3	61.3	
4390	4395	8	54.3	34.3		48.2
4391	3893	6	56.3	40.6		
4392	3893	7	65.6	56.2	73.7	
4393	3893	8	57.7	46.4		57.2
4394	4204	10	88.2		92	
4395	4477	3	70.8	54.2		
4396	4477	4	62.5	56.3	56.3	
4397	4477	5	81.6	87.8		81.6
4398	2105	6	71.1	48.4		
4399	2105	7	69.5	60.3	66.9	
4400	2105	8	71.8	42.3		68.5
4401	2229	3	77.6	64.5		
4402	2229	4	83.5	73.4	59.5	
4403	2229	5	75	80		85
4404	4274	8				
4405	4274	10	80.2		82.9	
4406	4399	3	58.5	46.3		
4407	4399	4	76.3	57.6	72.9	
4408	4399	5	69.6	44.9		63.8
4409	3188	7				
4410	3188	8				
4411	3188	10	84.1		81.8	
4412	3609	3	55.6	11.1		
4413	3609	4	50	26.9	38.5	
4414	3609	5	41.2	23.5		41.2
4415	3609	6	84.2	52.6		
4416	4005	7	65.5	41.4	36.7	
4417	4005	8	54.1	24.3		37.8
4418	2580	8				
4419	2580	10	87		89.3	
4420	4113	5				
4421	4113	6	65.1	43.2		
4422	4113	7	66.2	57.7	77.5	
4423	4113	8	61.8	38.2		61.8
4424	4330	3	76.3	64.5		
4425	4330	4	82.6	58	84.1	
4426	4330	5	78.2	60.3		75.6
4427	4479	3	48.9	44.4		
4428	4479	4	54.5	32.1	28.6	
4429	4479	5	56.9	53.4		36.2
4430	4479	6	80	73.3		
4431	1707	10	59.3		60.9	
4432	2400	6	76.6	65.6		
4433	2400	7	76.2	72.6	76.8	
4434	2400	8	76.4	56.9		72.3
4435	2581	10	92.6		91.4	
4436	3125	3	91.9	97.3		
4437	3125	4	85.2	79.6	77.8	
4438	3125	5	69.8	71.7		69.8
4439	4364	3	78.8	65.4		
4440	4364	4	75	71.7	75	
4441	4364	5	86.9	75.4		80.3
4442	4512	6	82.4	73		
4443	4512	7	80.6	73.5	72.5	
4444	4512	8	68.3	65.1		70.9
4445	4513	3	78	72.5		
4446	4513	4	82.4	85.7	82.4	
4447	4513	5	82.2	77.8		78.9
4448	4551	3	85.7	84.2		
4449	4551	4	77.6	67.6	58.2	
4450	4551	5	85.2	70.4		72.2
4451	4553	3	65.4	48.1		
4452	4553	4	73.4	70.3	60.9	
4453	4553	5	71	51.6		58.1
4454	1533	10				
4455	1567	4				
4456	1567	5				
4457	1567	6				
4458	1567	7	4.8	5	15	
4459	1567	8	21.4	14.3		29.6
4460	1567	10				
4461	1603	8				
4462	1603	10				
4463	1604	6				
4464	1604	7				
4465	1604	8				
4466	1604	10				
4467	1767	10				
4468	2056	3	51.4	40.5		
4469	2056	4	43.8	31.3	23.4	
4470	2056	5	47.7	37.8		24.4
4471	2056	6	45.7	39.1		
4472	2086	3	67.2	56.9		
4473	2086	4	63.3	55.1	53.1	
4474	2086	5	58.3	54.2		56.3
4475	2086	6	76.4	72.7		
4476	2096	3	71.6	64.2		
4477	2096	4	55.7	50.8	29.5	
4478	2096	5	68.2	51.5		67.2
4479	2096	6	57.6	51.7		
4480	2106	10	77.6		74.7	
4481	2108	3	61.8	51.3		
4482	2108	4	67.7	72.7	36.9	
4483	2108	5	38.9	35.2		22.2
4484	2108	6	46.2	32.7		
4485	2109	3	70.7	82.7		
4486	2109	4	76.6	64.9	61	
4487	2109	5	65.8	52.6		63.2
4488	2109	6	58.6	54		
4489	2110	3	67.7	60		
4490	2110	4	49.3	52.2	23.2	
4491	2110	5	72	54		58
4492	2110	6	73.8	77		
4493	2111	3	90.3	86		
4494	2111	4	75.9	60.2	61.4	
4495	2111	5	81.4	65.1		86
4496	2111	6	70.7	60		
4497	2127	3	80	74.5		
4498	2127	4	89.5	75.4	67.9	
4499	2127	5	69.8	60.4		64.2
4500	2127	6	88.9	53.3		
4501	2128	3	56.5	19.6		
4502	2128	4	62.1	60.3	31	
4503	2128	5	73.6	49.1		73.6
4504	2128	6	45	46.7		
4505	2129	3	84.8	77.3		
4506	2129	4	83.3	77.8	72.2	
4507	2129	5	70.7	65.5		58.6
4508	2129	6	77.6	71.1		
4509	2155	3	43.7	59.2		
4510	2155	4	66.7	58.3	50	
4511	2155	5	62	59.2		64.8
4512	2155	6	49.2	39		
4513	2156	3	65.3	59.2		
4514	2156	4	70.2	68.1	46.8	
4515	2156	5	76.5	66.7		76.5
4516	2156	6	85.4	85.4		
4517	2172	8				
4518	2172	10	87.4		88.8	
4519	2191	3	65.4	59		
4520	2191	4	64.6	76.9	44.8	
4521	2191	5	53.1	51.6		45.3
4522	2191	6	58.2	64.2		
4523	2218	3	71	54.8		
4524	2218	4	71.4	63.5	66.7	
4525	2218	5	73.1	73.1		70.1
4526	2218	6	72.2	64.8		
4527	2258	3	85.3	88.2		
4528	2258	4	90	96.3	87.2	
4529	2258	5	83.6	82.2		84.9
4530	2258	6	88.7	73.6		
4531	2296	3	94.2	94.2		
4532	2296	4	89.1	78.2	74.5	
4533	2296	5	95.7	93.6		95.7
4534	2296	6	92.6	92.6		
4535	2312	3	74.3	64.3		
4536	2312	4	76.8	71.6	55.1	
4537	2312	5	71.8	60.3		61.5
4538	2312	6	76.3	82.9		
4539	2381	3	58.3	62.5		
4540	2381	4	63.1	75.8	55.4	
4541	2381	5	50	54.8		54.8
4542	2381	6	61.2	59.7		
4543	2401	3				
4544	2401	5	98.8	93.9		97.6
4545	2401	6	98.7	98.7		
4546	2401	7	100	98.2	100	
4547	2401	8	98.2	100		100
4548	2479	10	70.4		74	
4549	2708	3	79.5	76.9		
4550	2708	4	82.4	58.8	45.5	
4551	2708	5	76.9	69.2		56.4
4552	2708	6	73.7	65.8		
4553	2950	3	84.8	69.6		
4554	2950	4	71.7	73.6	73.6	
4555	2950	5	55.3	42.6		53.2
4556	2950	6	69.4	64.6		
4557	2951	3	59.4	40.6		
4558	2951	4	66.7	67.9	51.9	
4559	2951	5	56.5	43.5		37.7
4560	2951	6	62.9	49.4		
4561	2952	3	66.7	54.2		
4562	2952	4	68.5	64.8	38.9	
4563	2952	5	63	64.8		64.8
4564	2952	6	58.5	60.4		
4565	3007	3	80.5	79.2		
4566	3007	4	83.1	83.3	71.4	
4567	3007	5	84.3	78.6		72.9
4568	3007	6	71.6	68		
4569	3008	3	61.5	38.5		
4570	3008	4	56.5	30.4	39.1	
4571	3008	5	58.8	35.3		58.8
4572	3008	6	67.3	40.4		
4573	3008	7	58.1	48.4	61.3	
4574	3008	8	69.2	43.6		66.7
4575	3008	10	100		81.3	
4576	3063	3	71.7	41.3		
4577	3063	4	76.9	61.5	59.6	
4578	3063	5	73.5	65.3		75.5
4579	3063	6	69.8	56.6		
4580	3189	10	82.5		81.8	
4581	3190	3	62.3	64.2		
4582	3190	4	71.2	63.6	72.7	
4583	3190	5	56.3	45.8		39.6
4584	3190	6	66.7	70.6		
4585	3257	7	53	53.5	50	
4586	3257	8	41.1	30		48.7
4587	3258	7	54.3	56	61.3	
4588	3258	8	58.4	51.1		63
4589	3356	7	83.4	85.2	83.2	
4590	3356	8	79.5	78.1		84.5
4591	3357	3	80.4	82.4		
4592	3357	4	82.4	74.5	80.4	
4593	3357	5	84.3	70.6		72.5
4594	3357	6	65.1	52.4		
4595	3412	10	89.1		89.3	
4596	3413	7	68	68.3	65.8	
4597	3413	8	64.7	61.8		78.6
4598	3506	3	65.4	61.5		
4599	3506	4	65.5	58.2	69.1	
4600	3506	5	81	81		81
4601	3506	6	75	63.2		
4602	3718	3	58.3	60.7		
4603	3718	4	58.5	60	42.2	
4604	3718	5	45.2	41.9		38.7
4605	3718	6	58.5	45.3		
4606	3719	3	60	67.3		
4607	3719	4	77.4	49.1	62.3	
4608	3719	5	55.2	44.8		49.3
4609	3719	6	69.4	57.4		
4610	3727	3	60.3	47.6		
4611	3727	4	69.1	52.7	56.4	
4612	3727	5	59.3	40		47.5
4613	3727	6	75.4	68.9		
4614	3729	3	58.3	47.9		
4615	3729	4	59.1	32.6	41.9	
4616	3729	5	40.9	43.2		48.9
4617	3729	6	39.5	37.2		
4618	3758	7	60.4	52.3	63.3	
4619	3758	8	50.2	35.2		52.4
4620	3819	5				
4621	3819	6				
4622	3819	7				
4623	3819	10				
4624	4035	3	80.6	75.3		
4625	4035	4	89.2	91.6	79.5	
4626	4035	5	86.5	78.4		87.8
4627	4035	6	84.8	72.7		
4628	4192	3	82.8	81.3		
4629	4192	4	85.7	82.1	70.9	
4630	4192	5	85.9	79.7		87.5
4631	4192	6	85.7	94.3		
4632	4389	3	90.3	79.2		
4633	4389	4	84	79	77.8	
4634	4389	5	86.3	82.2		86.3
4635	4389	6	98.1	85.2		
4636	4457	7	70.2	68	68	
4637	4457	8	78.6	60.8		76.9
4638	3723	3	91.7	75		
4639	3723	4	76.9	53.8	69.2	
4640	3723	5				
4641	3723	6	90.9	90.9		
4642	3723	7				
4643	2097	3				
4644	2097	4				
4645	2097	5				
4646	2097	6	90	90		
4647	2341	3	96.4	89.3		
4648	2341	4	82.2	48.9	66.7	
4649	2341	5	85.2	85.2		77.8
4650	4036	3	86.1	83.5		
4651	4036	4	88.5	78.2	78.2	
4652	4036	5	80	56.3		82.5
4653	4333	10	91.2		94.1	
4654	4521	6	72.4	68.9		
4655	4521	7	68.4	59.8	72.7	
4656	4521	8	76.8	69.6		67.2
4657	2890	10	84.7		89.8	
4658	3965	6	75.5	54.7		
4659	3965	7	67.7	69.3	81.1	
4660	3965	8	71.2	49.6		66.2
4661	4483	3	84.8	80.3		
4662	4483	4	92.6	84	76.5	
4663	4483	5	75.9	48.3		78.2
4664	1803	10	73.7		73.3	
4665	1858	3	75	43.8		
4666	1858	4	50	30		
4667	1858	5	66.7	23.8		60
4668	1858	6	91.7	33.3		
4669	1858	7	89.3	64.3	82.1	
4670	1858	8	90.5	52.4		70
4671	1858	10	88.9		97.1	
4672	2402	10	89.3		94.6	
4673	3191	7	76.9	70.6	88.3	
4674	3191	8	71.3	65.3		80.4
4675	3414	3	70.6	66.2		
4676	3414	4	79.3	75.6	84.1	
4677	3414	5	73.9	67		67
4678	3414	6	74.1	48.1		
4679	3562	3	84	86.4		
4680	3562	4	93.1	88.5	87.2	
4681	3562	5	83.8	79.7		75.7
4682	3562	6	89.7	91.8		
4683	3693	3	76.9	62.8		
4684	3693	4	77.8	77.8	84.8	
4685	3693	5	75.3	72.6		80.8
4686	3693	6	88.7	74.2		
4687	3759	3	87.5	79.2		
4688	3759	4	83.8	63.5	82.4	
4689	3759	5	77.9	80.2		83.7
4690	3759	6	87.1	79.1		
4691	3851	7	79	75.6	85.4	
4692	3851	8	73.9	65.8		83.3
4693	4133	3	92	86		
4694	4133	4	87.4	85.4	84.5	
4695	4133	5	86.7	81.1		87.8
4696	4133	6	93.7	78.5		
4697	4134	3	71	72.1		
4698	4134	4	84.3	78.6	82.9	
4699	4134	5	77.1	75.7		72.9
4700	4134	6	85.3	64.2		
4701	4400	3	85.9	87.2		
4702	4400	4	89.4	81.9	95.7	
4703	4400	5	82.2	75.6		83.3
4704	4400	6	92	84.1		
4705	4491	10	89.6		94.7	
4706	2113	3	80.6	70.8		
4707	2113	4	72.6	66.2	50.7	
4708	2113	5	85.5	63.8		84.1
4709	2157	3	77.8	77.8		
4710	2157	4	73.5	67.6	72.5	
4711	2157	5	86.4	80.9		93.6
4712	2776	6	65.5	64.4		
4713	2776	7	56	53.5	45.3	
4714	2776	8	57.4	50		69.6
4715	2892	3	62.7	62.7		
4716	2892	4	62.3	64.9	56.6	
4717	2892	5	69.6	59.4		75.4
4718	2953	3	65.4	50		
4719	2953	4	69.2	67.7	66.2	
4720	2953	5	60.7	41.1		71.4
4721	3064	3	71.4	65.3		
4722	3064	4	68	64	60.8	
4723	3064	5	73.1	59.6		86.5
4724	3065	10	89.6		90	
4725	3127	3	70.4	53.5		
4726	3127	4	92	76	90	
4727	3127	5	59.3	50		66.7
4728	3259	3	73	73.3		
4729	3259	4	65.4	65.4	47.4	
4730	3259	5	53.8	42.5		63.8
4731	3260	6	66.5	47.3		
4732	3260	7	79	71.6	82.4	
4733	3260	8	69	61.1		79.2
4734	3307	3	72.8	62		
4735	3307	4	81.3	73.3	74.7	
4736	3307	5	71.7	62.3		88.7
4737	3415	8				
4738	3415	10	85.6		89.8	
4739	3465	3	84.2	78.9		
4740	3465	4	92.3	89.7	82.1	
4741	3465	5	72.7	81.8		90.9
4742	3465	6	76.7	66.7		
4743	3465	7	87.5	87.5	87.5	
4744	3465	8	79.4	67.6		85.3
4745	3573	6	83.4	84.2		
4746	3573	7	80.9	77.7	79.8	
4747	3573	8	76.4	69.3		78.3
4748	3890	6	69.4	70.6		
4749	3890	7	81.2	78.6	76.9	
4750	3890	8	77	61.3		75.5
4751	3918	10	78.6		75	
4752	3929	3	93.9	81.6		
4753	3929	4	78.1	68.8	60.9	
4754	3929	5	90.8	86.2		95.4
4755	4098	3	79.2	70.8		
4756	4098	4	75.5	71.7	66	
4757	4098	5	73.1	65.4		78.2
4758	4160	3	82.7	82.7		
4759	4160	4	73	84.2	74	
4760	4160	5	86.4	78.2		90
4761	4185	6	72.3	67.9		
4762	4185	7	82.3	79	80.4	
4763	4185	8	78.3	74.6		81.2
4764	4529	3	89	84.3		
4765	4529	4	85.1	81.1	78.4	
4766	4529	5	82.9	73.6		82.1
4767	3192	10	96.2		97.5	
4768	3794	3	84.5	62.1		
4769	3794	4	73.9	39.1	71	
4770	3794	5	73.7	43.4		68.4
4771	1769	10	55		50	
4772	2447	6	81	57.7		
4773	2447	7	66.4	75.8	77.1	
4774	2447	8	65.3	52		70.7
4775	2814	3	63.4	58.5		
4776	2814	4	72.2	64.8	68.5	
4777	2814	5	54.3	31.4		52.9
4778	2954	3	65.6	60.9		
4779	2954	4	67.2	40.3	50.7	
4780	2954	5	83.9	51.2		82.6
4781	3309	3	79.8	76.9		
4782	3309	4	86.8	75.5	84	
4783	3309	5	86.4	63.8		82.7
4784	3610	8				
4785	3610	10	91.1		90.5	
4786	3761	3	75.4	57.9		
4787	3761	4	73.8	45.9	55.7	
4788	3761	5	76.9	50		86.5
4789	1712	3	66.1	59.3		
4790	1712	4	82.1	85.7	80.4	
4791	1712	5	78.6	80.4		78.6
4792	1712	6	87	69.8		
4793	1712	7	82.4	78.4	82.4	
4794	1712	8	67.4	47.8		63
4795	2653	3	78.6	62.5		
4796	2653	4	62.7	59.3	59.3	
4797	2653	5	64.3	38.1		47.6
4798	2653	6	49.1	28.3		
4799	2653	7	59.1	40.9	58.1	
4800	2955	3	72.9	61.4		
4801	2955	4	74.6	74.6	83.1	
4802	2955	5	77.2	68.4		75.4
4803	2955	6	68.5	81.5		
4804	2955	7	69.4	51.6	80.6	
4805	3128	3	74.6	60.6		
4806	3128	4	71	59.4	58	
4807	3128	5	74.1	60.3		74.1
4808	3128	6	68.5	63		
4809	3128	7	62.5	60.7	60.7	
4810	3360	10	80.9		80.5	
4811	3695	4				
4812	3695	5				
4813	3695	7				
4814	3695	8	53.9	29.3		57.2
4815	4097	3	65.6	68.8		
4816	4097	4	62.5	47.9	56.3	
4817	4097	5	77.6	67.2		80.6
4818	4097	6	64.7	58.8		
4819	4097	7	80	63.6	70.9	
4820	3416	10	78.6		96.3	
4821	4226	3	81.3	78.8		
4822	4226	4	82.8	69	62.1	
4823	4226	5	81.3	53.1		68.8
4824	4226	6	54.8	50		
4825	4226	7	71.4	65.7	71.4	
4826	4226	8	57.1	42.9		64.3
4827	1628	10	33		33.3	
4828	1755	5	67.6	55.9		58.8
4829	1755	6	59.7	56.5		
4830	1755	7	66.7	62.7	83.3	
4831	1755	8	77.6	43.1		65.5
4832	2956	3	86	86		
4833	2956	4	90.6	82.5	60.3	
4834	2956	5	85.5	73.9		84.1
4835	2956	6				
4836	3129	3	58.3	64.6		
4837	3129	4	71.7	50	63	
4838	3129	5	64.4	48.9		73.3
4839	3194	3	70.7	77.3		
4840	3194	4	83.3	77.3	74.2	
4841	3194	5	89.4	80.3		86.4
4842	3195	10	91		88.9	
4843	3196	3	59.4	54.7		
4844	3196	4	73	60.3	71.4	
4845	3196	5	66	55.3		68.1
4846	3538	6	67.5	57.6		
4847	3538	7	75.4	64.8	73.7	
4848	3538	8	61.8	44.5		56
4849	2173	3	62.5	65.6		
4850	2173	4	57.4	58.8	60.8	
4851	2173	5	71.4	59.9		66
4852	3261	6	78.8	60.1		
4853	3261	7	75.3	73.6	77.2	
4854	3261	8	74.7	55		64.9
4855	4123	8				
4856	4123	10	84.6		92.9	
4857	2525	3	71.8	59		
4858	2525	4	69.4	65.3	46.9	
4859	3466	6	70.5	57.4		
4860	3466	7	75.9	67.6	63.3	
4861	3466	8	71.2	37.8		64
4862	4033	3	70.6	52.9		
4863	4033	4	83.7	85.7	63.3	
4864	4033	5	62.6	57.7		61
4865	4228	6				
4866	4228	8				
4867	4228	10	85.2		83.6	
4868	2049	3				
4869	2049	4				
4870	2049	5				
4871	2049	6				
4872	2049	7				
4873	2049	8				
4874	1709	10				
4875	1763	3				
4876	1763	4				
4877	1763	5				
4878	1763	6				
4879	1763	7				
4880	1763	8				
4881	1763	10				
4882	2404	10	76.8		79.2	
4883	2664	3	74.5	82.4		
4884	2664	4	69.4	71.4	67.3	
4885	2664	5	80	80		80
4886	2664	6	76.7	68.3		
4887	3009	7	70.4	77.8	70.4	
4888	3009	8	75	61.7		70
4889	2550	10	58.3		66.7	
4890	2405	3	52.4	38.1		
4891	2405	4	47.4	26.3	26.3	
4892	2405	5	60	48		68
4893	2405	6	66.7	66.7		
4894	2405	7	61.8	52.9	61.8	
4895	2405	8	55.6	33.3		55.6
4896	1594	3				
4897	1594	4				
4898	1594	5				
4899	1594	6				
4900	1594	7				
4901	1594	8				
4902	1594	10	72.7		63.6	
4903	3310	8				
4904	3310	10	91		87.2	
4905	3831	6	74.6	45.7		
4906	3831	7	65.4	52.3	65.4	
4907	3831	8	67.7	57.4		74.8
4908	4180	3	85.7	70.6		
4909	4180	4	83.3	54.2	76.7	
4910	4180	5	76.2	65.6		83.6
4911	2480	3	47.1	52.9		
4912	2480	4	60	70	20	
4913	2480	5	70	40		65
4914	2480	6				
4915	4394	3	70	30		
4916	4394	4				
4917	4394	5				
4918	4394	6				
4919	4394	7				
4920	4394	8				
4921	3197	3				
4922	3197	4				
4923	3197	5				
4924	3197	6				
4925	3508	3				
4926	3508	4				
4927	3508	5				
4928	3508	6	20	46.7		
4929	3508	7	57.9	68.4	47.4	
4930	3508	8	38.5	28.6		28.6
4931	3508	10	78.9		89.5	
4932	2297	3	61.3	51.6		
4933	2297	4	74.2	45.2	58.1	
4934	2297	5	57.1	45.7		60
4935	3311	10	75.7		77.8	
4936	3894	6	36.1	22.2		
4937	3894	7	52.2	56.5	62.5	
4938	3894	8	42.9	20		31.4
4939	2062	3	76.9	100		
4940	2062	4	83.3	75	58.3	
4941	2062	5	86.7	73.3		86.7
4942	2062	6	36.4	36.4		
4943	2062	7	50	28.6	28.6	
4944	2062	8	72.7	54.5		72.7
4945	2958	10	87.5		93.8	
4946	2385	3	70	31.1		
4947	2385	4	71.7	28.3	51.1	
4948	3198	5	74	58		94
4949	3198	6	69.2	57.7		
4950	3198	7	73.1	71.2	67.3	
4951	3198	8	80.7	69.6		85.7
4952	4206	10	83.1		91.5	
4953	1627	7				
4954	1627	8				
4955	1627	10	66.7		60.9	
4956	2260	3	89.8	74.1		
4957	2260	4	71.9	59.4	61.9	
4958	2260	5	83.6	81.8		85.1
4959	2260	6	78.4	73		
4960	2481	7	70.2	52.3	63.6	
4961	2481	8	56.7	31.9		62.6
4962	2633	10	87.8		86.1	
4963	3848	3	74.1	58.6		
4964	3848	4	78.8	77.4	64	
4965	3848	5	77.9	58.8		69.1
4966	3848	6	81.3	73.6		
4967	4224	3	72.2	64.6		
4968	4224	4	81.4	72.9	74.3	
4969	4224	5	81	67.7		77.4
4970	4224	6	76.3	62.5		
4971	4346	3	79.3	78.2		
4972	4346	4	78.8	86.4	74.2	
4973	4346	5	68	73.3		76
4974	4346	6	78.9	77.2		
4975	4451	3	84.1	81		
4976	4451	4	92.3	75.6	83.3	
4977	4451	5	84.5	77.5		81.7
4978	4451	6	78.7	67.2		
4979	2754	3	80.2	76.9		
4980	2754	4	82.4	71.3	62.7	
4981	2754	5	65.1	70.9		73.3
4982	2754	6	80.4	76.3		
4983	3010	8				
4984	3010	10	87.4		88.6	
4985	3130	3	78	74.1		
4986	3130	4	83.7	79.3	76.9	
4987	3130	5	70.7	53.3		55.9
4988	3130	6	67.4	58.7		
4989	3262	3	64.8	59.2		
4990	3262	4	56.1	46.2	24.6	
4991	3262	5	58	49		64.7
4992	3262	6	57.8	53.3		
4993	3361	6				
4994	3361	7	68.2	63.5	73	
4995	3361	8	73.5	50		61.5
4996	3539	3	84.2	86.1		
4997	3539	4	81.1	71.3	71.3	
4998	3539	5	80.7	84		88.2
4999	3539	6	74.1	69.1		
5000	3611	7	63.5	60.1	72.9	
5001	3611	8	59.6	48.2		66.4
5002	3653	3	77.4	77.8		
5003	3653	4	85.9	89.1	77.8	
5004	3653	5	75	72.1		72.1
5005	3653	6	81.6	73.5		
5006	3709	3	84.3	88.8		
5007	3709	4	89	80	78.9	
5008	3709	5	84.4	70.8		79.2
5009	3709	6	63	69.1		
5010	3710	8				
5011	3710	10	93.1		94.9	
5012	4058	3	86	73		
5013	4058	4	72.9	72.3	70.6	
5014	4058	5	73.8	75		76.6
5015	4058	6	70.8	75		
5016	4122	3	74	64.9		
5017	4122	4	77.6	61.8	58.7	
5018	4122	5	75	65.3		65.3
5019	4122	6	63.4	62		
5020	4255	3	79.3	70.7		
5021	4255	4	64.7	62.3	44.1	
5022	4255	5	63	63		57.4
5023	4255	6	70	44		
