PK	BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
884	4555	4	39.8	31.9	29.2	
885	4555	5	52.3	51.8		51.8
886	1754	8				
887	1754	10				
888	2198	7	52.6	45.1	54.9	
889	2198	8	50.3	23.9		37.4
890	2918	3	56.2	45.8		
891	2918	4	64.9	47.4	64.9	
892	2918	5	59.3	46.3		33.3
893	2918	6	52.4	51.2		
894	3086	3	68	52		
895	3086	4	62.5	54.2	50	
896	3086	5	37	29.6		37
897	3086	6	52.2	47.8		
898	3272	10	93.6		88.2	
899	3325	3	58	45.6		
900	3325	4	49.2	46	50.8	
901	3325	5	42.4	40.9		48.5
902	3325	6	53.7	51.9		
903	2007	3				
904	2007	4				
905	3214	3				
906	3214	4				
907	3214	5				
908	3214	6				
909	3214	7				
910	3214	8				
911	3214	10				
912	2241	7	90.5	76.2	90.5	
913	2241	8	60.9	30.4		69.6
914	2241	10	88.9		81.5	
915	3087	3	72.7	72.7		
916	3087	4	42.1	31.6	47.4	
917	3087	5	79.3	51.7		69
918	3087	6	75.8	54.5		
919	4222	3	36.7	32.7		
920	4222	4	58.3	54.2	41.7	
921	4222	5	40.9	53.5		29.5
922	4254	10	64.6		64.9	
923	4490	3	29.7	39.2		
924	4490	4	41.8	42.3	21.8	
925	4490	5	38.8	44.9		24.5
926	2510	7	41	45.2	42.9	
927	2510	8	49.5	29.9		28.8
928	2919	3	65.2	64.5		
929	2919	5				
930	3088	10	69.6		75.7	
931	3426	3	40	60		
932	3426	4	52.4	33.3	38.1	
933	4536	4	67.3	58.3	52.4	
934	4536	5	47.5	49.2		35
935	4536	6	57.6	50.5		
936	4536	7				
937	2792	3	48.6	33.3		
938	2792	4	40.6	56.3	32.8	
939	2792	5	69.2	55.4		44.6
940	3273	10	78.1		88.9	
941	3909	6	44.6	38.5		
942	3909	7	38	46.8	55.7	
943	3909	8	49.4	52.9		51.8
944	2693	3	66.7	71.4		
945	2693	4	66.7	33.3	66.7	
946	2693	5	80	70		70
947	2968	8				
948	2968	10	100		84.2	
949	1518	10				
950	2694	3	57.1	37.1		
951	2694	4	46.9	31.3	31.3	
952	2694	5	67.9	71.4		42.9
953	3089	6	47.1	41.2		
954	3089	7	46.2	57.7	57.7	
955	3089	8	55.3	42.1		31.6
956	3089	10	83.3		90	
957	3090	3	63.2	56		
958	3090	4	51.7	53.4	46.6	
959	3090	5	54.2	54.2		39.7
960	3516	10	84.6		89	
961	3620	6	41.7	46.7		
962	3620	7	44.7	40.3	52.5	
963	3620	8	55.3	41.2		73.7
964	2673	6	56.6	37.3		
965	2673	7	59.1	49.6	75.8	
966	2673	8	62	55		57.7
967	2832	3	73.2	44.6		
968	2832	4	60	46	38	
969	2832	5	55.4	41.5		55.4
970	2833	3	70.8	58.3		
971	2833	4	39.1	21.3	37	
972	2833	5	71.7	67.9		64.2
973	2969	3	81	61.9		
974	2969	4	70	45	53.3	
975	2969	5	71.2	52.5		55.9
976	2970	3	50	34.1		
977	2970	4	59.6	30.8	32.7	
978	2970	5	67.7	51.6		58.1
979	3021	3	60.4	49.1		
980	3021	4	70	64	56	
981	3021	5	46.6	36.2		39.7
982	3022	6	73	48.9		
983	3022	7	75.5	65.3	83.6	
984	3022	8	71.9	60.6		60
985	3091	3	74.2	62.1		
986	3091	4	69.4	52.8	62.5	
987	3091	5	87.3	64.6		78.5
988	3153	3	68.5	41.1		
989	3153	4	69.1	47.6	48.8	
990	3153	5	62.9	64.3		70
991	3215	10	75.8		83.6	
992	3779	3	52.6	42.1		
993	3779	4	42.9	24.5	38.8	
994	3779	5	43.8	25		32.7
995	2695	5	77.2	56.9		68.3
996	2695	6	69.9	46.6		
997	2793	3	73.5	47.1		
998	2793	4	75.7	51.4	61.6	
999	2920	10	92.1		94.4	
1000	3092	3	80.8	58.9		
1001	3092	4	83	70.5	71.6	
1002	3092	6				
1003	3092	8				
1004	3373	7	70.8	73.2	71.3	
1005	3373	8	73.8	57.7		71.9
1006	2472	3	81.8	81.8		
1007	2472	4	43.8	43.8	56.3	
1008	2472	5	81.3	68.8		68.8
1009	2472	6	70	60		
1010	2473	7	81.8	45.5	100	
1011	2473	8	70	50		50
1012	2473	10	90		90	
1013	2672	5	52.8	28.8		25
1014	2672	6	38.6	38.6		
1015	2672	7	50	50	35.7	
1016	2672	8	56.1	29.3		58.5
1017	2801	10	64.5		69.5	
1018	2802	3	58.5	48.8		
1019	2802	4	64	46	52	
1020	2305	7	51.3	40.9	50.2	
1021	2305	8	47.9	42.6		42.6
1022	2449	3	62.2	54.1		
1023	2449	4	69	44.8	62.1	
1024	2449	5	50.9	49.1		34.6
1025	2449	6	65.3	63.3		
1026	2763	3	55.9	29.4		
1027	2763	4	53.7	43.9	50	
1028	2763	5	62.1	27.6		44.8
1029	2763	6	61.8	64.7		
1030	2834	3	58.1	51.6		
1031	2834	4	63.3	45	35	
1032	2834	5	63.3	34.7		44.9
1033	2834	6	70.8	68.8		
1034	2834	7				
1035	2971	3	72.7	70.1		
1036	2971	4	79.3	65.5	63.2	
1037	2971	5	74.6	61.2		56.7
1038	2971	6	57.9	60.3		
1039	3216	3	45.8	62.5		
1040	3216	4	51.6	54.8	41.9	
1041	3216	5	55	45		40
1042	3216	6	63.2	42.1		
1043	3476	10	73		77.1	
1044	3857	10	47.1		70.6	
1045	4267	6				
1046	4267	7				
1047	4267	8				
1048	4267	10				
1049	2391	6	59.7	32.8		
1050	2391	7	58.9	43.4	59.1	
1051	2391	8	58.9	31.5		59
1052	2972	4	44.4	36.1	29.9	
1053	2972	5	62.6	41.7		45.6
1054	3621	3	60	42.9		
1055	3622	10	86.1		85.8	
1056	2728	10	73.3		78	
1057	3155	3	64.7	82.4		
1058	3155	4	81.8	72.7	9.1	
1059	3155	5	91.7	75		50
1060	3155	6	78.6	78.6		
1061	3787	3	57.1	42.9		
1062	3787	4	37.5	21.7	17.4	
1063	3787	5	77.5	65		57.5
1064	3787	6	57.6	33.3		
1065	3788	7	58.3	47.9	45.8	
1066	3788	8	50	33.9		37.5
1067	2835	3	80	68.6		
1068	2835	4	45.7	20	25.7	
1069	2835	5	64	72		60
1070	2835	6	74.1	44.4		
1071	2835	7	60.7	42.9	46.4	
1072	2835	8	56.7	23.3		46.7
1073	2180	7	58.5	59.3	62.3	
1074	2180	8	56.6	46		57.5
1075	2180	10	80.2		89.6	
1076	3374	4	67	70	81	
1077	3374	5	77.9	69.1		67.4
1078	3374	6	74.6	67.2		
1079	3661	3	76.8	70.5		
1080	1629	10				
1081	2137	10	72.6		72.6	
1082	3217	3	70.5	60.3		
1083	3217	4	68	59.8	50	
1084	3217	5	53.3	52.4		46.7
1085	4245	6	67.7	47.9		
1086	4245	7	62.5	73.1	67.6	
1087	4245	8	52.2	38.9		62.3
1088	3580	10	30.8		46.2	
1089	2921	3	90.9	72.7		
1090	2921	4	50	50	30	
1091	2921	5	54.5	63.6		45.5
1092	3326	3	85	50		
1093	3326	4	77.8	72.2	66.7	
1094	3326	5	55.6	44.4		50
1095	3326	6	76.2	76.2		
1096	2010	3	100	90.9		
1097	2010	4				
1098	2010	5				
1099	2010	6				
1100	3375	3	76.9	61.5		
1101	3375	4	75	83.3	58.3	
1102	3375	5	71.4	78.6		92.9
1103	3375	6				
1104	3375	7				
1105	3375	8	50	25		66.7
1106	3375	10	81.8		90.9	
1107	3024	7	65.9	65.9	56.8	
1108	3024	8	46.5	37.2		60.5
1109	3024	10	55.8		63.5	
1110	3025	3	60	44.4		
1111	3025	4	66.7	64.7	51	
1112	3025	5	68.5	59.3		48.1
1113	3025	6	69.4	53.2		
1114	2283	7	63.6	22.7	54.5	
1115	2283	8	57.1	14.3		38.1
1116	2283	10	70		85	
1117	2922	3	58.8	35.3		
1118	2922	4	84.6	76.9	69.2	
1119	2922	5	68.8	37.5		50
1120	2922	6	61.5	46.2		
1121	1758	3				
1122	1758	4				
1123	1758	5				
1124	1758	6				
1125	1758	7				
1126	1758	8				45.5
1127	1758	10				
1128	2696	3	75.7	61.4		
1129	2696	4	75.7	60	60.6	
1130	2696	5	77.8	66.7		73.3
1131	2974	10	81		82	
1132	3274	6	79	71.7		
1133	3274	7	66.5	68	76.6	
1134	3274	8	61.3	44.5		62.3
1135	3377	3	64.9	58.1		
1136	3377	4	75.6	67.1	53.7	
1137	3377	5	80.6	73.1		75.8
1138	3477	3	85.5	66.3		
1139	3477	4	83.1	62	73.2	
1140	3477	5	85	80.8		82
1141	3566	3	79.7	63.8		
1142	3566	4	67.9	48.2	53.6	
1143	3566	5	66.7	33.3		57.6
1144	3939	5				
1145	3939	6	70.1	40.2		
1146	3939	7	68.5	51.7	66.7	
1147	3939	8	56.6	34.8		62.3
1148	4328	3	79	71.4		
1149	4328	4	79.2	59.7	63.2	
1150	4328	5	88	79		75
1151	2625	10	87.3		90.1	
1152	3664	3	70.8	61.5		
1153	3664	4	90.4	78.1	86.3	
1154	3664	5	82.9	65.8		80.3
1155	4004	6	76.2	48.8		
1156	4004	7	78.2	64.1	61.5	
1157	4004	8	73.6	62.5		62.5
1158	1682	3				
1159	1682	4				
1160	1682	5				
1161	1682	6				
1162	1682	7				
1163	1682	10				
1164	1683	3				
1165	1770	3				
1166	1770	4				
1167	1770	6				
1168	1770	7				
1169	1770	8				
1170	2511	6	63.4	38		
1171	2511	7	74.3	59.3	65.5	
1172	2511	8	79	49.2		79
1173	4149	7				
1174	4149	8				
1175	4149	10	85.3		88.8	
1176	4321	3	65.1	66.3		
1177	4321	4	76.3	58.1	58.1	
1178	4321	5	70.9	68.3		69.2
1179	2491	3				
1180	2491	4				
1181	2491	5				
1182	2491	6				
1183	2491	7				
1184	2836	3				
1185	2836	4				
1186	2836	5				
1187	2836	6				
1188	2836	7				
1189	2836	8				
1190	2474	3	100	91.7		
1191	2474	4	78.6	50	28.6	
1192	2474	5	78.9	63.2		78.9
1193	2474	6	81.3	75		
1194	2474	7	75	62.5	87.5	
1195	2474	8	82.4	64.7		82.4
1196	2474	10	80		86.7	
1197	1724	3				
1198	1724	4				
1199	1724	5				
1200	1724	6				
1201	1724	7	60	30	60	
1202	1724	8	80	40		50
1203	1724	10				
1204	2697	3	46.8	43.5		
1205	2697	4	64.5	31.6	56.6	
1206	2697	5	65.6	65.6		76.6
1207	3275	10	75.7		72.6	
1208	4261	6	59.8	47.6		
1209	4261	7	52	52	60	
1210	4261	8	67.9	61.7		61.7
1211	2503	6				
1212	2503	7				
1213	2503	8				
1214	2503	10	90.8		90.8	
1215	3094	3	66.7	56.3		
1216	3094	4	61.5	30.8	41.7	
1217	3094	5	80	50		70
1218	3094	6				
1219	3094	7				
1220	3094	8				
1221	4475	4	78.4	59.5	60.8	
1222	4475	5	78.1	60.9		67.2
1223	4475	6	80	55.6		
1224	4475	7	89	80.8	87.7	
1225	4475	8	73.4	67		77.1
1226	1547	10	57.1		66.7	
1227	1579	3	90	60		
1228	1579	4	79.6	77.8	77.8	
1229	1579	5	78.6	72.7		62.5
1230	1579	6	80.4	73.2		
1231	1579	7	58.3	75	80	
1232	1579	8	58.6	51.7		60.3
1233	1596	6				
1234	1596	7				
1235	1596	8				
1236	1596	10	4.8		9.5	
1237	1620	3	84.9	86.8		
1238	1620	4	78.8	66.7	70.6	
1239	1620	5	75.9	70.4		79.6
1240	1620	6	84.5	67.2		
1241	1620	7	72.3	57.4	59.6	
1242	1620	8	87.5	40		57.5
1243	1635	6				
1244	1635	7				
1245	1635	8				
1246	1635	10	38.8		42.9	
1247	1750	10				
1248	1751	3	71.4	50		
1249	1751	4				
1250	1751	5	90.9	72.7		100
1251	1751	6				
1252	1751	7	78.6	71.4	69.2	
1253	1751	8				
1254	1751	10	84.6		76.9	
1255	1796	3	81.1	83		
1256	1796	4	94.6	73.2	75	
1257	1796	5	94.6	73.2		96.4
1258	1796	6	87.1	69.4		
1259	1796	7	69.7	62.3	73.8	
1260	1796	8	77	62.3		83.7
1261	1856	10	95.1		92.6	
1262	2061	3	85.7	75.5		
1263	2061	4	83.7	73.5	75.5	
1264	2061	5	85.1	74.5		87.2
1265	2063	3	89.4	90.4		
1266	2063	4	93.9	80.6	89.8	
1267	2063	5	93.3	88		93.2
1268	2069	3	56.7	44.8		
1269	2069	4	54.5	36.4	50	
1270	2069	5	47.1	44.1		32.4
1271	2069	6	58.1	34.9		
1272	2069	7	50	40	40	
1273	2069	8	33.3	44.4		33.3
1274	2070	3	67.5	77.9		
1275	2070	4	76.9	71.8	75.6	
1276	2070	5	65.5	74.5		81.8
1277	2080	3	77.6	79.6		
1278	2080	4	69.6	63	52.2	
1279	2080	5	77.8	66.7		68.5
1280	2081	3	92.6	92.6		
1281	2081	4	93	88.4	81.4	
1282	2081	5	91.8	93.8		93.9
1283	2089	3	47.2	66.7		
1284	2089	4	54.9	39.2	62	
1285	2089	5	55.6	42.2		33.3
1286	2090	3	94.5	86.5		
1287	2090	4	94.3	82.9	90	
1288	2090	5	82.4	82.4		89.7
1289	2092	3	93.8	90.1		
1290	2092	4	94	88	86	
1291	2092	5	92.5	92.5		97.5
1292	2118	3	50	38.6		
1293	2118	4	58.8	35.3	44.1	
1294	2118	5	52.8	47.2		41.7
1295	2120	3	67.1	51.2		
1296	2120	4	72.4	71.3	71.3	
1297	2120	5	66.2	63.5		63
1298	2121	3	62.1	62.1		
1299	2121	4	65.3	28.6	42.9	
1300	2121	5	60	45.7		48.6
1301	2123	3	93.1	91.7		
1302	2123	4	72.2	75.9	63	
1303	2123	5	80	68		57.1
1304	2138	3	87.1	71		
1305	2138	4	80	65.9	67.1	
1306	2138	5	75	56.3		81.3
1307	2139	3	71	63.8		
1308	2139	4	81	64.3	61.9	
1309	2139	5	60.4	43.4		56.6
1310	2141	3	89.4	84.7		
1311	2141	4	93.3	89.5	79	
1312	2141	5	83	73		78.7
1313	2142	3	97.4	97.4		
1314	2142	4	95.7	97.8	83.7	
1315	2142	5	94.6	93.2		95.9
1316	2143	3	73.8	67.9		
1317	2143	4	61	54.9	47.6	
1318	2143	5	54.7	53.1		54.7
1319	2181	3	73.3	48.9		
1320	2181	4	82	78	68	
1321	2181	5	77.4	52.8		73.6
1322	2182	10	77.5		83.7	
1323	2183	3	95.8	80.3		
1324	2183	4	95.9	87.7	82.2	
1325	2183	5	91.2	92.6		94.1
1326	2199	3	75	70.6		
1327	2199	4	74	74	84	
1328	2199	5	46.5	42.3		47.9
1329	2201	3	79.5	81.8		
1330	2201	4	79.5	52.3	56.8	
1331	2201	5	82.5	80		90
1332	2209	3	75.9	65.5		
1333	2209	4	84.8	55.7	63.3	
1334	2209	5	81.3	74.7		71.4
1335	2209	6	66.7	43.8		
1336	2209	7	60.4	60.4	62.3	
1337	2209	8	70.8	54.2		70.8
1338	2220	10	94.2		88.1	
1339	2234	10	85.6		86.2	
1340	2256	3	80.8	77.2		
1341	2256	4	79.1	58.6	70.9	
1342	2256	5	78.1	58.5		83.1
1343	2269	3	33.3	38.1		
1344	2269	4	53.7	42.6	34.3	
1345	2269	5	58.1	50		54.8
1346	2285	10	94.5		94.6	
1347	2306	10	86.5		89.6	
1348	2307	3	47.8	49.3		
1349	2307	4	44.4	59.3	55.6	
1350	2307	5	64.3	48.2		55.4
1351	2321	3	67.9	53.6		
1352	2321	4	69.6	60.9	47.8	
1353	2321	5	54.7	39.1		42.2
1354	2322	3	95.8	100		
1355	2322	4	83.3	90	69	
1356	2322	5	94.3	97.1		88.6
1357	2353	3	81.7	85.9		
1358	2353	4	84.4	84.4	80.5	
1359	2353	5	81.8	74		79.5
1360	2371	6	94.5	86.6		
1361	2371	7	96	93.5	94.1	
1362	2371	8	88.1	80.9		89.2
1363	2372	3	95.4	86.2		
1364	2372	4	92	83	76.1	
1365	2372	5	92.6	95.1		96.3
1366	2392	10	84.1		84.9	
1367	2435	6	78.2	77.8		
1368	2435	7	73.9	72.8	78.8	
1369	2435	8	71.9	66.7		72.7
1370	2437	3	94.2	88.5		
1371	2437	4	91.9	89.5	93	
1372	2437	5	95	90		96.7
1373	2450	3	92.9	83.5		
1374	2450	4	89.8	77.6	83.7	
1375	2450	5	94.9	74.6		96.6
1376	2462	3	86.7	92		
1377	2462	4	96.6	96.6	94.9	
1378	2462	5	86.4	87.9		89.4
1379	2645	3	63.6	59.1		
1380	2645	4	70.3	56.3	59.4	
1381	2645	5	73.9	56.5		69.6
1382	2667	3	95.9	93.9		
1383	2667	4	89.5	83.8	85.7	
1384	2667	5	88.6	90.9		90.9
1385	2729	6	89.2	80.1		
1386	2729	7	83.4	79.7	77.9	
1387	2729	8	79.1	77.7		86.4
1388	2730	3	78.9	71.1		
1389	2730	4	69.2	51.9	65.4	
1390	2730	5	76.6	59.6		72.3
1391	2733	3	80.9	83.1		
1392	2733	4	86.6	79.4	76.3	
1393	2733	5	87.3	83.5		82.3
1394	2838	3	88.3	87		
1395	2838	4	94.6	89.2	79.7	
1396	2838	5	82.8	62.1		81
1397	2838	6	91.8	83.6		
1398	2838	7	87.9	86.2	94.8	
1399	2838	8	84.6	80.8		92.3
1400	2839	6	74	62.1		
1401	2839	7	63.2	61.9	72.2	
1402	2839	8	61.5	76.4		64.5
1403	2975	3	75.9	62.1		
1404	2975	4	82.9	58.5	80.5	
1405	2975	5	78	70.7		80.5
1406	2976	3	72.3	72.3		
1407	2976	4	87.5	55	60	
1408	2976	5	60.6	42.4		36.4
1409	2977	3	68.2	81.8		
1410	2977	4	40	28.6	33.3	
1411	2977	5	50	41.7		33.3
1412	3026	3	94.6	98.2		
1413	3026	4	95.4	95.4	92	
1414	3026	5	100	94.6		100
1415	3027	3	70.3	59.5		
1416	3027	4	46.9	21.9	18.8	
1417	3027	5	51	44.9		39.6
1418	3028	3	93.2	75		
1419	3028	4	86	62.8	76.7	
1420	3028	5	79.4	55.9		73.5
1421	3095	6	79.1	78.5		
1422	3095	7	70.1	74	86.8	
1423	3095	8	70.2	79.9		86.8
1424	3096	10	81.3		74.7	
1425	3157	3	61.8	45.5		
1426	3157	4	63.4	34.1	39	
1427	3157	5	63.3	44.9		28
1428	3218	3	95.2	83.3		
1429	3218	4	94.6	80.4	80.4	
1430	3218	5	94.2	82.7		96.2
1431	3276	10	88.3		86.5	
1432	3277	6	76.4	76.3		
1433	3277	7	73.9	76.1	74.9	
1434	3277	8	81.3	75.2		78.2
1435	3327	10	70.2		75.4	
1436	3378	3	59.5	45.3		
1437	3378	4	69.8	52.4	65.1	
1438	3378	5	63.5	61.5		65.4
1439	3380	3	61.9	47.6		
1440	3380	4	84.6	80.8	69.2	
1441	3380	5	81.3	87.5		75
1442	3429	3	89.7	83.3		
1443	3429	4	83.1	73.2	78.9	
1444	3429	5	94.3	79.2		86.8
1445	3478	3	87.3	76.2		
1446	3478	4	74.3	70.4	62.9	
1447	3478	5	86.1	72.2		73.6
1448	3479	10	86.8		89.1	
1449	3517	6	87.8	70.6		
1450	3517	7	79.1	76.3	84.3	
1451	3517	8	76.1	63.6		71.5
1452	3581	3	76.3	73.3		
1453	3581	4	82.7	80.8	71.2	
1454	3581	5	75.5	63.3		53.1
1455	3665	3	37.8	37.8		
1456	3665	4	52	34	44	
1457	3665	5	68.2	51.1		68.9
1458	3714	3	55	60		
1459	3714	4	43.8	31.3	50	
1460	3714	5	60	26.7		53.3
1461	3717	3	57.4	59		
1462	3717	4	60	62.5	54.5	
1463	3717	5	61.2	63.3		63.3
1464	3774	6	61	59.8		
1465	3774	7	57.1	52.6	65.3	
1466	3774	8	58.7	51.6		51.4
1467	3778	10	68.8		56.3	
1468	3803	3	62.7	50.7		
1469	3803	4	59.6	64.7	37.3	
1470	3803	5	55.6	74.5		71.7
1471	3868	10	82.7		76.1	
1472	3874	3	41.7	33.3		
1473	3874	4	61.5	57.1	53.8	
1474	3874	5	60	53.3		73.3
1475	3874	6	69.2	38.5		
1476	3874	7	64.3	64.3	67.9	
1477	3874	8	71.4	42.9		57.1
1478	3974	3	87.5	66.7		
1479	3974	4	92.2	68.6	84.3	
1480	3974	5	96.1	88.2		94.1
1481	4064	6	79	59.8		
1482	4064	7	75.1	67.8	77.7	
1483	4064	8	74.2	66.4		75
1484	4065	3	82.7	67.3		
1485	4065	4	72.7	65.5	49.1	
1486	4065	5	68.4	54.4		63.2
1487	4065	6	79.3	49.1		
1488	4065	7	62.3	55.7	59	
1489	4065	8	65.2	41.3		69.6
1490	4248	3	55.6	59.5		
1491	4248	4	39.7	47.5	39.7	
1492	4248	5	60	37.1		48.6
1493	4263	3				
1494	4263	4				
1495	4263	5				
1496	4263	6				
1497	4263	7				
1498	4263	8				
1499	4263	10				
1500	4277	3				
1501	4277	4				
1502	4277	5				
1503	4277	7				
1504	4277	8				
1505	4277	10				
1506	1759	3				
1507	1759	4				
1508	1759	5				
1509	1759	6	55	20		
1510	1759	7				
1511	1759	8	39.1	4.5		27.3
1512	1759	10	69.6		73.6	
1513	1789	6	88.9	82.5		
1514	1789	7	79.7	82.8	87.5	
1515	1789	8	86.6	79.1		88.1
1516	1789	10	100		100	
1517	2417	10	78.9		83.8	
1518	2841	3	80	80		
1519	2841	4	83.8	64.9	56.8	
1520	2841	5	71.4	64.3		50
1521	3159	3	76.6	80.5		
1522	3159	4	82	70	65.3	
1523	3159	5	70.4	59.3		59.3
1524	3160	3	66.3	55.7		
1525	3160	4	67.9	64.1	50	
1526	3160	5	64.8	58.6		50.7
1527	3328	3	81.6	71.1		
1528	3328	4	75	65.8	53.9	
1529	3328	5	80.4	76.8		62.5
1530	3328	6	86.7	73.3		
1531	3328	7	46.7	60	53.3	
1532	3328	8	68.8	62.5		43.8
1533	3329	3	76.2	62.5		
1534	3329	4	67.1	64.4	47.9	
1535	3329	5	86	65.3		58
1536	3381	6	65.5	51.9		
1537	3381	7	67.8	58.6	73.5	
1538	3381	8	70	47.5		65.6
1539	3431	6	43.8	23.7		
1540	3431	7	55	53.4	61.6	
1541	3431	8	41.9	31.2		28.3
1542	3432	3	54	39.7		
1543	3432	4	50	48.5	34.8	
1544	3432	5	50.9	56.4		40
1545	3519	3	68.1	60.6		
1546	3519	4	70.1	50.6	48.1	
1547	3519	5	66.1	66.1		54.2
1548	3547	3	58.9	57.1		
1549	3547	4	74.4	64.1	64.1	
1550	3547	5	64.6	54.2		56.3
1551	3567	3	40	34.3		
1552	3567	4	48.7	25	26.3	
1553	3567	5	60.6	40.9		32.3
1554	3568	3	54.4	38.2		
1555	3568	4	75.8	72.1	57.4	
1556	3568	5	60.3	63		56.9
1557	3582	3	73.8	62.1		
1558	3582	4	62.5	59.8	55.4	
1559	3582	5	55.1	46.2		52.6
1560	3583	3	43.6	34.6		
1561	3583	4	40	34.3	31.4	
1562	3583	5	42.9	37.1		30
1563	3584	10	83.7		85.3	
1564	3625	3	77.4	72.6		
1565	3625	4	65.4	43.2	49.4	
1566	3625	5	76.4	66.7		80.6
1567	3625	6	68	44		
1568	3625	7	50	37.5	29.2	
1569	3625	8	53.3	60		60
1570	3626	6	70.7	47.1		
1571	3626	7	65.3	56	69	
1572	3626	8	62.2	52.6		53.4
1573	3627	3	60.5	60.5		
1574	3627	4	65	62	51.3	
1575	3627	5	58.3	46.4		47.6
1576	3628	3	48.9	40.4		
1577	3628	4	68.2	47	51.5	
1578	3628	5	66.2	46.2		63.1
1579	3700	3	58.5	63.4		
1580	3700	4	82.2	88.9	63.6	
1581	3700	5	67.3	69.4		67.3
1582	3701	6	71.9	46.7		
1583	3701	7	63.2	47.9	59.1	
1584	3701	8	66.5	46.9		65
1585	3738	3	76.8	67.9		
1586	3738	4	65.6	47.6	57.1	
1587	3738	5	62.7	43.9		45.5
1588	3766	10	83.9		84.5	
1589	3898	5	84.9	77.4		77.4
1590	3898	6	71.4	49.1		
1591	3898	7	70.7	55.4	78.1	
1592	3898	8	63.4	53.3		56
1593	4340	6				
1594	4340	7				
1595	4340	8				
1596	4340	10				
1597	4343	3	72.9	65.7		
1598	4343	4	56.7	30.9	42.4	
1599	4343	5	59.1	40.9		43.2
1600	4374	3	75.6	65.4		
1601	4374	4	74.2	51.6	60.2	
1602	4374	5	72	56.9		59.6
1603	4422	3	67.7	54.7		
1604	4422	4	79.4	74.2	60	
1605	4422	5	82.3	75.8		71
1606	4426	3	72.4	61.8		
1607	4426	4	77.8	65.1	73	
1608	4426	5	72.2	66.7		66.7
1609	4456	6	59.7	40.6		
1610	4456	7	51.4	49.6	48.3	
1611	4456	8	58.3	39.7		43.8
1612	4470	3	83.3	84.4		
1613	4470	4	67.5	66.3	53.8	
1614	4470	5	73.6	72.2		75
1615	4480	3	83	78.7		
1616	4480	4	71.4	56	61.2	
1617	4480	5	73.5	72.1		82.4
1618	2980	3	62.5	53.1		
1619	2980	4	50	50	44.4	
1620	2980	5	65.2	60.9		49.3
1621	3330	10	85.8		88.9	
1622	3430	3	70.8	63.8		
1623	3430	4	80.4	76.1	78.3	
1624	3430	5	69.6	57.1		67.9
1625	3585	3	63.6	36.4		
1626	3585	4	64.6	70.8	52.1	
1627	3585	5	75.9	59.3		68.5
1628	3739	3	80	76		
1629	3739	4	84.8	65.2	71.7	
1630	3739	5	86.5	67.3		74.5
1631	4210	6	74	66.9		
1632	4210	7	65.4	77.4	56.9	
1633	4210	8	71.7	64.5		75.3
1634	4289	3	74.2	75.8		
1635	4289	4	64.6	62.5	57.8	
1636	4289	5	76.5	68.6		74.5
1637	4550	6	78.7	63.2		
1638	4550	7	70.5	73.7	73.3	
1639	4550	8	77.9	42.1		72.9
1640	2981	3	97.2	92.7		
1641	2981	4	89.9	84.8	91.9	
1642	2981	5	84.7	80.6		86.7
1643	3029	10	90.4		92.2	
1644	3162	3	95.7	91.8		
1645	3162	4	81.4	79.1	79.1	
1646	3162	5	91.9	92		92
1647	3219	6	90.5	90.3		
1648	3219	7	90	88.8	94.3	
1649	3219	8	82.6	84		88.3
1650	3433	3	92.1	84.2		
1651	3433	4	93.2	89.7	91	
1652	3433	5	90.1	79.4		87.8
1653	1539	7	66.7	62.5	70.8	
1654	1539	8	76.9	46.2		53.8
1655	1539	10	94.1		100	
1656	2144	3	43.4	39.5		
1657	2144	4	62.9	65.7	57.1	
1658	2144	5	45.9	49.5		38.5
1659	2144	6	49.4	53.2		
1660	2325	10	74.8		62.3	
1661	2418	3	71.7	66.7		
1662	2418	4	66.1	61.4	57.9	
1663	2418	5	75	70.3		59.4
1664	2418	6	75	76.7		
1665	2639	3	53.1	56.8		
1666	2639	4	57.5	65.8	49.3	
1667	2639	5	52.7	51.4		52.7
1668	2639	6	52.5	55.7		
1669	2699	3	43.6	31.9		
1670	2699	4	46.2	53.2	42.3	
1671	2699	5	65.4	61.7		42
1672	2699	6	59.5	63.1		
1673	2734	3	45.9	42.6		
1674	2734	4	39.4	42.3	30	
1675	2734	5	56.9	47.1		49
1676	2734	6	62.5	53.6		
1677	2765	3	58	60		
1678	2765	4	50.9	50	26.9	
1679	2765	5	46.4	44.3		31.4
1680	2765	6	50	53		
1681	2842	3	63.6	56.1		
1682	2842	4	54.4	54.4	38.8	
1683	2842	5	67.1	63		52.1
1684	2842	6	75.9	70.7		
1685	2844	3	65.2	56.2		
1686	2844	4	65.7	54.3	52.9	
1687	2844	5	61.5	48.7		53.9
1688	2844	6	79	79		
1689	2926	3	48.1	51.9		
1690	2926	4	57.3	61.8	53.9	
1691	2926	5	66.1	62		63.9
1692	2926	6	67	67.9		
1693	2927	7	58	59.6	48.9	
1694	2927	8	63.9	35		55.2
1695	2982	3	47.7	51.1		
1696	2982	4	48.8	41.5	47.6	
1697	2982	5	55.4	49.5		49.5
1698	2982	6	55.7	65.2		
1699	2983	3	71.4	63.5		
1700	2983	4	72.7	68.8	55.8	
1701	2983	5	78.2	71.8		71.8
1702	2983	6	66.7	66.7		
1703	2984	3	64.5	64.5		
