BuildingNumber	GradeTested	ReadingPercent	MathPercentMet	WritingPercentMet	SciencePercentMet
1605	10				
2577	3	76.7	72.1		
2577	4	71.2	61.5	51.9	
2577	5	60	34.5		16.7
2577	6	51.9	38.5		
2577	7	43.5	41.3	58.7	
2577	8	56.8	21.6		58.3
2810	10	71.4	25	85.7	45
2362	10	77.9	43.9	87.7	50.9
2379	3	80	83.1		
2379	4	75.9	66.7	64.9	
2379	5	74.6	49.2		25.4
2379	6	73.3	48.3		
2379	7	66.1	61	89.8	
2379	8	87.7	56.1		64.9
2946	3	39.1	50		
2946	4	35.1	16.2	62.2	
2946	5	46.2	5.1		12.8
2946	6	40	28		
2946	7	42.3	30.8	42.3	
2946	8	48.8	29.3		22
3251	3	54.5	36.4		
3251	4	73.1	38.5	54.5	
3251	5	61.9	34.5		26.2
3251	6	64	28.1		
3251	7	57	52.9	71.4	
3251	8	75.6	51.2		52.3
3603	3	52.3	40.9		
3603	4	41.5	24.4	29.3	
3603	5	38.3	23.4		8.5
3603	6	34.5	25.9		
3603	7	45.3	22.6	41.5	
3603	8	73.3	24.4		64.4
4412	3	75.3	69.9		
4412	4	69.6	50	71.4	
4412	5	82.7	55.4		36.5
4412	6	75.4	55.7		
4412	7	81.7	76.7	86.7	
4412	8	87.3	65.5		58.2
1537	3				
1537	4				
1537	5				
1537	6				
1537	7				
1537	8				
1537	10	50	8.8	62.1	18.2
2150	10	82.6	46	90	54
2380	3	71	46.4		
2380	4	63.3	14.3	28.6	
2380	5	63.2	57.4		27.9
2380	6	54.2	55.9		
2521	3	76.2	73.8		
2521	4	70.8	58.3	75	
2521	5	86.4	68.2		54.5
2521	6	75.8	81.8		
2620	3	70.6	82.4		
2620	4	82.1	57.1	60.7	
2620	5	52.4	57.1		14.3
2620	6	76.2	61.9		
2774	3	67.2	50		
2774	4	62.1	34.5	38.6	
2774	5	55.9	38.2		20.6
2774	6	53.2	48.9		
2774	7				
3181	6				
3181	7	69.6	62.9	74	
3181	8	68.9	56		66.7
3402	3	88	76		
3402	4	76.9	57.7	84.6	
3402	5	89.7	69		44.8
3402	6	61.9	76.2		
3403	3	81.8	81.8		
3403	4	62.2	40.5	56.8	
3403	5	84.2	42.1		36.8
3403	6	58.3	38.9		
3942	3	65.8	50.7		
3942	4	70.3	28.1	39.1	
3942	5	58.8	33.8		29.4
3942	6	80	47.1		
1849	3				
1849	4				
1849	5				
1849	6				
1849	7				
1849	8				
1849	10				
2467	10	88.8	58.2	94.1	63.5
2707	6				
2707	7	81.2	78.7	84.1	
2707	8	83.8	69.5		66.2
3057	3	78	56		
3057	4	80.3	57.7	70.4	
3057	5	88	80		54
3057	6	81.7	68.3		
3182	3	90.3	83.3		
3182	4	84.4	62.2	77.8	
3182	5	83.6	78.1		63
3182	6	83.9	75		
3252	3	74.1	67.2		
3252	4	70.6	58.8	72.5	
3252	5	83.8	55.9		50
3252	6	77.1	67.1		
2276	10	74	32	87.8	40
2522	3	61.9	45.2		
2522	4	51.1	21.3	27.7	
2522	5	58	40		23.5
3900	6	57.7	51.9		
3900	7	60.5	59	82.1	
3900	8	78.7	60.7		67.2
2578	3	72.3	44.7		
2578	4	70	64	76	
2578	5	72.7	70.9		43.6
2578	6	55.3	40.4		
2578	7	73.7	68.4	47.4	
2578	8	77.3	70.5		70.5
2295	10	65.2	31.3	76	36.5
2579	3	43.1	38.5		
2579	4	67.1	38.4	57.5	
2579	5	50.8	23.8		14.3
2579	6	54.2	54.2		
2880	3	60.3	69.8		
2880	4	49.2	54.2	33.3	
2880	5	46.6	43.8		11.3
2880	6	52.2	43.3		
3001	3	62	58.2		
3001	4	30	24	38	
3001	5	45.6	42.6		16.2
3001	6	53.9	44.7		
3183	3	58.9	43.3		
3183	4	57.7	41	57.7	
3183	5	73.3	33.3		15
3183	6	65.8	55.3		
3821	7	51.4	39.5	57.8	
3821	8	53.3	32.1		40.2
3829	4				
3829	5				
3829	6				
3829	7				
3829	8				
3829	10				
4013	3	46.3	40.2		
4013	4	41.3	39.8	52.3	
4013	5	57	32.1		24.1
4013	6	63.4	45.1		
4329	3	60.3	43.8		
4329	4	40.8	36.6	65.2	
4329	5	46.7	29.3		20
4329	6	48.2	38.8		
4511	7	60.3	40.9	73.8	
4511	8	71	50.2		59.9
3405	3				
3405	4				
3405	5	54.5	36.4		9.1
3405	6				
3405	7				
3405	8				
3459	3	90.9	90.9		
3459	4				
3459	5				
3459	6				
3406	3				
3406	4				
3406	5	36.4	36.4		36.4
3406	6				
3406	7				
3406	8				
2882	3	71.2	63.6		
2882	4	63.5	50.8	50	
2882	5	60.6	40.8		25.4
2882	6	60.6	60.6		
3119	10	82.1	31.3	85.5	41.3
3800	7	59.5	50.6	55.7	
3800	8	58.2	36.7		39.2
1665	8				
2065	3	55.6	55.6		
2065	4	61.1	40.7	57.4	
2065	5	69.1	47.3		27.3
2126	10	75.3	40.2	83.4	51.4
2364	6	60.7	39.6		
2364	7	58.6	40.5	65.3	
2364	8	63	48.7		39
2545	3	62.7	76.8		
2545	4	63.8	58	71	
2545	5	72.6	54.8		55.4
2669	3	75.3	61		
2669	4	60.3	42.6	75	
2669	5	63.5	36.5		27
2751	3	63.1	49.2		
2751	4	63.5	36.5	63.5	
2751	5	63.2	35.1		24.6
2752	3	77.1	48.2		
2752	4	71.2	40.7	52.5	
2752	5	68.3	52.4		31.7
2811	3	63.4	49.3		
2811	4	62.7	52.5	47.5	
2811	5	69.7	60.6		51.5
2883	3	33.3	45.7		
2883	4	43.7	18.6	44.3	
2883	5	42.9	28.6		12.7
3002	3	78.4	77.3		
3002	4	77.8	61.6	71.7	
3002	5	77.7	65.2		51.8
3184	3	68.8	62.5		
3184	4	60.2	48	60.2	
3184	5	72.3	48.2		22.9
3253	6	71.2	58.7		
3253	7	69.6	67.6	83.6	
3253	8	77.6	62.4		70.8
3407	10	79.7	42.5	86.6	47.9
3533	3	70.6	70.6		
3533	4	62	49.4	62	
3533	5	68.8	48.1		53.2
3686	3	75.9	62.1		
3686	4	67.4	55.4	63	
3686	5	79.8	61.8		46.1
3752	6	72.2	51.3		
3752	7	75.3	68.8	83.5	
3752	8	74	63.8		59.9
4125	3	81.7	78.5		
4125	4	75.5	74.5	77.2	
4125	5	83.2	69.3		61.4
4137	8				
4137	10	73.7	10.5	90.6	21.1
4298	3	93.3	86.5		
4298	4	80.9	78.7	83.1	
4298	5	89	78		46.3
4316	3	88.8	86.8		
4316	4	84.7	77.5	89.2	
4316	5	85	77		67.3
4334	6	81.7	66.9		
4334	7	82.3	64.9	86.6	
4334	8	86.4	72.9		75.7
4382	3	94.8	97.9		
4382	4	97.7	95.4	97.7	
4382	5	94.5	92.7		87.2
4437	6	84.6	64.5		
4437	7	89.4	78.8	94.9	
4437	8	89.5	78.1		82.7
4438	10	89.3	55.2	92.9	65.6
4530	3	81.6	60.8		
4530	4	81	67.5	58.7	
4530	5	83.2	60.6		46.7
1753	3				
1753	4				
1753	5				
1753	6				
1753	7				
1753	8				
1753	10	100	54.5	100	72.7
2426	10	89.3	49.3	95	52.7
2884	3	73.1	50.9		
2884	4	67.7	48.4	66.7	
2884	5	74	62.6		26.8
2885	3	60.2	41.1		
2885	4	62.6	39.3	51.4	
2885	5	73.1	44.1		30.3
3408	6	62.2	59.1		
3408	7	56.2	51.4	70.5	
3408	8				
3753	3	79.7	61.7		
3753	4	84.4	64.2	73.1	
3753	5	78.1	56.3		40.6
4139	6	68	62.4		
4139	7	71.7	82.8	79.2	
4140	10	53.8	8	63	0
4391	3	73.7	57.1		
4391	4	72.4	67.6	71.4	
4391	5	71.9	61.5		45.8
4392	3	80.7	68.2		
4392	4	74.2	76.4	82	
4392	5	86.5	65.9		47.2
4534	3	84.6	71.4		
4534	4	68.9	52.8	66.7	
4534	5	76.9	54.2		37.4
1848	5				
1848	6				
1848	7				
1848	8				
2886	3	78.2	70.5		
2886	4	68.2	53.4	62.5	
2886	5	69.6	52.2		30.4
3120	6	70.9	55.8		
3120	7	65.9	56.8	73.4	
3120	8	77.7	49.6		66.3
3121	3	64	65		
3121	4	58.9	58.5	40.4	
3121	5	67	57		30
3687	3	68.4	71.1		
3687	4	63.5	56.8	60.8	
3687	5	70.5	69.2		38.5
3688	10	77.7	30	85.1	33.8
4164	3	89.1	83.7		
4164	4	87.2	80.7	80.7	
4164	5	88.4	75.8		65.9
4165	3	71.8	60		
4165	4	72.5	76.3	83.8	
4165	5	76.1	55.4		29.3
4231	6	58.2	44.9		
4231	7	63	52.3	67.3	
4231	8	66.7	51.7		55.6
4247	10	66.7	5.9	60	
4303	3	63.9	76.4		
4303	4	56.3	41.3	56.3	
4303	5	50	31.4		15.2
4304	3	62.9	61.3		
4304	4	70.3	69.3	73.3	
4304	5	63	50.9		15.7
4342	3	86.2	75.5		
4342	4	80.6	68.9	82.4	
4342	5	86	66.7		33
4344	3	52.5	36.1		
4344	4	50	31.3	32.7	
4344	5	50	36.1		8.3
4425	6	55.8	31.6		
4425	7	57.1	47.1	70.8	
4425	8	70.4	46.5		45.7
4430	4				
4430	6	77.7	63.6		
4430	7	81	81.5	79.9	
4430	8	84.1	74.8		77.5
4433	10	91.2	71.2	95.2	64.2
4469	3	93.8	88.9		
4469	4	81	68.8	84.8	
4469	5	87.2	79.8		56.4
1519	7				
1519	10				
1520	3	100	100		
1520	4	100	100	100	
1520	5	100	100		88.2
1520	6	95.8	97.9		
1685	3	98	96		
1685	4	88	76	76	
1685	5	94.4	90.7		57.4
1685	6	88.9	59.3		
1685	7	91.1	83.6	87.5	
1685	8	84	80		80
1830	4				
1830	6				
1830	7				
1830	8				
1830	10				
2887	3	73.2	57.3		
2887	4	72.2	54.6	62.9	
2887	5	77.6	70.7		25.9
2887	6	78.3	55.4		
2888	3	55.6	50		
2888	4	75	52.8	63.9	
2888	5	63.5	44.2		17.3
2888	6	55.6	41.8		
3122	3	73.7	71.9		
3122	4	74.6	64.2	74.6	
3122	5	60	47.3		18.2
3122	6	61.7	53.3		
3123	10	87.2	47.9	93.5	53.1
3186	3	84.9	84.9		
3186	4	61.8	55.9	57.4	
3186	5	73	65.3		32
3186	6	88.3	66.7		
3254	3	57.1	48.7		
3254	4	55.6	46	41.3	
3254	5	53.6	47.8		34.8
3254	6	57.1	14.3		
3302	3	79.1	64.2		
3302	4	64.8	60.4	65.9	
3302	5	72.9	62.4		25.9
3302	6	63.5	68.3		
3303	10	83.5	40.2	91.5	55.4
3304	3	62.7	49.2		
3304	4	73.1	51.9	48.1	
3304	5	78	72		36
3304	6	74.6	82.1		
3353	7	67.4	55.8	72.6	
3353	8	77.2	53.6		55.2
3409	3	50.9	43.6		
3409	4	40.4	33.3	24	
3409	5	52.4	32.6		9.5
3409	6	46.7	26.7		
3410	3	80.9	78.7		
3410	4	53.7	59.3	66.7	
3410	5	67.9	60.7		23.2
3410	6	75.5	64.8		
3461	3	78.6	69.6		
3461	4	73.8	58.5	73.8	
3461	5	75.4	58.5		38.5
3461	6	59.4	46.4		
3463	3	95.8	74.6		
3463	4	88.7	59.2	78.9	
3463	5	89.2	74.3		57.5
3463	6	80.8	68.5		
3463	7	78.9	59.2	85.9	
3463	8	84.6	64.1		82.1
3464	10	88.3	48.8	92.1	54.3
3503	3	77.6	75		
3503	4	45.2	35.5	41.9	
3503	5	60	43.9		18.5
3503	6	76.3	57.5		
3504	3	75	73.4		
3504	4	80	61.3	78.8	
3504	5	67.6	57.4		25
3504	6	81.9	77.1		
3534	3	71.7	60.9		
3534	4	70.2	68.4	57.9	
3534	5	57.1	55.4		39.3
3534	6	58.5	45.3		
3536	3	80.4	73.9		
3536	4	67.3	59.6	67.3	
3536	5	84.2	59.6		28.1
3536	6	63.6	61.8		
3560	7	68.1	60	75.4	
3560	8	62.8	57.7		59.9
3605	3	69.2	46.2		
3605	4	68.1	56.5	66.7	
3605	5	65	46.7		33.9
3605	6	71.4	60.7		
3606	3	80	67.5		
3606	4	65.4	51.9	53.8	
3606	5	69.8	46.5		20.9
3606	6	79.2	81.3		
3607	3	78.4	54.9		
3607	4	71.6	42	63	
3607	5	69.8	56.6		32.1
3607	6	65	53.3		
3608	3	81.7	67.6		
3608	4	66.7	56.9	56.9	
3608	5	62.3	39.1		21.7
3608	6	74	65.8		
3650	7	63.4	59.8	71.4	
3650	8	63.6	61.4		55.7
3689	3	76.9	66.7		
3689	4	77.6	50.7	73.1	
3689	5	70.3	56.3		29.7
3689	6	62	50.7		
3691	3	67.6	52.9		
3691	4	65.5	49.1	78.2	
3691	5	69.4	47.1		33.3
3691	6	53.5	36.6		
3754	7	69.5	61	77.6	
3754	8	61.7	51.4		48.6
3755	10	81	39.5	91.6	47.9
3818	3				
3818	4				
3818	5				
3818	6				
3818	7				
3818	10				
3854	10	61.1	2.9	75.7	11.8
1714	3	45.5	27.3		
1714	4	36.8	0		
1714	5	46.2	15.4		
1714	6	35.3	17.6		
1714	7	53.8	46.2		
1714	8	47.8	13		34.8
1714	10	74.1	11.1	81.5	20
2152	3	54.5	54.5		
2152	4	78.3	47.8	60.9	
2152	5	96	76		60
2523	10	86.2	44.4	91.5	47
3124	6	75.3	42.5		
3124	7	77.3	60.9	85.4	
3124	8	83.6	77.1		70.3
4154	3	68.2	47.7		
4154	4	65.2	52.8	78.7	
4154	5	74	56		26.3
4287	10	64.3	0	92.3	0
4327	3	76.3	63		
4327	4	72.3	59.6	50	
4327	5	76.9	58.2		50
4436	3	79.8	66.3		
4436	4	80.8	62.8	80.8	
4436	5	84.9	69.9		46.6
1656	6	65.5	55.2		
1656	7	84.2	75.4	78.9	
1656	8	81.8	47.3		58.2
1657	10	13.3	0	53.3	0
1744	3				
1744	4				
1744	5				
1744	6				
1744	7				
1744	8				
1744	10	55.6	5	55.6	7.1
1862	3	86	74.4		
1862	4	77.8	75.6	66.7	
1862	5	79.2	62.3		28.3
2813	6	63.2	35.6		
2813	7	63.9	40.3	64.4	
2813	8	70.8	32.8		33.3
3059	3	69.8	53.8		
3059	4	46.9	33.3	44.4	
3059	5	67.4	43.5		15.2
3187	3	73.9	72.5		
3187	4	58.9	54.8	61.6	
3187	5	70.6	35.3		14.7
3354	3	23.3	13.3		
3354	4	28.6	20	28.6	
3354	5	35.3	22.9		20
3355	6	59.1	39.4		
3355	7	64	51.8	71.9	
3355	8	65.3	51.5		42.5
3537	3	67.6	64.8		
3537	4	60.2	50.9	57.4	
3537	5	62.9	46.4		24.7
3651	3	71.8	65.9		
3651	4	71.8	56	65.5	
3651	5	70	46		29
3756	10	77.5	33	85.1	36.4
3964	3	60.9	63.8		
3964	4	59.7	50.6	57.1	
3964	5	53.2	45.6		25.3
4150	3	61.4	52.3		
4150	4	48.3	39.7	31	
4150	5	66	57.4		34
4233	10	40	7	57.5	4.4
4323	3	65.6	44.8		
4323	4	61.8	48.3	59.6	
4323	5	63.3	52		21.4
4357	5				
4357	6	54.4	45.9		
4357	7	52.1	44.5	50.9	
4357	8	69.6	36.3		42.9
4454	3	74.7	66.3		
4454	4	68.5	60.9	56.5	
4454	5	59.1	43		12.9
4510	3	58	32		
4510	4	40	13.3	17.8	
4510	5	35.4	18.5		4.6
2948	3				
2948	4				
2948	5				
2948	7				
1643	3				
1643	8				
1643	10				
1777	3	35.2	22.2		
1777	4	38.5	9.6	28.8	
1777	5	24.2	13.6		10.6
1777	6	47.2	27.8		
1777	7	39.3	17.9	27.3	
1777	8	51.3	20.3		38.5
1777	10	75	27.8	77.1	41.7
1806	10	71.4	9.1	61.9	26.3
2546	3	83.3	62.5		
2546	4	70.6	42.6	77.9	
2546	5	74	59.7		46.8
3060	3	40	26.4		
3060	4	41.3	16.3	59.3	
3060	5	43	18.7		13.1
3061	6	63.1	30.2		
3061	7	59.1	49.3	63.2	
3061	8	67.3	42.5		60
4159	3	74.3	51.4		
4159	4	60.6	53.2	64.9	
4159	5	66.2	45.9		29.7
4362	3	75.2	59		
4362	4	76.1	45.9	68.9	
4362	5	76.7	59.2		35
4528	7				
4528	10	83.8	44.6	90.4	50
4544	6	75.5	48.5		
4544	7	65.7	65.7	75.5	
4544	8	71.3	69.5		76.8
1730	3				
1730	4				
1730	5				
1730	6				
1730	7				
1730	10				
2073	3	75.8	59.7		
2073	4	57.6	55.9	47.5	
2073	5	64.9	50.9		21.1
2073	6	53.2	35.1		
2428	10	86.2	42.6	90.6	46
3005	3	68.3	52.4		
3005	4	58.3	35.8	61.1	
3005	5	63.3	32.2		13.3
3005	6	59.4	54.2		
3305	3	72.4	67.2		
3305	4	67.2	51.7	63.8	
3305	5	72.6	43.5		22.6
3305	6	84.7	64.4		
3561	3	86.4	54.2		
3561	4	65.1	49.2	50.8	
3561	5	78.5	68.4		38
3561	6	76.9	53.8		
3981	10				
4145	7	78.3	76.3	85.8	
4145	8	77.3	71.1		70.1
4184	3	85	65		
4184	4	88.1	71.4	79.8	
4184	5	81.7	53.5		26.8
4184	6	76.1	56.7		
4241	3	80.6	63.9		
4241	4	67.5	59.7	58.4	
4241	5	77.6	49.4		22.6
4241	6	80.7	59.1		
4265	8				
4265	10	55.4	10.9	75.4	3.6
4366	3	66.2	54.1		
4366	4	77	41.9	78.4	
4366	5	82.9	44.7		23.7
4366	6	71.6	56.8		
4383	3	91.2	85.3		
4383	4	93.2	83.6	95.9	
4383	5	81.6	75.6		55.8
4383	6	90.6	80		
4395	7	67	56.6	81.1	
4395	8	74.4	51.6		59.8
3893	6	70.9	32.3		
3893	7	65.6	57.1	72.7	
3893	8	68.5	42.9		48.6
4204	10	83.5	42.4	95.7	50
4477	3	62.5	58.7		
4477	4	60	54.8	42.6	
4477	5	61.2	53.5		33.3
2105	6	60	39.3		
2105	7	60.1	42.6	69.4	
2105	8	70.4	45.8		52.1
2229	3	84.6	61.5		
2229	4	67.7	72	50.5	
2229	5	77.8	71.1		43.3
4274	10	77.5	32.1	78.3	46.7
4399	3	78.8	71.2		
4399	4	65.7	58.2	64.2	
4399	5	84.1	65.1		66.7
3188	10	73	27	86.5	31.6
3609	3	59.5	37.8		
3609	4	68.2	27.3	54.5	
3609	5	61.1	27.8		8.3
3609	6	62.5	42.5		
4005	7	73.2	65.9	51.2	
4005	8	67.4	37		50
2580	8				
2580	10	74.1	38.3	77.6	50.3
4113	5				
4113	6	51	39.3		
4113	7	57.3	51.6	57.8	
4113	8	64.1	40.5		56.5
4330	3	78.9	65.3		
4330	4	79.3	73.2	73.2	
4330	5	68.5	55		36.9
4479	3	68.9	47.5		
4479	4	55.9	36.8	54.4	
4479	5	56.3	33.3		20.7
4479	6	58.3	33.3		
1707	10	61.5	20	88	20
2400	6	58.5	46.6		
2400	7	62.1	66	81.6	
2400	8	64.4	58		53.9
2581	10	86.7	45.9	92.4	46.3
3125	3	79.2	73.6		
3125	4	59	72.1	72.1	
3125	5	73.3	76		28
4364	3	73.5	67.3		
4364	4	61.2	61.2	81.6	
4364	5	75.4	70.8		58.5
4364	6				
4512	6	70.5	54.4		
4512	7	65.4	54.2	63.3	
4512	8	73	50		48.6
4513	3	73.3	79.2		
4513	4	73.3	83.7	84.9	
4513	5	88.6	71.4		47.6
4551	3	79.1	73.1		
4551	4	67.9	73.1	62.3	
4551	5	69.7	61.3		39.5
4553	3	74.3	77.1		
4553	4	75	80.6	77.8	
4553	5	71.4	76.2		38.1
2056	3	46.2	35.9		
2056	4	53.1	42.2	25	
2056	5	50	28.4		12.5
2056	6	41.5	19		
2086	3	68.6	55.8		
2086	4	58.8	40	48	
2086	5	58.6	36.8		42.1
2086	6	75.5	56.6		
2096	3	54.4	39.2		
2096	4	64.3	33.9	46.4	
2096	5	44.2	34.6		23.1
2096	6	61.5	46.2		
2106	10	69.6	27.1	77.1	36.3
2108	3	76.4	70.9		
2108	4	81.4	64.4	40.7	
2108	5	56.5	66.1		17.7
2108	6	39.1	43.5		
2109	3	68.1	61.5		
2109	4	63.8	48.8	53.2	
2109	5	65.3	50.7		27.4
2109	6	69.8	74.6		
2110	3	66.2	64.8		
2110	4	46.9	46.9	29.7	
2110	5	65.6	59.4		37.5
2110	6	61.8	60.7		
2111	3	85.9	73.1		
2111	4	78.8	66.3	76.9	
2111	5	91.7	77.8		63.9
2111	6	79.4	73		
2127	3	78.7	59.6		
2127	4	78.3	56.7	70	
2127	5	80	61.8		38.2
2127	6	73.8	59.5		
2128	3	52.2	39.1		
2128	4	57.4	55.9	26.5	
2128	5	58.7	46		23.8
2128	6	66.1	38.6		
2129	3	77.5	73.2		
2129	4	67.6	55.4	52.7	
2129	5	56.1	36.4		33.3
2129	6	71.7	66.7		
2155	3	58.3	54.2		
2155	4	65.7	56.1	61.2	
2155	5	64.2	53.7		23.9
2155	6	49.2	43.1		
2156	3	65.2	60.9		
2156	4	75.9	57.4	57.4	
2156	5	65.5	60		25.5
2156	6	73.7	70.2		
2172	10	82.2	54.2	89.6	61.4
2191	3	64.7	61.8		
2191	4	70.4	75.7	37.1	
2191	5	54.4	60.3		33.8
2191	6	60	56.7		
2218	3	66.7	66.7		
2218	4	71.4	55.4	66.1	
2218	5	81.2	62.3		55.1
2218	6	57.1	49.2		
2258	3	95.5	81.8		
2258	4	93.6	84.6	80.8	
2258	5	89.7	83.3		64.1
2258	6	90.9	78.8		
2296	3	97.8	88.9		
2296	4	90.7	81.5	83.3	
2296	5	96.3	85.2		72.2
2296	6	96.6	93.1		
2312	3	70.8	66.3		
2312	4	65.3	58.9	48.4	
2312	5	50	45.8		29.2
2312	6	75.9	61.4		
2381	3	56.5	50.6		
2381	4	69.2	69.2	64.1	
2381	5	65.2	59.1		29.2
2381	6	57.7	67.9		
2479	10	63.7	21.1	75.4	32.5
2708	3	83.7	67.3		
2708	4	74.4	56.4	56.4	
2708	5	76.5	58.8		35.3
2708	6	50	30.6		
2950	3	60.4	56.3		
2950	4	61.1	40.7	70.4	
2950	5	60.8	45.1		35.3
2950	6	54.7	42.2		
2951	3	66.7	69		
2951	4	55.6	34.9	57.1	
2951	5	64.4	52.1		28.8
2951	6	66.7	53.8		
2952	3	74.5	70.2		
2952	4	61.2	63.3	61.2	
2952	5	57.1	33.3		21.4
2952	6	38.8	34.7		
3007	3	74.6	71.8		
3007	4	86.1	64.6	59.5	
3007	5	88.4	59.3		57
3007	6	71.6	71.6		
3063	3	74.5	40.4		
3063	4	73.3	61.7	54.2	
3063	5	77.8	57.1		31.7
3063	6	78.6	67.9		
3189	10	77	44.4	87.2	48.5
3190	3	79.2	60.4		
3190	4	58.6	50	53.4	
3190	5	47.5	42.6		19.7
3190	6	62.5	55.1		
3257	7	49.5	50.8	60.5	
3257	8	49.3	31.2		41.2
3258	7	55.6	44.2	52.6	
3258	8	50.3	30.6		42.3
3356	7	73.9	67.5	81	
3356	8	75.9	69.2		67.1
3357	3	75.7	62.9		
3357	4	70	48.3	65.6	
3357	5	77.6	65.5		38.3
3357	6	66.7	68.4		
3411	10	60.6	9.2	57.3	13.3
3412	10	89.4	54	91.5	66.2
3413	6				
3413	7	61.6	59.2	67.4	
3413	8	66	61.4		57.4
3506	3	75.9	63.8		
3506	4	73.2	58.9	82.1	
3506	5	72.7	70.9		47.3
3506	6	63.3	63.3		
3718	3	65	65		
3718	4	59.4	43.5	44.9	
3718	5	57.3	40		26.7
3718	6	47.9	42.3		
3719	3	66.7	58		
3719	4	61.8	69.1	80	
3719	5	62.5	46.4		28.6
3719	6	82.4	60.8		
3727	3	73.9	63.8		
3727	4	64.5	64.5	74.2	
3727	5	80.6	48.4		30.6
3727	6	70.3	71.9		
3729	3	51.6	50		
3729	4	56.3	54.7	34.4	
3729	5	47.2	50.9		17
3729	6	65.5	56.4		
3758	7	48.5	44.8	42.1	
3758	8	59.6	43.3		39.8
4035	3	76	57.3		
4035	4	83.5	74.7	69.2	
4035	5	87.8	75.7		55.4
4035	6	88.1	70.1		
4192	3	76.1	73.2		
4192	4	86.7	71.7	81.4	
4192	5	78.3	70		53.3
4192	6	78.9	80.3		
4389	3	88.5	85.2		
4389	4	85.4	73	91	
4389	5	90.5	84.1		87.3
4389	6	86.1	80.2		
4457	7	72.4	61	72.9	
4457	8	73.6	49.1		61.7
3723	3				
3723	4				
3723	5	70	20		10
3723	6				
3723	7				
2097	3				
2097	4				
2097	5				
2097	6				
1722	10				
2341	3	84.6	84.6		
2341	4	74.2	58.1	80.6	
2341	5	77.4	80.6		48.4
4036	3	88	79.5		
4036	4	58.1	55.8	80.2	
4036	5	71.9	59.4		35.4
4333	10	85.9	54	95.5	61.7
4521	6	72.9	58.9		
4521	7	68.7	62.6	75.5	
4521	8	68.9	54.1		49.2
2890	10	83.9	48.7	85.8	43.3
3359	3	82.8	73.6		
3965	7	63.4	43.3	84.1	
3965	8	74.2	42.7		54
4483	4	86.1	75.9	77.2	
4483	5	66.3	33.7		18
4483	6	74.5	60.8		
1803	10	81.5	7.7	66.7	20
1858	3	53.3	33.3		
1858	4	70.6	23.5	35.3	
1858	5	54.5	45.5		
1858	6	56.3	18.8		
1858	7	65.4	57.7	80.8	
1858	8	71.1	18.9		57.9
1858	10	88.2	23.5	94.1	47.1
2402	10	91.4	48.8	97.7	62.6
3191	7	73.1	62.3	87.8	
3191	8	76.6	67.1		69.4
3414	3	75.6	65.9		
3414	4	76.9	61.5	92.3	
3414	5	85.7	54.9		33
3414	6	69.7	62.6		
3562	3	89.1	88.2		
3562	4	81.4	67.1	77.1	
3562	5	90.8	66.2		44.6
3562	6	90.5	90.5		
3693	3	83.3	75		
3693	4	75.5	61.3	87.1	
3693	5	80.4	67.4		44.6
3693	6	84.9	67.9		
3759	3	75.9	82.4		
3759	4	74.2	62.4	76.3	
3759	5	78.1	59		21
3759	6	76.8	70.4		
3851	7	67.6	61.9	80.7	
3851	8	76.8	68.2		63.6
4133	3	92.3	87.2		
4133	4	81.1	77.9	87.4	
4133	5	85.5	78.7		56.6
4133	6	87.8	70		
4134	3	68.1	65.2		
4134	4	74.2	62.1	66.7	
4134	5	71.8	56.3		31.4
4134	6	69.9	65.8		
4400	3	87.5	81.3		
4400	4	89.4	80	83.5	
4400	5	80.3	75		34.2
4400	6	74.7	64.8		
4491	10	82.9	48.2	93.6	52.3
2113	3	79.7	48.4		
2113	4	67.7	50	67.7	
2113	5	87.8	73		75.7
2157	3	72.7	65.5		
2157	4	66.7	52.1	71.8	
2157	5	82	69.4		67.6
2776	6	51.8	42.2		
2776	7	46	38.5	57.8	
2776	8	58.1	34.6		41
2892	3	63.9	59.7		
2892	4	65.3	21.3	60	
2892	5	58.8	37.5		45
2953	3	66.7	54.7		
2953	4	58	42	58	
2953	5	73.2	53.6		57.1
3064	3	71.4	57.1		
3064	4	61.3	50.7	73.3	
3064	5	69	46.6		51.7
3065	10	84	57	87.9	52.6
3127	3	70	42.5		
3127	4	66.2	39.7	67.6	
3127	5	73.6	55.6		43.1
3259	3	74.7	61.3		
3259	4	69.3	60	74.7	
3259	5	73.1	61.5		41
3260	6	61.2	41.5		
3260	7	53.8	58.4	68.2	
3260	8	69	46.5		53.5
3307	3	55.6	65.3		
3307	4	70.8	70.8	83.3	
3307	5	68.7	62.7		53.7
3415	10	80.5	46	93.3	38.7
3465	3	82.9	68.3		
3465	4	73.7	73.7	50	
3465	5	65.1	67.4		39.5
3465	6	61.5	57.7		
3465	7	75	58.3	80.6	
3465	8	72	52		76
3573	6	74.4	65.5		
3573	7	68.9	71.2	79.1	
3573	8	81.9	62.8		64.2
3890	6	68.6	58.1		
3890	7	74.3	59.7	76.1	
3890	8	91.3	63.9		71.5
3918	10	66.7	6.3	93.3	5.9
3929	3	85.5	72.2		
3929	4	76.2	66.7	79.4	
3929	5	85.5	74.5		80
4098	3	77.9	79.4		
4098	4	75.5	67.3	75.5	
4098	5	73.2	69		59.2
4160	3	82.3	74		
4160	4	80.2	78.3	89.6	
4160	5	79.3	65.2		68.5
