SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	SchoolTypeCode	GradeSpan	TotalEnrollment	NumberAmericanIndianorAlaskanNative	PercentAmericanIndianorAlaskanNative	NumberAsian	PercentAsian	NumberPacificIslander	PercentPacificIslander	NumberAsianPacificIslander	PercentAsianPacificIslander	NumberBlack	PercentBlack	NumberHispanic	PercentHispanic	NumberWhite	PercentWhite	NumberTwoOrMoreRaces	PercentTwoOrMoreRaces	NumberMales	PercentMales	NumberFemales	PercentFemales	NumberMigrant	PercentMigrant	NumberTransitionalBilingual	PercentTransitionalBilingual	NumberSpecialEducation	PercentSpecialEducation	NumberFreeorReducedPricedMeals	PercentFreeorReducedPricedMeals	NumberSection504	PercentSection504	NumberFosterCare	PercentFosterCare	StudentsPerClassroomTeacher	AvgYearsEducationalExperience	NumberTeachersWithAtLeastMasterDegree	PercentTeachersWithAtLeastMasterDegree
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1742	Valley Academy Of Learning	5	K-12      	192	0	0.00	4	2.08	0	0.00	4	2.08	2	1.04	7	3.65	169	88.02	10	5.21	112	58.33	80	41.67	0	0.00	0	0.00	0	0.00	30	14.78	1	0.49	0	0.00	32	9.2	3	50.00
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2907	Washington Elementary School	P	K-5       	578	1	0.17	12	2.08	0	0.00	12	2.08	4	0.69	165	28.55	372	64.36	24	4.15	313	54.15	265	45.85	44	7.61	84	14.53	65	11.25	261	45.16	10	1.73	1	0.17	14	11.5	29	70.73
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2134	Wenatchee High School	P	9-12      	2164	11	0.51	19	0.88	3	0.14	22	1.02	11	0.51	876	40.48	1193	55.13	51	2.36	1094	50.55	1070	49.45	389	18.73	86	4.14	184	8.86	1051	50.60	38	1.83	0	0.00	22	12.7	67	67.68
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1613	Westside High School	A	9-12      	240	3	1.25	0	0.00	0	0.00	0	0.00	1	0.42	132	55.00	103	42.92	1	0.42	111	46.25	129	53.75	55	22.09	33	13.25	10	4.02	182	73.09	9	3.61	0	0.00	17	15.7	9	64.29
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	2685	Alt Spokane Valley High Schl	P	9-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	1628	CBE Alternative Programs	5	9-12      	359	7	1.95	1	0.28	1	0.28	2	0.56	10	2.79	34	9.47	291	81.06	15	4.18	190	52.92	169	47.08	0	0.00	0	0.00	50	14.49	239	69.28	4	1.16	0	0.00	21	18.0	14	82.35
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	3538	Centennial Middle School	P	6-8       	585	6	1.03	14	2.39	2	0.34	16	2.74	7	1.20	48	8.21	467	79.83	41	7.01	299	51.11	286	48.89	0	0.00	11	1.83	98	16.33	343	57.17	14	2.33	0	0.00	17	14.7	20	57.14
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	2711	Millwood Early Childhood Center	P	PK-PK     	37	0	0.00	0	0.00	1	2.70	1	2.70	0	0.00	0	0.00	33	89.19	3	8.11	25	67.57	12	32.43	0	0.00	0	0.00	62	98.41	35	55.56	0	0.00	0	0.00	7	13.5	4	80.00
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	3196	Ness Elementary	P	K-5       	330	3	0.91	7	2.12	4	1.21	11	3.33	9	2.73	30	9.09	238	72.12	39	11.82	179	54.24	151	45.76	0	0.00	15	4.36	49	14.24	231	67.15	1	0.29	0	0.00	16	12.2	20	95.24
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	3129	Orchard Center Elementary	P	K-5       	308	2	0.65	1	0.32	3	0.97	4	1.30	8	2.60	18	5.84	248	80.52	28	9.09	160	51.95	148	48.05	0	0.00	12	3.92	55	17.97	201	65.69	2	0.65	0	0.00	14	13.0	14	63.64
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	3194	Pasadena Park Elementary	P	K-5       	391	1	0.26	15	3.84	0	0.00	15	3.84	4	1.02	21	5.37	336	85.93	14	3.58	210	53.71	181	46.29	0	0.00	27	6.84	40	10.13	137	34.68	6	1.52	0	0.00	15	13.7	13	50.00
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	2956	Seth Woodard Elementary	P	K-5       	363	1	0.28	5	1.38	2	0.55	7	1.93	2	0.55	39	10.74	287	79.06	27	7.44	197	54.27	166	45.73	0	0.00	15	4.08	56	15.22	209	56.79	2	0.54	0	0.00	17	12.5	14	63.64
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	1838	Spokane Valley High School	5	9-12      	107	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	6	5.61	95	88.79	6	5.61	61	57.01	46	42.99	0	0.00	2	2.06	13	13.40	53	54.64	2	2.06	0	0.00	8	11.7	5	38.46
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	1842	Spokane Valley Transition School	5	9-12      	208	6	2.88	0	0.00	2	0.96	2	0.96	5	2.40	11	5.29	167	80.29	17	8.17	115	55.29	93	44.71	0	0.00	4	1.65	32	13.17	145	59.67	2	0.82	0	0.00	16	12.1	5	38.46
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	1755	West Valley City School	A	5-8       	225	0	0.00	1	0.44	0	0.00	1	0.44	1	0.44	18	8.00	184	81.78	21	9.33	99	44.00	126	56.00	0	0.00	0	0.00	12	5.45	78	35.45	8	3.64	0	0.00	13	11.9	10	55.56
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	3195	West Valley High School	P	9-12      	908	11	1.21	15	1.65	1	0.11	16	1.76	16	1.76	70	7.71	721	79.41	74	8.15	447	49.23	461	50.77	0	0.00	10	1.17	100	11.70	341	39.88	17	1.99	0	0.00	17	14.1	31	59.62
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	1824	West Valley Shared Learning	P	6-9       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 101	32	Spokane	32363	West Valley School District (Spokane)	1965	WV Help	A	K-8       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	2822	Ahtanum Valley Elementary	P	K-4       	232	8	3.45	1	0.43	0	0.00	1	0.43	2	0.86	65	28.02	150	64.66	6	2.59	110	47.41	122	52.59	5	2.06	28	11.52	34	13.99	144	59.26	0	0.00	0	0.00	17	10.6	9	64.29
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	3699	Apple Valley Elementary	P	K-4       	347	3	0.86	22	6.34	0	0.00	22	6.34	4	1.15	76	21.90	237	68.30	5	1.44	179	51.59	168	48.41	4	1.11	26	7.22	41	11.39	125	34.72	6	1.67	0	0.00	22	12.7	11	68.75
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	5096	Children's Village	S	PK-PK     	11	1	9.09	0	0.00	0	0.00	0	0.00	1	9.09	3	27.27	6	54.55	0	0.00	4	36.36	7	63.64	0	0.00	0	0.00	17	100.00	2	11.76	0	0.00	1	5.88		0.0	0	
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	4448	Cottonwood Elementary School	P	K-4       	422	6	1.42	19	4.50	0	0.00	19	4.50	4	0.95	87	20.62	303	71.80	3	0.71	236	55.92	186	44.08	5	1.18	57	13.51	88	20.85	156	36.97	0	0.00	0	0.00	18	16.2	16	69.57
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	2758	Mountainview Elementary	P	K-4       	196	1	0.51	0	0.00	0	0.00	0	0.00	1	0.51	54	27.55	132	67.35	8	4.08	102	52.04	94	47.96	3	1.51	24	12.06	32	16.08	113	56.78	0	0.00	2	1.01	14	13.0	6	42.86
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	3207	Summitview Elementary	P	K-4       	257	4	1.56	7	2.72	0	0.00	7	2.72	1	0.39	99	38.52	135	52.53	11	4.28	127	49.42	130	50.58	10	3.83	32	12.26	34	13.03	148	56.70	0	0.00	0	0.00	20	12.5	6	46.15
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	3074	West Valley High School	P	10-12     	1028	8	0.78	26	2.53	0	0.00	26	2.53	9	0.88	175	17.02	791	76.95	19	1.85	536	52.14	492	47.86	10	1.02	24	2.45	92	9.40	320	32.69	21	2.15	0	0.00	17	12.5	28	47.46
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	5221	West Valley High School Freshman Campus	P	9-9       	353	6	1.70	8	2.27	0	0.00	8	2.27	6	1.70	73	20.68	246	69.69	14	3.97	191	54.11	162	45.89	5	1.49	12	3.57	25	7.44	121	36.01	7	2.08	0	0.00	13	14.2	13	46.43
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	4040	West Valley Jr High	P	7-8       	848	8	0.94	24	2.83	0	0.00	24	2.83	7	0.83	193	22.76	597	70.40	19	2.24	442	52.12	406	47.88	17	2.01	38	4.49	91	10.76	367	43.38	15	1.77	0	0.00	19	11.7	28	62.22
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	4506	West Valley Middle School	P	5-6       	827	5	0.60	15	1.81	0	0.00	15	1.81	13	1.57	231	27.93	539	65.18	24	2.90	441	53.33	386	46.67	18	2.16	48	5.76	93	11.16	384	46.10	11	1.32	1	0.12	21	12.4	34	85.00
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	5008	West Valley Preschool	S	PK-PK     	37	0	0.00	2	5.41	0	0.00	2	5.41	1	2.70	8	21.62	26	70.27	0	0.00	24	64.86	13	35.14	0	0.00	0	0.00	53	100.00	25	47.17	0	0.00	1	1.89		0.0	0	
2012-13	Educational Service District 105	39	Yakima	39208	West Valley School District (Yakima)	2505	Wide Hollow Elementary	P	K-4       	381	1	0.26	11	2.89	0	0.00	11	2.89	0	0.00	134	35.17	223	58.53	12	3.15	181	47.51	200	52.49	2	0.53	47	12.37	41	10.79	226	59.47	1	0.26	0	0.00	19	13.9	15	75.00
2012-13	Educational Service District 113	21	Lewis	21303	White Pass School District	2477	Glenoma Elementary School	P	K-6       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 113	21	Lewis	21303	White Pass School District	2573	Packwood Elementary School	P	K-6       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 113	21	Lewis	21303	White Pass School District	3555	White Pass Elementary School	P	K-6       	216	4	1.85	0	0.00	0	0.00	0	0.00	2	0.93	11	5.09	196	90.74	3	1.39	121	56.02	95	43.98	0	0.00	0	0.00	35	15.35	158	69.30	0	0.00	0	0.00	17	12.7	9	69.23
2012-13	Educational Service District 113	21	Lewis	21303	White Pass School District	2859	White Pass Jr. Sr. High School	P	7-12      	184	3	1.63	1	0.54	0	0.00	1	0.54	0	0.00	8	4.35	166	90.22	5	2.72	95	51.63	89	48.37	0	0.00	0	0.00	31	17.03	111	60.99	8	4.40	0	0.00	12	11.0	8	50.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	1544	Collins Alternative Programs	A	9-12      	172	6	3.49	2	1.16	1	0.58	3	1.74	2	1.16	17	9.88	135	78.49	9	5.23	83	48.26	89	51.74	0	0.00	0	0.00	7	5.38	42	32.31	5	3.85	0	0.00	13	14.8	9	69.23
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2190	Elk Ridge Elementary	P	K-5       	329	3	0.91	1	0.30	0	0.00	1	0.30	0	0.00	30	9.12	284	86.32	11	3.34	172	52.28	157	47.72	0	0.00	10	3.11	53	16.46	132	40.99	2	0.62	0	0.00	15	13.2	17	77.27
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4309	Foothills Elementary	P	K-5       	470	4	0.85	3	0.64	0	0.00	3	0.64	11	2.34	48	10.21	387	82.34	17	3.62	249	52.98	221	47.02	0	0.00	18	3.88	65	14.01	173	37.28	4	0.86	1	0.22	20	11.9	13	56.52
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	3458	Glacier Middle School	P	6-8       	823	10	1.22	8	0.97	2	0.24	10	1.22	4	0.49	65	7.90	687	83.48	47	5.71	438	53.22	385	46.78	0	0.00	6	0.73	99	12.06	275	33.50	17	2.07	2	0.24	20	13.6	29	70.73
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4471	Mountain Meadow Elementary	P	PK-5      	496	8	1.61	9	1.81	0	0.00	9	1.81	2	0.40	35	7.06	421	84.88	21	4.23	254	51.21	242	48.79	0	0.00	11	2.16	83	16.27	142	27.84	7	1.37	4	0.78	20	12.9	18	72.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4569	White River High School	P	9-12      	1177	16	1.36	8	0.68	2	0.17	10	0.85	5	0.42	71	6.03	995	84.54	80	6.80	600	50.98	577	49.02	0	0.00	5	0.43	158	13.61	326	28.08	29	2.50	1	0.09	20	10.5	44	73.33
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2149	White River Middle School	P	6-8       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	5045	White River Special Ed Services	S	PK-K      	6	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	16.67	5	83.33	0	0.00	2	33.33	4	66.67	0	0.00	0	0.00	17	100.00	6	35.29	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4236	Wickersham School Of Discovery	P	K-5       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4170	Wilkeson Elementary School	P	K-5       	260	1	0.38	1	0.38	0	0.00	1	0.38	2	0.77	18	6.92	225	86.54	13	5.00	141	54.23	119	45.77	0	0.00	5	1.90	39	14.83	107	40.68	0	0.00	1	0.38	16	11.7	11	68.75
2012-13	Educational Service District 112			20405	White Salmon Valley School District	2330	Columbia High School	P	9-12      	358	1	0.28	7	1.96	0	0.00	7	1.96	2	0.56	101	28.21	238	66.48	9	2.51	189	52.79	169	47.21	12	3.43	23	6.57	55	15.71	148	42.29	5	1.43	0	0.00	11	13.1	14	42.42
2012-13	Educational Service District 112			20405	White Salmon Valley School District	5198	COLUMBIA TECH HIGH	P	9-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 112			20405	White Salmon Valley School District	2997	Hulan L Whitson Elem	P	K-4       	511	5	0.98	2	0.39	0	0.00	2	0.39	0	0.00	164	32.09	327	63.99	13	2.54	273	53.42	238	46.58	13	2.53	110	21.44	101	19.69	281	54.78	0	0.00	0	0.00	18	13.8	21	75.00
2012-13	Educational Service District 112			20405	White Salmon Valley School District	3394	Wayne M Henkle Middle School	P	5-8       	400	4	1.00	4	1.00	0	0.00	4	1.00	2	0.50	142	35.50	241	60.25	7	1.75	192	48.00	208	52.00	14	3.47	57	14.11	75	18.56	207	51.24	2	0.50	0	0.00	18	9.9	19	86.36
2012-13	Educational Service District 112			20405	White Salmon Valley School District	5077	White Salmon Academy	A	9-12      	16	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	5	31.25	11	68.75	0	0.00	8	50.00	8	50.00	0	0.00	4	18.18	7	31.82	15	68.18	1	4.55	0	0.00		0.0	0	
2012-13	Educational Service District 101			22200	Wilbur School District	3290	Wilbur Elementary School	P	K-6       	129	2	1.55	0	0.00	2	1.55	2	1.55	0	0.00	10	7.75	108	83.72	7	5.43	64	49.61	65	50.39	0	0.00	0	0.00	19	14.50	64	48.85	0	0.00	0	0.00	11	12.0	8	66.67
2012-13	Educational Service District 101			22200	Wilbur School District	3289	Wilbur Secondary School	P	7-12      	123	12	9.76	0	0.00	1	0.81	1	0.81	0	0.00	6	4.88	96	78.05	8	6.50	65	52.85	58	47.15	0	0.00	0	0.00	5	4.20	45	37.82	2	1.68	0	0.00	6	15.7	13	61.90
2012-13	Educational Service District 113	25	Pacific	25160	Willapa Valley School District	3445	Lebam Elementary	P	4-6       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 113	25	Pacific	25160	Willapa Valley School District	3444	Willapa Elementary	P	K-5       	153	0	0.00	2	1.31	0	0.00	2	1.31	0	0.00	21	13.73	121	79.08	9	5.88	76	49.67	77	50.33	0	0.00	14	8.86	27	17.09	91	57.59	1	0.63	0	0.00	14	16.9	7	63.64
2012-13	Educational Service District 113	25	Pacific	25160	Willapa Valley School District	2542	Willapa Valley Middle-High	P	6-12      	175	5	2.86	0	0.00	0	0.00	0	0.00	0	0.00	16	9.14	138	78.86	16	9.14	89	50.86	86	49.14	0	0.00	1	0.58	20	11.56	80	46.24	3	1.73	0	0.00	12	15.4	12	80.00
2012-13	North Central Educational Service District 171	13	Grant	13167	Wilson Creek School District	2472	Wilson Creek Elementary	P	K-6       	98	0	0.00	0	0.00	0	0.00	0	0.00	1	1.02	14	14.29	81	82.65	2	2.04	44	44.90	54	55.10	0	0.00	0	0.00	16	17.39	56	60.87	0	0.00	0	0.00	11	17.3	6	66.67
2012-13	North Central Educational Service District 171	13	Grant	13167	Wilson Creek School District	2473	Wilson Creek High	P	7-12      	64	0	0.00	1	1.56	0	0.00	1	1.56	0	0.00	15	23.44	48	75.00	0	0.00	27	42.19	37	57.81	0	0.00	0	0.00	8	15.09	29	54.72	1	1.89	0	0.00	5	21.8	7	58.33
2012-13	Educational Service District 113			21232	Winlock School District	1829	Apolo High School	A	6-12      	39	1	2.56	0	0.00	0	0.00	0	0.00	0	0.00	5	12.82	33	84.62	0	0.00	25	64.10	14	35.90	3	5.88	2	3.92	14	27.45	41	80.39	0	0.00	0	0.00	39	21.1	1	100.00
2012-13	Educational Service District 113			21232	Winlock School District	4369	Winlock Middle School	P	6-8       	174	2	1.15	0	0.00	0	0.00	0	0.00	0	0.00	28	16.09	138	79.31	6	3.45	88	50.57	86	49.43	21	12.73	8	4.85	29	17.58	111	67.27	10	6.06	0	0.00	11	12.5	12	75.00
2012-13	Educational Service District 113			21232	Winlock School District	2290	Winlock Miller Elementary	P	PK-5      	290	1	0.34	0	0.00	0	0.00	0	0.00	2	0.69	58	20.00	223	76.90	6	2.07	167	57.59	123	42.41	49	16.55	56	18.92	55	18.58	237	80.07	1	0.34	0	0.00	16	12.1	13	72.22
2012-13	Educational Service District 113			21232	Winlock School District	3597	Winlock Senior High	P	9-12      	187	1	0.53	4	2.14	1	0.53	5	2.67	1	0.53	36	19.25	138	73.80	6	3.21	91	48.66	96	51.34	21	11.60	11	6.08	30	16.57	98	54.14	7	3.87	4	2.21	8	15.8	15	62.50
2012-13	Educational Service District 113	14	Grays Harbor	14117	Wishkah Valley School District	3376	Wishkah Elementary School	P		0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 113	14	Grays Harbor	14117	Wishkah Valley School District	3375	Wishkah Valley Elementary/High School	P	K-12      	146	0	0.00	0	0.00	0	0.00	0	0.00	2	1.37	6	4.11	137	93.84	1	0.68	76	52.05	70	47.95	0	0.00	0	0.00	15	10.20	84	57.14	6	4.08	0	0.00	11	14.6	8	61.54
2012-13	Educational Service District 112	20	Klickitat	20094	Wishram School District	2605	Wishram High And Elementary Schl	P	PK-12     	82	10	12.20	0	0.00	0	0.00	0	0.00	0	0.00	13	15.85	54	65.85	5	6.10	53	64.63	29	35.37	0	0.00	0	0.00	26	30.23	85	98.84	9	10.47	0	0.00	8	12.7	8	80.00
2012-13	Educational Service District 112	08	Cowlitz	08404	Woodland School District	5246	Lewis River Academy	A	K-12      	63	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	11	17.46	49	77.78	3	4.76	28	44.44	35	55.56	0	0.00	0	0.00	2	3.45	21	36.21	0	0.00	0	0.00	63	6.9	2	200.00
2012-13	Educational Service District 112	08	Cowlitz	08404	Woodland School District	1795	TEAM High School	A	9-12      	64	1	1.56	0	0.00	0	0.00	0	0.00	1	1.56	6	9.38	55	85.94	1	1.56	37	57.81	27	42.19	0	0.00	0	0.00	5	5.56	43	47.78	3	3.33	1	1.11	32	13.3	2	100.00
2012-13	Educational Service District 112	08	Cowlitz	08404	Woodland School District	3546	Woodland High School	P	9-12      	663	6	0.90	6	0.90	2	0.30	8	1.21	7	1.06	67	10.11	550	82.96	25	3.77	362	54.60	301	45.40	0	0.00	4	0.65	55	8.90	240	38.83	8	1.29	10	1.62	18	11.2	29	78.38
2012-13	Educational Service District 112	08	Cowlitz	08404	Woodland School District	4176	Woodland Intermediate School	P	4-6       	463	1	0.22	2	0.43	0	0.00	2	0.43	1	0.22	82	17.71	372	80.35	5	1.08	253	54.64	210	45.36	0	0.00	27	5.92	47	10.31	243	53.29	4	0.88	5	1.10	19	11.8	17	70.83
2012-13	Educational Service District 112	08	Cowlitz	08404	Woodland School District	3824	Woodland Middle School	P	7-8       	324	6	1.85	2	0.62	0	0.00	2	0.62	4	1.23	50	15.43	249	76.85	13	4.01	172	53.09	152	46.91	0	0.00	7	2.22	30	9.49	160	50.63	17	5.38	1	0.32	11	16.6	19	63.33
2012-13	Educational Service District 112	08	Cowlitz	08404	Woodland School District	3514	Woodland Primary	P	PK-3      	632	1	0.16	5	0.79	0	0.00	5	0.79	6	0.95	144	22.78	465	73.58	11	1.74	340	53.80	292	46.20	0	0.00	100	16.03	77	12.34	346	55.45	4	0.64	5	0.80	21	12.4	16	53.33
2012-13	Educational Service District 112	08	Cowlitz	08404	Woodland School District	3513	Yale Elementary	P	K-5       	43	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	42	97.67	1	2.33	24	55.81	19	44.19	0	0.00	0	0.00	7	14.29	31	63.27	1	2.04	1	2.04	22	3.9	2	100.00
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	2592	Adams Elementary School	P	PK-5      	677	5	0.74	0	0.00	0	0.00	0	0.00	4	0.59	645	95.27	16	2.36	7	1.03	342	50.52	335	49.48	205	29.88	445	64.87	120	17.49	665	96.94	3	0.44	0	0.00	16	8.6	30	69.77
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	5263	Adult Jail	J	7-12      	3	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	100.00	0	0.00	0	0.00	3	100.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	3138	Barge-Lincoln Elementary School	P	K-5       	588	9	1.53	0	0.00	0	0.00	0	0.00	6	1.02	540	91.84	26	4.42	7	1.19	307	52.21	281	47.79	207	34.73	415	69.63	65	10.91	586	98.32	6	1.01	0	0.00	16	6.9	24	64.86
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	2116	Davis High School	P	9-12      	2091	17	0.81	16	0.77	1	0.05	17	0.81	24	1.15	1710	81.78	265	12.67	58	2.77	1006	48.11	1085	51.89	392	20.10	301	15.44	189	9.69	1556	79.79	19	0.97	0	0.00	18	12.1	61	51.26
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	3023	Discovery Lab School	P	1-8       	211	3	1.42	2	0.95	0	0.00	2	0.95	4	1.90	81	38.39	112	53.08	9	4.27	106	50.24	105	49.76	10	4.81	15	7.21	14	6.73	114	54.81	7	3.37	0	0.00	16	10.4	9	69.23
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	5019	Early Childhood Center	S	PK-PK     	101	1	0.99	0	0.00	0	0.00	0	0.00	2	1.98	75	74.26	23	22.77	0	0.00	61	60.40	40	39.60	0	0.00	0	0.00	134	100.00	23	17.16	0	0.00	0	0.00	20	10.9	2	40.00
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	3206	Eisenhower High School	P	9-12      	1973	31	1.57	22	1.12	3	0.15	25	1.27	20	1.01	1191	60.36	644	32.64	62	3.14	981	49.72	992	50.28	272	15.38	177	10.01	179	10.12	1220	69.00	23	1.30	2	0.11	17	12.1	44	38.60
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	2410	Franklin Middle School	P	6-8       	855	6	0.70	3	0.35	0	0.00	3	0.35	7	0.82	644	75.32	154	18.01	41	4.80	436	50.99	419	49.01	120	14.51	141	17.05	66	7.98	712	86.09	10	1.21	3	0.36	21	11.9	25	62.50
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	2176	Garfield Elementary School	P	K-5       	559	2	0.36	0	0.00	0	0.00	0	0.00	3	0.54	524	93.74	26	4.65	4	0.72	293	52.42	266	47.58	167	30.76	352	64.83	66	12.15	535	98.53	0	0.00	1	0.18	18	14.4	17	54.84
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	2818	Gilbert Elementary School	P	K-5       	514	6	1.17	1	0.19	0	0.00	1	0.19	6	1.17	335	65.18	150	29.18	16	3.11	269	52.33	245	47.67	83	15.81	174	33.14	127	24.19	440	83.81	23	4.38	0	0.00	17	14.2	29	93.55
2012-13	Educational Service District 105	39	Yakima	39007	Yakima School District	2715	Hoover Elementary School	P	K-5       	696	6	0.86	1	0.14	0	0.00	1	0.14	4	0.57	566	81.32	107	15.37	12	1.72	382	54.89	314	45.11	116	15.85	296	40.44	180	24.59	657	89.75	0	0.00	0	0.00	18	10.0	23	58.97
