SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	SchoolTypeCode	GradeSpan	TotalEnrollment	NumberAmericanIndianorAlaskanNative	PercentAmericanIndianorAlaskanNative	NumberAsian	PercentAsian	NumberPacificIslander	PercentPacificIslander	NumberAsianPacificIslander	PercentAsianPacificIslander	NumberBlack	PercentBlack	NumberHispanic	PercentHispanic	NumberWhite	PercentWhite	NumberTwoOrMoreRaces	PercentTwoOrMoreRaces	NumberMales	PercentMales	NumberFemales	PercentFemales	NumberMigrant	PercentMigrant	NumberTransitionalBilingual	PercentTransitionalBilingual	NumberSpecialEducation	PercentSpecialEducation	NumberFreeorReducedPricedMeals	PercentFreeorReducedPricedMeals	NumberSection504	PercentSection504	NumberFosterCare	PercentFosterCare	StudentsPerClassroomTeacher	AvgYearsEducationalExperience	NumberTeachersWithAtLeastMasterDegree	PercentTeachersWithAtLeastMasterDegree
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	4504	Skyview High School	P	9-12      	1960	17	0.87	90	4.59	21	1.07	111	5.66	60	3.06	190	9.69	1510	77.04	72	3.67	1039	53.01	921	46.99	0	0.00	32	1.71	174	9.31	517	27.68	43	2.30	0	0.00	20	13.3	59	61.46
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	4524	Vancouver Alternative Programs	A	6-12      	27	0	0.00	0	0.00	1	3.70	1	3.70	2	7.41	6	22.22	15	55.56	3	11.11	25	92.59	2	7.41	0	0.00	2	6.45	3	9.68	18	58.06	0	0.00	0	0.00	9	1.7	1	33.33
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	5258	Vancouver Contracted Programs	P	9-12      	79	0	0.00	0	0.00	3	3.80	3	3.80	4	5.06	17	21.52	49	62.03	6	7.59	40	50.63	39	49.37	0	0.00	0	0.00	6	7.89	38	50.00	1	1.32	0	0.00		0.0	0	
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	3556	Vancouver Home Connection	A	K-12      	274	3	1.09	3	1.09	0	0.00	3	1.09	4	1.46	23	8.39	233	85.04	8	2.92	136	49.64	138	50.36	0	0.00	19	7.48	4	1.57	105	41.34	5	1.97	0	0.00	16	12.1	13	76.47
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	5271	Vancouver iTech Preparatory	P	6-12      	208	1	0.48	8	3.85	2	0.96	10	4.81	6	2.88	27	12.98	154	74.04	10	4.81	156	75.00	52	25.00	0	0.00	1	0.52	11	5.70	72	37.31	9	4.66	0	0.00		8.8	11	
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	1689	Vancouver School of Arts and Academics	P	6-12      	584	4	0.68	15	2.57	1	0.17	16	2.74	8	1.37	55	9.42	462	79.11	39	6.68	178	30.48	406	69.52	0	0.00	1	0.17	14	2.44	120	20.94	14	2.44	0	0.00	15	12.3	26	68.42
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	5149	Vancouver Virtual Learning Academy	A	6-12      	89	2	2.25	0	0.00	1	1.12	1	1.12	2	2.25	14	15.73	66	74.16	4	4.49	44	49.44	45	50.56	0	0.00	2	1.12	5	2.79	82	45.81	9	5.03	0	0.00	3	19.0	2	6.06
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	2828	Walnut Grove Elementary	P	K-5       	726	5	0.69	23	3.17	13	1.79	36	4.96	22	3.03	127	17.49	497	68.46	39	5.37	379	52.20	347	47.80	0	0.00	140	18.89	71	9.58	477	64.37	10	1.35	0	0.00	20	11.6	26	70.27
2012-13	Educational Service District 112	06	Clark	06037	Vancouver School District	3565	Washington Elementary	P	K-5       	372	0	0.00	5	1.34	13	3.49	18	4.84	17	4.57	148	39.78	151	40.59	38	10.22	200	53.76	172	46.24	0	0.00	96	26.52	42	11.60	332	91.71	6	1.66	0	0.00	19	12.8	19	95.00
2012-13	Puget Sound Educational Service District 121	17	King	17402	Vashon Island School District	4468	Chautauqua Elementary	P	PK-5      	537	2	0.37	7	1.30	0	0.00	7	1.30	9	1.68	63	11.73	418	77.84	38	7.08	310	57.73	227	42.27	0	0.00	26	4.79	104	19.15	149	27.44	9	1.66	0	0.00	17	15.1	21	65.63
2012-13	Puget Sound Educational Service District 121	17	King	17402	Vashon Island School District	1822	Family Link	A	K-12      	69	0	0.00	6	8.70	0	0.00	6	8.70	2	2.90	3	4.35	57	82.61	1	1.45	38	55.07	31	44.93	0	0.00	0	0.00	1	1.47	6	8.82	6	8.82	0	0.00	23	10.5	1	33.33
2012-13	Puget Sound Educational Service District 121	17	King	17402	Vashon Island School District	3667	McMurray Middle School	P	6-8       	391	5	1.28	15	3.84	0	0.00	15	3.84	6	1.53	34	8.70	296	75.70	35	8.95	199	50.90	192	49.10	0	0.00	5	1.26	48	12.09	79	19.90	11	2.77	0	0.00	16	12.2	15	62.50
2012-13	Puget Sound Educational Service District 121	17	King	17402	Vashon Island School District	1938	Student Link	A	9-12      	16	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	12.50	14	87.50	0	0.00	11	68.75	5	31.25	0	0.00	0	0.00	2	11.76	4	23.53	2	11.76	0	0.00	16	14.9	1	100.00
2012-13	Puget Sound Educational Service District 121	17	King	17402	Vashon Island School District	2419	Vashon Island High School	P	9-12      	512	6	1.17	16	3.13	1	0.20	17	3.32	1	0.20	35	6.84	418	81.64	35	6.84	260	50.78	252	49.22	0	0.00	5	1.02	46	9.39	83	16.94	23	4.69	0	0.00	15	10.0	22	64.71
2012-13	Office of Superintendent of Public Instruction	06	Clark	34975	WA State Center for Childhood Deafness and Hearing Loss	4246	Washington State School for the Deaf	I	PK-12     	101	7	6.93	7	6.93	2	1.98	9	8.91	6	5.94	28	27.72	51	50.50	0	0.00	45	44.55	56	55.45	0	0.00	0	0.00	97	97.98	71	71.72	1	1.01	0	0.00		0.0	0	
2012-13	Educational Service District 112	35	Wahkiakum	35200	Wahkiakum School District	2893	Julius A Wendt Elementary/John C Thomas Middle School	P	K-8       	279	1	0.36	0	0.00	2	0.72	2	0.72	1	0.36	18	6.45	253	90.68	4	1.43	133	47.67	146	52.33	0	0.00	14	5.05	54	19.49	165	59.57	2	0.72	0	0.00	12	12.5	14	60.87
2012-13	Educational Service District 112	35	Wahkiakum	35200	Wahkiakum School District	3467	Wahkiakum High School	P	9-12      	160	0	0.00	1	0.63	0	0.00	1	0.63	3	1.88	15	9.38	136	85.00	5	3.13	80	50.00	80	50.00	0	0.00	0	0.00	38	24.36	72	46.15	14	8.97	10	6.41	7	12.2	7	29.17
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	1981	Developmental Pre-School	S	PK-PK     	18	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	18	100.00	0	0.00	0	0.00	14	77.78	4	22.22	0	0.00	0	0.00	29	100.00	24	82.76	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	3152	Mattawa Elementary	P	K-5       	429	2	0.47	0	0.00	0	0.00	0	0.00	0	0.00	419	97.67	7	1.63	1	0.23	216	50.35	213	49.65	93	22.46	324	78.26	43	10.39	413	99.76	1	0.24	0	0.00	14	5.6	12	38.71
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	5120	Mattawa Elementary Pre-School	P	PK-PK     	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	100.00	3	100.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	4222	Morris Schott Elementary	P	K-5       	282	1	0.35	0	0.00	0	0.00	0	0.00	0	0.00	271	96.10	7	2.48	3	1.06	139	49.29	143	50.71	56	20.90	210	78.36	31	11.57	267	99.63	5	1.87	0	0.00	13	4.1	11	52.38
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	4490	Saddle Mountain Elementary	P	K-5       	451	3	0.67	0	0.00	0	0.00	0	0.00	0	0.00	422	93.57	26	5.76	0	0.00	235	52.11	216	47.89	81	18.49	342	78.08	42	9.59	437	99.77	3	0.68	0	0.00	16	10.0	12	41.38
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	1835	Sentinel Tech Alt School	A	9-12      	40	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	38	95.00	2	5.00	0	0.00	16	40.00	24	60.00	9	34.62	4	15.38	0	0.00	25	96.15	1	3.85	0	0.00	40	16.0	1	100.00
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	4254	Wahluke High School	P	9-12      	515	5	0.97	0	0.00	0	0.00	0	0.00	0	0.00	492	95.53	18	3.50	0	0.00	234	45.44	281	54.56	96	19.35	126	25.40	63	12.70	487	98.19	5	1.01	0	0.00	16	10.3	21	65.63
2012-13	Educational Service District 105	13	Grant	13073	Wahluke School District	5144	Wahluke Junior High	P	6-8       	457	3	0.66	0	0.00	0	0.00	0	0.00	0	0.00	429	93.87	23	5.03	2	0.44	231	50.55	226	49.45	99	22.92	215	49.77	56	12.96	428	99.07	7	1.62	0	0.00	15	6.4	17	56.67
2012-13	Educational Service District 123	36	Walla Walla	36401	Waitsburg School District	2174	Preston Hall Middle School	P	7-8       	56	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	5	8.93	46	82.14	5	8.93	30	53.57	26	46.43	0	0.00	0	0.00	6	10.53	25	43.86	0	0.00	0	0.00	7	17.8	5	62.50
2012-13	Educational Service District 123	36	Walla Walla	36401	Waitsburg School District	2712	Waitsburg Elementary School	P	K-6       	139	0	0.00	1	0.72	0	0.00	1	0.72	0	0.00	12	8.63	121	87.05	5	3.60	74	53.24	65	46.76	0	0.00	0	0.00	25	17.99	77	55.40	0	0.00	0	0.00	17	19.5	5	62.50
2012-13	Educational Service District 123	36	Walla Walla	36401	Waitsburg School District	2386	Waitsburg High School	P	9-12      	106	0	0.00	1	0.94	0	0.00	1	0.94	1	0.94	4	3.77	96	90.57	4	3.77	58	54.72	48	45.28	0	0.00	0	0.00	13	13.00	22	22.00	0	0.00	2	2.00	8	13.7	8	57.14
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	2407	Alternative Education Program	A	9-12      	131	0	0.00	2	1.53	1	0.76	3	2.29	1	0.76	47	35.88	75	57.25	5	3.82	58	44.27	73	55.73	0	0.00	4	3.03	2	1.52	5	3.79	2	1.52	0	0.00		0.0	0	
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	2074	Berney Elementary School	P	K-5       	442	2	0.45	11	2.49	1	0.23	12	2.71	2	0.45	91	20.59	309	69.91	26	5.88	234	52.94	208	47.06	0	0.00	8	1.74	54	11.74	206	44.78	6	1.30	0	0.00	16	11.7	22	81.48
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	4193	Blue Ridge Elementary	P	PK-5      	358	0	0.00	2	0.56	1	0.28	3	0.84	3	0.84	268	74.86	78	21.79	6	1.68	205	57.26	153	42.74	0	0.00	156	41.27	105	27.78	280	74.07	1	0.26	0	0.00	12	14.8	16	51.61
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	5074	Creekside Alternative Middle School	A	6-8       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	2528	Edison Elementary School	P	K-5       	499	0	0.00	8	1.60	0	0.00	8	1.60	3	0.60	269	53.91	208	41.68	11	2.20	268	53.71	231	46.29	0	0.00	149	29.68	75	14.94	368	73.31	3	0.60	0	0.00	17	13.4	25	86.21
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	3510	Garrison Middle School	P	6-8       	630	0	0.00	6	0.95	1	0.16	7	1.11	6	0.95	244	38.73	351	55.71	22	3.49	318	50.48	312	49.52	0	0.00	69	11.20	59	9.58	323	52.44	18	2.92	0	0.00	17	14.4	30	81.08
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	2078	Green Park Elementary School	P	PK-5      	472	4	0.85	6	1.27	0	0.00	6	1.27	4	0.85	195	41.31	244	51.69	19	4.03	218	46.19	254	53.81	0	0.00	109	23.49	57	12.28	327	70.47	4	0.86	0	0.00	14	12.6	25	73.53
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	5187	HEAD START/ECEAP PRESCHOOL	P	PK-PK     	8	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	6	75.00	2	25.00	0	0.00	5	62.50	3	37.50	0	0.00	0	0.00	18	100.00	13	72.22	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	1772	Homelink	A	K-12      	99	0	0.00	2	2.02	0	0.00	2	2.02	0	0.00	5	5.05	92	92.93	0	0.00	50	50.51	49	49.49	0	0.00	1	1.01	4	4.04	17	17.17	1	1.01	0	0.00	14	10.3	2	28.57
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	4071	Lincoln High School	A	9-12      	173	0	0.00	1	0.58	0	0.00	1	0.58	2	1.16	56	32.37	108	62.43	6	3.47	90	52.02	83	47.98	0	0.00	6	3.53	52	30.59	127	74.71	3	1.76	0	0.00	11	13.5	6	37.50
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	1690	Opportunity Program	A	9-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	2780	Pioneer Middle School	P	6-8       	705	8	1.13	11	1.56	1	0.14	12	1.70	8	1.13	240	34.04	415	58.87	22	3.12	345	48.94	360	51.06	0	0.00	54	7.67	100	14.20	423	60.09	13	1.85	0	0.00	20	14.9	31	86.11
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	2159	Prospect Point Elementary	P	K-5       	456	0	0.00	9	1.97	1	0.22	10	2.19	1	0.22	79	17.32	348	76.32	18	3.95	233	51.10	223	48.90	0	0.00	10	2.15	59	12.69	168	36.13	3	0.65	0	0.00	18	12.6	20	80.00
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	3728	Sharpstein Elementary School	P	K-5       	448	1	0.22	2	0.45	0	0.00	2	0.45	3	0.67	212	47.32	225	50.22	5	1.12	217	48.44	231	51.56	0	0.00	126	28.13	42	9.38	293	65.40	16	3.57	0	0.00	18	10.8	18	72.00
2012-13	Educational Service District 123	36	Walla Walla	36140	Walla Walla Public Schools	3468	Walla Walla High School	P	9-12      	1911	7	0.37	38	1.99	4	0.21	42	2.20	16	0.84	629	32.91	1171	61.28	46	2.41	934	48.87	977	51.13	0	0.00	92	4.89	179	9.52	794	42.21	30	1.59	1	0.05	19	13.7	75	75.00
2012-13	Educational Service District 105	39	Yakima	39207	Wapato School District	4518	Adams Elementary	P	K-5       	376	88	23.40	6	1.60	0	0.00	6	1.60	0	0.00	264	70.21	11	2.93	7	1.86	216	57.45	160	42.55	93	23.60	116	29.44	128	32.49	360	91.37	0	0.00	0	0.00	16	12.2	17	70.83
2012-13	Educational Service District 105	39	Yakima	39207	Wapato School District	2960	Camas Elementary	P	K-5       	674	137	20.33	13	1.93	0	0.00	13	1.93	0	0.00	481	71.36	18	2.67	25	3.71	346	51.34	328	48.66	183	26.56	248	35.99	81	11.76	657	95.36	0	0.00	0	0.00	18	9.9	21	55.26
2012-13	Educational Service District 105	39	Yakima	39207	Wapato School District	4022	Pace Alternative High School	A	6-12      	81	31	38.27	0	0.00	0	0.00	0	0.00	0	0.00	42	51.85	5	6.17	3	3.70	52	64.20	29	35.80	33	35.87	9	9.78	8	8.70	83	90.22	0	0.00	0	0.00	14	12.6	4	66.67
2012-13	Educational Service District 105	39	Yakima	39207	Wapato School District	2757	Satus Elementary	P	PK-5      	686	143	20.85	3	0.44	1	0.15	4	0.58	1	0.15	502	73.18	12	1.75	24	3.50	355	51.75	331	48.25	161	23.50	211	30.80	88	12.85	659	96.20	0	0.00	0	0.00	17	9.1	19	46.34
2012-13	Educational Service District 105	39	Yakima	39207	Wapato School District	3141	Wapato High School	P	9-12      	855	115	13.45	16	1.87	0	0.00	16	1.87	2	0.23	652	76.26	38	4.44	32	3.74	424	49.59	431	50.41	233	28.73	131	16.15	57	7.03	795	98.03	6	0.74	0	0.00	19	10.1	22	47.83
2012-13	Educational Service District 105	39	Yakima	39207	Wapato School District	2131	Wapato Middle School	P	6-8       	782	194	24.81	11	1.41	0	0.00	11	1.41	0	0.00	524	67.01	34	4.35	19	2.43	366	46.80	416	53.20	192	25.43	147	19.47	65	8.61	738	97.75	4	0.53	0	0.00	18	6.3	22	50.00
2012-13	North Central Educational Service District 171	13	Grant	13146	Warden School District	2792	Warden Elementary	P	PK-5      	450	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	362	80.44	82	18.22	6	1.33	209	46.44	241	53.56	118	26.88	226	51.48	60	13.67	384	87.47	5	1.14	0	0.00	20	8.4	16	69.57
2012-13	North Central Educational Service District 171	13	Grant	13146	Warden School District	3273	Warden High School	P	9-12      	290	0	0.00	1	0.34	0	0.00	1	0.34	0	0.00	220	75.86	63	21.72	6	2.07	157	54.14	133	45.86	52	18.57	47	16.79	40	14.29	203	72.50	10	3.57	0	0.00	14	10.2	6	28.57
2012-13	North Central Educational Service District 171	13	Grant	13146	Warden School District	3909	Warden Middle School	P	6-8       	246	0	0.00	2	0.81	0	0.00	2	0.81	0	0.00	205	83.33	37	15.04	2	0.81	126	51.22	120	48.78	60	25.64	65	27.78	35	14.96	194	82.91	3	1.28	0	0.00	12	9.6	9	45.00
2012-13	Educational Service District 112			06112	Washougal School District	4549	Canyon Creek Middle School	P	6-8       	288	4	1.39	4	1.39	0	0.00	4	1.39	1	0.35	11	3.82	253	87.85	15	5.21	136	47.22	152	52.78	0	0.00	3	1.01	40	13.42	103	34.56	7	2.35	3	1.01	18	14.4	7	43.75
2012-13	Educational Service District 112			06112	Washougal School District	3270	Cape Horn Skye Elementary	P	K-5       	402	1	0.25	5	1.24	0	0.00	5	1.24	0	0.00	24	5.97	347	86.32	25	6.22	206	51.24	196	48.76	0	0.00	10	2.44	50	12.22	124	30.32	0	0.00	2	0.49	21	10.9	11	57.89
2012-13	Educational Service District 112			06112	Washougal School District	1528	Excelsior High School	A	9-12      	57	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	7.02	49	85.96	4	7.02	26	45.61	31	54.39	0	0.00	0	0.00	16	21.92	41	56.16	1	1.37	0	0.00	29	9.7	2	100.00
2012-13	Educational Service District 112			06112	Washougal School District	2911	Gause Elementary	P	K-5       	587	4	0.68	4	0.68	1	0.17	5	0.85	4	0.68	53	9.03	477	81.26	44	7.50	301	51.28	286	48.72	0	0.00	25	4.22	74	12.48	210	35.41	4	0.67	0	0.00	21	11.0	23	82.14
2012-13	Educational Service District 112			06112	Washougal School District	2509	Hathaway Elementary	P	K-5       	379	2	0.53	1	0.26	2	0.53	3	0.79	5	1.32	51	13.46	289	76.25	29	7.65	193	50.92	186	49.08	0	0.00	17	4.31	51	12.94	257	65.23	5	1.27	0	0.00	16	13.0	15	65.22
2012-13	Educational Service District 112			06112	Washougal School District	4207	Jemtegaard Middle School	P	6-8       	439	5	1.14	9	2.05	1	0.23	10	2.28	8	1.82	42	9.57	353	80.41	21	4.78	233	53.08	206	46.92	0	0.00	6	1.36	71	16.10	198	44.90	13	2.95	3	0.68	18	12.0	18	75.00
2012-13	Educational Service District 112			06112	Washougal School District	3147	Washougal High School	P	9-12      	907	12	1.32	24	2.65	1	0.11	25	2.76	7	0.77	73	8.05	747	82.36	43	4.74	482	53.14	425	46.86	0	0.00	8	0.93	124	14.42	307	35.70	20	2.33	2	0.23	19	12.8	36	73.47
2012-13	Educational Service District 112			06112	Washougal School District	1899	Washougal Special Services	S	PK-PK     	18	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	22.22	13	72.22	1	5.56	14	77.78	4	22.22	0	0.00	0	0.00	33	100.00	10	30.30	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 101	01	Adams	01109	Washtucna School District	3075	Washtucna Elementary/High School	P	K-12      	73	0	0.00	0	0.00	0	0.00	0	0.00	1	1.37	8	10.96	63	86.30	1	1.37	44	60.27	29	39.73	0	0.00	0	0.00	12	16.90	30	42.25	0	0.00	0	0.00	6	11.3	8	61.54
2012-13	North Central Educational Service District 171			09209	Waterville School District	2161	Waterville Elementary	P	K-6       	112	1	0.89	1	0.89	0	0.00	1	0.89	0	0.00	15	13.39	92	82.14	3	2.68	52	46.43	60	53.57	0	0.00	6	5.22	19	16.52	69	60.00	0	0.00	0	0.00	9	12.5	6	46.15
2012-13	North Central Educational Service District 171			09209	Waterville School District	2162	Waterville High School	P	7-12      	171	3	1.75	1	0.58	0	0.00	1	0.58	0	0.00	45	26.32	116	67.84	6	3.51	101	59.06	70	40.94	0	0.00	8	4.85	35	21.21	98	59.39	0	0.00	0	0.00	9	13.2	9	45.00
2012-13	Educational Service District 101	33	Stevens	33049	Wellpinit School District	5957	Wellpinit Alliance - Yakama Nation	T	K-12      	91	90	98.90	0	0.00	0	0.00	0	0.00	0	0.00	1	1.10	0	0.00	0	0.00	44	48.35	47	51.65	0	0.00	0	0.00	0	0.00	42	44.68	0	0.00	0	0.00	9	14.6	2	20.00
2012-13	Educational Service District 101	33	Stevens	33049	Wellpinit School District	5217	Wellpinit Alliance -Columbia Basin J.C.	I	11-12     	73	0	0.00	1	1.37	0	0.00	1	1.37	12	16.44	17	23.29	40	54.79	3	4.11	46	63.01	27	36.99	0	0.00	0	0.00	0	0.00	26	37.14	0	0.00	0	0.00	37	10.5	2	100.00
2012-13	Educational Service District 101	33	Stevens	33049	Wellpinit School District	1851	Wellpinit Alliance High School	A	8-12      	15	14	93.33	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	6.67	9	60.00	6	40.00	0	0.00	0	0.00	3	12.50	15	62.50	1	4.17	0	0.00	15	19.4	1	100.00
2012-13	Educational Service District 101	33	Stevens	33049	Wellpinit School District	2549	Wellpinit Elementary School	P	K-5       	161	127	78.88	0	0.00	0	0.00	0	0.00	1	0.62	15	9.32	3	1.86	15	9.32	91	56.52	70	43.48	0	0.00	0	0.00	26	15.95	141	86.50	0	0.00	0	0.00	11	10.6	10	66.67
2012-13	Educational Service District 101	33	Stevens	33049	Wellpinit School District	2550	Wellpinit High School	P	9-12      	87	66	75.86	0	0.00	0	0.00	0	0.00	0	0.00	8	9.20	4	4.60	9	10.34	43	49.43	44	50.57	0	0.00	0	0.00	15	20.00	49	65.33	1	1.33	0	0.00	6	10.8	10	71.43
2012-13	Educational Service District 101	33	Stevens	33049	Wellpinit School District	4232	Wellpinit Middle School	P	6-8       	59	50	84.75	0	0.00	0	0.00	0	0.00	0	0.00	7	11.86	0	0.00	2	3.39	33	55.93	26	44.07	0	0.00	0	0.00	10	17.24	52	89.66	1	1.72	0	0.00	4	9.4	5	31.25
2012-13	Educational Service District 101	33	Stevens	33049	Wellpinit School District	1911	Wellpinit-Fort Semco High School	A	11-12     	34	3	8.82	0	0.00	0	0.00	0	0.00	4	11.76	2	5.88	25	73.53	0	0.00	28	82.35	6	17.65	0	0.00	0	0.00	0	0.00	8	36.36	0	0.00	0	0.00	11	5.9	2	66.67
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3209	Abraham Lincoln Elementary	P	K-5       	479	3	0.63	2	0.42	0	0.00	2	0.42	3	0.63	320	66.81	145	30.27	6	1.25	226	47.18	253	52.82	155	31.38	240	48.58	67	13.56	401	81.17	6	1.21	1	0.20	13	10.3	24	66.67
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2301	Columbia Elementary School	P	K-5       	447	4	0.89	0	0.00	0	0.00	0	0.00	1	0.22	308	68.90	125	27.96	9	2.01	233	52.13	214	47.87	147	33.18	229	51.69	47	10.61	379	85.55	2	0.45	0	0.00	15	11.5	24	80.00
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4432	Foothills Middle School	P	6-8       	618	1	0.16	10	1.62	2	0.32	12	1.94	7	1.13	223	36.08	359	58.09	16	2.59	313	50.65	305	49.35	103	16.69	46	7.46	46	7.46	308	49.92	9	1.46	1	0.16	19	13.1	24	72.73
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	4423	John Newbery Elementary	P	K-5       	507	4	0.79	5	0.99	0	0.00	5	0.99	2	0.39	201	39.64	276	54.44	19	3.75	256	50.49	251	49.51	86	17.10	142	28.23	54	10.74	289	57.46	0	0.00	1	0.20	15	11.7	27	79.41
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2279	Lewis And Clark Elementary Sch	P	K-5       	443	1	0.23	3	0.68	0	0.00	3	0.68	0	0.00	298	67.27	135	30.47	6	1.35	225	50.79	218	49.21	116	26.48	217	49.54	42	9.59	349	79.68	2	0.46	1	0.23	13	10.6	16	48.48
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	2347	Mission View Elementary School	P	K-5       	540	1	0.19	2	0.37	0	0.00	2	0.37	2	0.37	372	68.89	157	29.07	6	1.11	294	54.44	246	45.56	185	33.76	281	51.28	52	9.49	450	82.12	0	0.00	0	0.00	15	10.1	15	41.67
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3370	Orchard Middle School	P	6-8       	492	2	0.41	0	0.00	0	0.00	0	0.00	0	0.00	296	60.16	181	36.79	13	2.64	254	51.63	238	48.37	132	27.05	78	15.98	66	13.52	363	74.39	8	1.64	0	0.00	16	12.6	18	60.00
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3210	Pioneer Middle School	P	6-8       	626	6	0.96	0	0.00	0	0.00	0	0.00	6	0.96	295	47.12	304	48.56	15	2.40	300	47.92	326	52.08	142	22.40	96	15.14	77	12.15	397	62.62	11	1.74	0	0.00	17	13.1	18	50.00
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1612	Skill Source	A	9-12      	74	1	1.35	0	0.00	0	0.00	0	0.00	2	2.70	24	32.43	46	62.16	1	1.35	37	50.00	37	50.00	4	3.85	5	4.81	7	6.73	42	40.38	1	0.96	0	0.00		0.0	0	
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	1779	Solutions Program	P	6-8       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3269	Special Education School	S	PK-9      	109	1	0.92	3	2.75	0	0.00	3	2.75	1	0.92	61	55.96	42	38.53	1	0.92	75	68.81	34	31.19	2	1.42	0	0.00	139	98.58	8	5.67	0	0.00	0	0.00	16	15.5	5	71.43
2012-13	North Central Educational Service District 171	04	Chelan	04246	Wenatchee School District	3208	Sunnyslope Elementary School	P	K-5       	285	0	0.00	5	1.75	0	0.00	5	1.75	0	0.00	52	18.25	216	75.79	12	4.21	145	50.88	140	49.12	11	3.85	21	7.34	35	12.24	80	27.97	3	1.05	4	1.40	14	13.1	16	80.00
