,School_ID,School District,School,Enrollment,LowSES
,2703,Shoreline School District,Ridgecrest Elementary,502,27.45
,4227,Bethel School District,Rocky Ridge Elementary,502,60.2
,4541,Sumner School District,Daffodil Valley Elementary,502,59.14
,2545,Everett School District,Silver Lake Elementary,503,48.7
,4345,Kent School District,Horizon Elementary School,503,46.14
,1579,Seattle Public Schools,Tops K-8 School,504,34.26
,2745,Shelton School District,Evergreen Elementary School,504,90.14
,3225,Bellevue School District,Lake Hills Elementary,504,68.42
,3653,North Thurston Public Schools,Lacey Elementary,504,57.46
,3316,Prosser School District,Prosser Heights Elementary,505,69.59
,3454,Clover Park School District,Beachwood Elementary School,505,35.41
,3583,Federal Way School District,Wildwood Elementary School,505,84.47
,4383,Snohomish School District,Totem Falls,505,6.68
,5089,Battle Ground School District,Daybreak Middle,505,41.55
,3622,Hoquiam School District,Hoquiam High School,506,53.8
,4300,Issaquah School District,Challenger Elementary,506,4.97
,4472,Olympia School District,Julia Butler Hansen Elementary,506,41.44
,2459,Nooksack Valley School District,Nooksack Valley High School,507,49.68
,2776,Central Valley School District,North Pines Middle School,507,72.42
,3796,Blaine School District,Blaine Middle School,507,48.58
,4423,Wenatchee School District,John Newbery Elementary,507,57.46
,4587,Evergreen School District (Clark),Columbia Valley Elementary,507,41
,2966,Eastmont School District,Grant Elementary School,508,64.29
,3727,Spokane School District,Garfield Elementary,508,74.16
,4365,Tumwater School District,East Olympia Elementary,508,31.88
,3504,Edmonds School District,Meadowdale Elementary,509,44.92
,5206,Bethel School District,Liberty Middle School,509,42.35
,2195,Prosser School District,Keene-Riverview Elementary,510,71.57
,2806,Tacoma School District,Reed,510,89.55
,3007,Spokane School District,Hamblen Elementary,510,40.31
,4133,Mead School District,Midway Elementary,510,19.65
,4416,Dieringer School District,North Tapps Middle School,510,10.52
,2997,White Salmon Valley School District,Hulan L Whitson Elem,511,54.78
,3264,Yakima School District,Robertson Elementary,511,91.28
,3801,Rochester School District,Grand Mound Elementary,511,57.56
,2223,University Place School District,University Place Primary,512,49.43
,2419,Vashon Island School District,Vashon Island High School,512,16.94
,3291,Shelton School District,Bordeaux Elementary School,512,69.79
,3488,Tukwila School District,Tukwila Elementary,512,72.87
,2846,Bellevue School District,Enatai Elementary School,513,17.48
,4299,Evergreen School District (Clark),Burnt Bridge Creek Elementary Sch,513,49.08
,4542,Bainbridge Island School District,Sakai Intermediate,513,5.94
,1860,Tacoma School District,Tacoma School of the Arts,514,22.44
,2696,Oak Harbor School District,Oak Harbor Elementary,514,43.34
,2818,Yakima School District,Gilbert Elementary School,514,83.81
,3335,Highline School District,Parkside Elementary,514,64.26
,3618,Evergreen School District (Clark),Marrion Elementary School,514,68.32
,4407,Bethel School District,Frontier Middle School,514,36.92
,4413,Kent School District,George T. Daniel Elementary School,514,86.96
,2771,Tacoma School District,Lister,515,92.84
,3260,Central Valley School District,Bowdish Middle School,515,49.71
,4254,Wahluke School District,Wahluke High School,515,98.19
,5123,Marysville School District,Grove Elementary,515,36.9
,2939,Tacoma School District,Delong,516,72.2
,3230,Shoreline School District,Brookside Elementary,516,17.54
,3669,Auburn School District,Gildo Rey Elementary School,516,88.32
,4035,Spokane School District,Mullan Road Elementary,516,21.64
,4330,Granite Falls School District,Mountain Way Elementary,516,44.7
,4557,Fife School District,Hedden Elementary School,516,46.37
,2120,Seattle Public Schools,Van Asselt Elementary School,517,83.89
,2312,Spokane School District,Finch Elementary,517,55.17
,2851,Kent School District,East Hill Elementary School,517,83.46
,3590,Lake Washington School District,Finn Hill Middle School,517,23.9
,4134,Mead School District,Shiloh Hills Elementary,517,71.84
,4331,Bethel School District,Centennial Elementary,517,59.81
,4579,Evergreen School District (Clark),York Elementary School,517,42.2
,4456,Federal Way School District,Saghalie Middle School,518,67.87
,2644,Vancouver School District,Peter S Ogden Elementary,519,82.95
,3485,Renton School District,Hazelwood Elementary School,519,25.58
,3527,Shoreline School District,Melvin G Syre Elementary,519,15.49
,3942,Sedro-Woolley School District,Evergreen Elementary School,519,67.54
,2185,Shoreline School District,Lake Forest Park Elementary,520,34.92
,3436,Bellevue School District,Medina Elementary School,520,3.29
,3730,Othello School District,Scootney Springs Elementary,520,81.33
,4431,La Center School District,La Center High School,520,25.1
,4512,Stanwood-Camano School District,Port Susan Middle School,520,28.38
,2360,Orting School District,Orting Primary School,521,42.56
,3625,Federal Way School District,Nautilus K-8 School,521,56.45
,2902,Othello School District,Lutacaga Elementary,522,83.73
,3557,Puyallup School District,Fruitland Elementary,522,27.91
,3166,Bellevue School District,Highland Middle School,523,46.8
,3848,Yelm School District,Southworth Elementary,524,42.59
,5292,Seattle Public Schools,APP at Lincoln,524,0.77
,2811,Everett School District,Lowell Elementary,525,69.98
,4355,Northshore School District,Frank Love Elementary,525,26.65
,4454,Marysville School District,Allen Creek Elementary School,525,37.29
,4582,Fife School District,Columbia Junior High School,525,44.44
,5229,Renton School District,HONEY DEW ELEMENTARY,525,71.74
,2381,Spokane School District,Arlington Elementary,526,75
,3941,Lake Washington School District,Kirk Elementary,526,8.11
,3070,Mabton School District,Artz Fox Elementary,527,100
,3315,Kennewick School District,Edison Elementary School,527,74.91
,3537,Marysville School District,Sunnyside Elementary,527,41.07
,3587,Renton School District,Benson Hill Elementary School,527,52.18
,3212,Eastmont School District,Kenroy Elementary,528,64.76
,3533,Everett School District,Jefferson Elementary,528,41.98
,4072,Kennewick School District,Canyon View Elementary School,528,68.01
,2338,Tacoma School District,Jason Lee,529,73.55
,3369,Kennewick School District,Vista Elementary School,529,69.87
,2496,Puyallup School District,Firgrove Elementary,530,62.72
,3101,Riverview School District,Cherry Valley Elementary School,530,18.89
,3589,Tahoma School District,Shadow Lake Elementary,530,24.53
,4586,Shelton School District,Olympic Middle School,530,69.01
,5027,Clover Park School District,Harrison Prep School,530,47.42
,2530,East Valley School District (Yakima),Moxee Elementary,531,64.42
,4149,South Whidbey School District,South Whidbey High School,531,22.67
,2653,East Valley School District (Spokane),Trent School,532,85.19
,2824,Kennewick School District,Eastgate Elementary School,532,91.89
,2890,Medical Lake School District,Medical Lake High School,532,30.35
,3503,Edmonds School District,Lynnwood Elementary,532,46.46
,2967,Pasco School District,Emerson Elementary,533,92.22
,3144,Kennewick School District,Washington Elementary School,533,72.36
,3567,Federal Way School District,Sunnycrest Elementary School,533,82.53
,3896,Puyallup School District,Sunrise Elementary,533,53.39
,4346,Yelm School District,Fort Stevens Elementary,533,57.75
,2155,Spokane School District,Bemiss ,534,90.68
,3594,Central Kitsap School District,Jackson Park Elementary,534,50.52
,3733,Vancouver School District,Dwight D Eisenhower Elementary,534,48.71
,4103,Bethel School District,Shining Mountain Elementary,534,57.12
,5207,Ferndale School District,Cascadia Elementary,534,38.43
,2650,South Kitsap School District,Orchard Heights Elementary,535,55.13
,3098,Highline School District,Chinook Middle School,535,83.21
,4362,Monroe School District,Chain Lake Elementary School,535,23.05
,2108,Spokane School District,Stevens Elementary,536,89.87
,2168,Tacoma School District,Sheridan,536,88.56
,3176,Tonasket School District,Tonasket Elementary School,536,66.85
,3293,Brewster School District,Brewster Elementary School,536,97.97
,3429,Seattle Public Schools,Schmitz Park Elementary School,536,13.35
,4224,Yelm School District,Yelm Prairie Elementary,536,44.4
,3562,Mead School District,Colbert Elementary School,537,26.24
,3677,Kent School District,Springbrook Elementary School,537,73.74
,4468,Vashon Island School District,Chautauqua Elementary,537,27.44
,5091,Everett School District,Forest View Elementary School,537,10.14
,3651,Marysville School District,Pinewood Elementary,538,50.93
,4547,Orting School District,Ptarmigan Ridge Intermediate Sch,538,40.18
,3390,Northshore School District,Lockwood Elementary,539,12.77
,4073,Kennewick School District,Southgate Elementary School,539,43.23
,2347,Wenatchee School District,Mission View Elementary School,540,82.12
,3627,Federal Way School District,Mark Twain Elementary School,541,82.75
,3939,Oak Harbor School District,North Whidbey Middle School,541,49.91
,4182,Camas School District,Dorothy Fox,541,19.08
,4327,Arlington School District,Eagle Creek Elementary,542,47.38
,3337,Renton School District,Cascade Elementary School,543,66.37
,3922,Lake Washington School District,Kamiakin Middle School,543,39.34
,4505,Bainbridge Island School District,Woodward Middle School,543,6.89
,4592,Issaquah School District,Newcastle Elementary School,543,7.96
,3183,Mount Vernon School District,Jefferson Elementary,544,62.9
,4161,Selah School District,Selah Junior High School,544,41.7
,4298,Everett School District,Silver Firs Elementary,544,18.69
,4333,Nine Mile Falls School District,Lakeside High School,544,24.29
,3431,Federal Way School District,Totem Middle School,545,73.26
,4350,South Kitsap School District,Mullenix Ridge Elementary School,545,28.49
,2063,Seattle Public Schools,John Hay Elementary School,546,15.69
,3272,North Franklin School District,Connell High School,546,64.86
,3162,Mercer Island School District,Island Park Elementary,547,6.39
,3414,Mead School District,Evergreen Elementary School,547,46.56
,3718,Spokane School District,Longfellow Elementary,547,82.55
,2733,Seattle Public Schools,Lafayette Elementary School,548,21.23
,3686,Everett School District,Monroe Elementary,548,44.17
,4058,North Thurston Public Schools,Evergreen Forest Elementary,548,36.4
,4341,Central Kitsap School District,Cougar Valley Elementary,548,35.96
,4469,Mukilteo School District,Endeavour Elementary,548,21.55
,5156,East Valley School District (Spokane),Washington Academy of Arts and Technology,548,20.21
,5167,North Thurston Public Schools,Chambers Prairie Elementary School,548,51.88
,3611,North Thurston Public Schools,Nisqually Middle School,549,47.74
,4141,South Kitsap School District,Sunnyslope Elementary School,549,38
,2529,Yakima School District,Roosevelt Elementary School,551,90.91
,3522,Bellevue School District,International School,551,4.36
,3608,Edmonds School District,Oak Heights Elementary,551,39.52
,3759,Mead School District,Farwell Elementary School,551,33.86
,4420,Kent School District,Sunrise Elementary School,551,38.71
,2129,Spokane School District,Cooper Elementary,552,80.3
,2944,Peninsula School District,Harbor Heights Elementary School,552,26.37
,2561,Kalama School District,Kalama Jr Sr High,553,34.48
,3586,Renton School District,Maplewood Heights Elementary School,553,33.1
,4594,Monroe School District,Fryelands Elementary,553,35.66
,3515,Pasco School District,Robert Frost Elementary,554,93.87
,3693,Mead School District,Brentwood Elementary School,554,36.65
,4122,North Thurston Public Schools,Woodland Elementary,554,37.59
,5029,Federal Way School District,Sequoyah Middle School,554,63.6
,3067,Rochester School District,Rochester Middle School,555,54.93
,3382,Highline School District,Seahurst Elementary School,555,83.81
,4165,Mukilteo School District,Picnic Point Elementary,555,50.72
,2983,Highline School District,North Hill Elementary,556,56.6
,4348,South Kitsap School District,Hidden Creek Elementary School,556,40.07
,5177,Pasco School District,Captain Gray Early Learning Center,556,90.16
,4262,Orting School District,Orting Middle School,557,38.31
,3060,Monroe School District,Frank Wagner Elementary,558,77.92
,4106,Toppenish School District,Kirkwood Elementary School,558,100
,2176,Yakima School District,Garfield Elementary School,559,98.53
,2287,Snoqualmie Valley School District,North Bend Elementary School,559,15.45
,2527,Rochester School District,Rochester Primary School,559,60.53
,2790,Pasco School District,Longfellow Elementary,559,96.61
,3124,Arlington School District,Post Middle School,559,34.88
,3798,Fife School District,Surprise Lake Middle School,559,44.46
,4202,Kennewick School District,Cascade Elementary School,559,43.3
,4321,South Whidbey School District,South Whidbey Elementary,560,32.32
,2506,Mount Adams School District,Harrah Elementary School,561,98.98
,4293,Kent School District,Ridgewood Elementary School,561,21.85
,4412,Burlington-Edison School District,Bay View Elementary,561,32.68
,5135,Snoqualmie Valley School District,Twin Falls Middle School,562,18.47
,3118,Clover Park School District,Southgate Elementary School,563,94.17
,3322,Kelso School District,Coweeman Middle School,563,54.55
,3754,Edmonds School District,College Place Middle School,563,45.91
,4274,Sultan School District,Sultan Senior High School,563,42.7
,4444,Central Kitsap School District,Emerald Heights Elementary,563,24.91
,4465,Kent School District,Meadow Ridge Elementary School,563,78.04
,3257,Spokane School District,Shaw Middle School,564,84.42
,3344,Northshore School District,Maywood Hills Elementary,564,24.24
,3578,Kelso School District,Beacon Hill Elementary,564,53.79
,2400,Stanwood-Camano School District,Stanwood Middle School,565,27.54
,3318,Port Angeles School District,Stevens Middle School,565,50.97
,3582,Federal Way School District,Valhalla Elementary School,565,70.4
,3893,Lakewood School District,Lakewood Middle School,565,33.63
,4154,Arlington School District,Presidents Elementary,565,38.53
,4513,Stanwood-Camano School District,Cedarhome Elementary School,565,22.83
,2786,Richland School District,Jason Lee Elementary School,566,55.32
,4543,Richland School District,Wiley Elementary,566,18.99
,2469,Sunnyside School District,Outlook Elementary School,567,91.09
,2137,Elma School District,Elma High School,570,45.13
,2191,Spokane School District,Whitman Elementary,570,85.4
,2951,Spokane School District,Lincoln Heights Elementary,570,57.83
,2756,Grandview School District,Thompson Elementary School,571,83.48
,2916,Kelso School District,Huntington Middle School,571,60.18
,3659,Eastmont School District,Cascade Elementary,571,42.59
,3386,Issaquah School District,Sunny Hills Elementary,572,5.67
,3441,Lake Washington School District,Twain Elementary,572,19.61
,3668,Renton School District,Sierra Heights Elementary School,572,45.05
,3970,Evergreen School District (Clark),Sunset Elementary School,572,56.83
,4302,Lake Washington School District,Smith Elementary,572,2.86
,4436,Arlington School District,Kent Prairie Elementary,572,41.84
,4563,Camas School District,Prune Hill Elem,572,12.26
,3167,Bellevue School District,Woodridge Elementary,573,27.62
,3240,Centralia School District,Centralia Middle School,573,73.37
,3265,Selah School District,Robert S Lince Elementary,573,61.58
,4308,Snoqualmie Valley School District,Edwin R Opstad Elementary,573,20.68
,4417,Auburn School District,Ilalko Elementary School,573,55.15
,4536,Quincy School District,Monument Elementary,573,84.05
,2519,Puyallup School District,Woodland Elementary,574,46.73
,3996,Battle Ground School District,Pleasant Valley Primary,574,38.1
,4387,Peninsula School District,Harbor Ridge Middle School,574,22.24
,4400,Mead School District,Meadow Ridge Elementary,574,32.5
,4565,Issaquah School District,Cascade Ridge Elementary,574,1.03
,2725,Camas School District,Helen Baller Elem,575,28.03
,3083,Eastmont School District,Robert E Lee Elementary,575,75.56
,3545,Battle Ground School District,Laurin Middle School,575,39.33
,3749,Northshore School District,Woodin Elementary,575,34.35
,4538,Bethel School District,North Star Elementary,575,45.77
,3013,Grandview School District,Smith Elementary School,576,89.6
,3419,Pullman School District,Lincoln Middle School,576,28.22
,3735,Vancouver School District,Harry S Truman Elementary School,576,62.72
,4069,Northshore School District,Wellington Elementary,576,10.88
,2372,Seattle Public Schools,Bryant Elementary School,577,6.04
,2984,Highline School District,Midway Elementary,577,91.05
,3224,Bellevue School District,Puesta del Sol Elementary School,577,4.7
,2907,Wenatchee School District,Washington Elementary School,578,45.16
,3602,Clover Park School District,Lochburn Middle School,578,88.21
,3310,Colville School District,Colville Senior High School,579,44.14
,2433,Yakima School District,Ridgeview Elementary,580,94.01
,2787,Cashmere School District,Vale Elementary School,580,55.83
,3163,Highline School District,Cascade Middle School,580,85.96
,4184,Snohomish School District,Seattle Hill Elementary,580,25.45
,4382,Everett School District,Cedar Wood Elementary,580,10.46
,5220,Kennewick School District,Cottonwood Elementary,580,13.54
,2222,Snoqualmie Valley School District,Fall City Elementary,581,10.07
,3673,Issaquah School District,Issaquah Valley Elementary,581,27.18
,2576,Bethel School District,Clover Creek Elementary,582,52.98
,3789,Bellevue School District,Somerset Elementary School,582,7.55
,4562,Steilacoom Hist. School District,Chloe Clark Elementary,582,13.61
,2565,Kent School District,Meridian Elementary School,583,47.06
,4573,Arlington School District,Pioneer Elementary,583,28.33
,1689,Vancouver School District,Vancouver School of Arts and Academics,584,20.94
,2157,Central Valley School District,Greenacres Elementary,584,41
,4099,Bethel School District,Evergreen Elementary,584,69.48
,4581,Kent School District,Millennium Elementary School,584,74.7
,2809,Fife School District,Endeavour Intermediate,585,51.71
,3538,West Valley School District (Spokane),Centennial Middle School,585,57.17
,4016,Central Kitsap School District,Clear Creek Elementary School,585,51.58
,4418,Kennewick School District,Amistad Elementary School,585,95.03
,2643,Vancouver School District,Harney Elementary School,586,63.2
,3634,Bellevue School District,Spiritridge Elementary School,586,9.44
,3817,Yakima School District,Martin Luther King Jr Elementary,586,97.95
,4146,Puyallup School District,Pope Elementary,586,37.29
,4296,Bethel School District,Camas Prairie Elementary,586,60.24
,2219,Lynden School District,Lynden Middle School,587,41.36
,2911,Washougal School District,Gause Elementary,587,35.41
,4555,Pasco School District,Rowena Chess Elementary,587,98.05
,2722,Sequim School District,Helen Haller Elementary School,588,57.29
,3138,Yakima School District,Barge-Lincoln Elementary School,588,98.32
,3278,Highline School District,Madrona Elementary,588,93.93
,3937,Tahoma School District,Cedar River Middle School,588,21.22
,4271,North Thurston Public Schools,Pleasant Glade Elementary,588,64.74
,5158,Camas School District,Grass Valley Elementary,588,24.39
,2066,Bellingham School District,Fairhaven Middle School,590,21.98
,2844,Highline School District,Gregory Heights Elementary,591,53.54
,5109,Monroe School District,WAVA,591,20
,3701,Federal Way School District,Kilo Middle School,592,61.59
,4102,Bethel School District,Naches Trail Elementary,592,44.2
,4160,Central Valley School District,Sunrise Elementary,592,24.79
,2597,Renton School District,Kennydale Elementary School,593,41.03
,4059,Richland School District,Tapteal Elementary School,593,40.2
,5136,Evergreen School District (Clark),Endeavour Elementary School,593,59.41
,2111,Spokane School District,Jefferson Elementary,594,32.51
,2308,Lake Washington School District,Kirkland Middle School,594,15.45
,2884,Lake Stevens School District,Mt. Pilchuck Elementary School,594,46.11
,3199,Tumwater School District,Peter G Schmidt Elementary,594,49.19
,5175,Seattle Public Schools,Jane Addams K-8,594,39.19
,2699,Highline School District,Hazel Valley Elementary,595,80.75
,2887,Edmonds School District,Martha Lake Elementary,595,39.73
,2359,Tacoma School District,Stewart,596,76.96
,4326,Rochester School District,Rochester High School,596,44.87
,2294,Peninsula School District,Goodman Middle School,597,21.79
,3689,Edmonds School District,Hilltop Elementary,597,18.77
,4147,Lake Washington School District,Rockwell Elementary,597,6.05
,2667,Seattle Public Schools,View Ridge Elementary School,598,6.84
,2899,Yakima School District,Mcclure Elementary School,598,83.84
,4256,Lake Washington School District,Alcott Elementary,598,4.44
,4375,Issaquah School District,Cougar Ridge Elementary,599,3.09
,4096,Lake Washington School District,Mead Elementary,600,7.76
,2144,Highline School District,Mount View Elementary,602,88.01
,2252,Tacoma School District,Manitou Park,603,83.55
,2878,Fife School District,Discovery Primary School,603,50.78
,2981,Mercer Island School District,Lakeridge Elementary School,603,2.99
,4323,Marysville School District,Kellogg Marsh Elementary School,603,50.89
,2639,Highline School District,White Center Heights Elementary,604,88.23
,2689,Lake Chelan School District,Morgen Owings Elementary School,604,72.67
,3746,Issaquah School District,Apollo Elementary,604,18.71
,4219,Peninsula School District,Kopachuck Middle School,604,15.21
,3389,Kent School District,Scenic Hill Elementary School,605,82.21
,2109,Spokane School District,Willard Elementary,606,78.52
,3184,Everett School District,Emerson Elementary School,606,71.71
,4311,Chehalis School District,Chehalis Middle School,606,47.15
,4328,Oak Harbor School District,Hillcrest Elementary,606,37.64
,4376,Issaquah School District,Discovery Elementary,607,1.59
,4381,Bethel School District,Pioneer Valley Elementary,607,44.66
,4445,Evergreen School District (Clark),Pioneer Elementary School,607,53.91
,4493,Issaquah School District,Endeavour Elementary School,607,7.78
,5178,Kent School District,Panther Lake Elementary School,607,71.18
,1836,Battle Ground School District,CAM Academy,608,12
,3001,Mount Vernon School District,Madison Elementary,608,75
,2714,Union Gap School District,Union Gap School,609,79.3
,3274,Oak Harbor School District,Oak Harbor Middle School,609,33.22
,3097,Highline School District,Marvista Elementary,610,41.02
,4294,Kent School District,Martin Sortun Elementary School,610,55.3
,4534,Lake Stevens School District,Highland Elementary,610,22.56
,5137,Sunnyside School District,Sun Valley Elementary,610,84
,4391,Lake Stevens School District,Glenwood Elementary,611,26.29
,3442,Northshore School District,Moorlands Elementary,613,13.69
,3680,South Kitsap School District,Cedar Heights Jh,613,42.41
,3437,Bellevue School District,Newport Heights Elementary,614,18.59
,3994,Evergreen School District (Clark),Image Elementary School,614,61.5
,4166,Sumner School District,Victor Falls Elementary,614,24.47
,4347,Auburn School District,Hazelwood Elementary School,614,47.43
,4360,Puyallup School District,Warren Hunt Elem,615,47.02
,3408,Lake Stevens School District,Lake Stevens Middle School,616,35.43
,3217,Elma School District,Elma Elementary School,617,64.07
,3341,Tahoma School District,Tahoma Middle School,617,14.57
,4181,Kennewick School District,Lincoln Elementary School,617,55.09
,2564,Tukwila School District,Showalter Middle School,618,76.46
,3543,Vancouver School District,Jason Lee Middle School,618,56.07
,4432,Wenatchee School District,Foothills Middle School,618,49.92
,2075,Bellingham School District,Whatcom Middle School,619,31.41
,2716,Selah School District,John Campbell Elementary School,619,48.88
,5132,Battle Ground School District,Tukes Valley Primary ,620,38.15
,2838,Seattle Public Schools,Catharine Blaine K-8 School,621,13.15
,4218,Seattle Public Schools,South Shore K-8 School,621,63.43
,5133,Battle Ground School District,Chief Umtuch Middle,621,43.55
,2343,Mount Baker School District,Mount Baker Senior High,622,49.15
,3742,Bellevue School District,Cherry Crest Elementary School,623,4.06
,4502,Sumner School District,Mountain View Middle School,623,33.44
,3130,North Thurston Public Schools,Mountain View Elementary,624,56.6
,3210,Wenatchee School District,Pioneer Middle School,626,62.62
,3361,North Thurston Public Schools,Chinook Middle School,626,43.86
,2912,Evergreen School District (Clark),Orchards Elementary School,629,73.84
,3181,Sedro-Woolley School District,Cascade Middle School,630,54.05
,3510,Walla Walla Public Schools,Garrison Middle School,630,52.44
,4013,Mount Vernon School District,Little Mountain Elementary,630,72.39
,4075,Vancouver School District,Felida Elementary School,630,16.38
,4132,Sumner School District,Lakeridge Middle School,630,29.92
,4329,Mount Vernon School District,Centennial Elementary School,630,85.49
,4361,Puyallup School District,Brouillet Elementary,630,35.83
,2180,Montesano School District,Montesano Jr-Sr High,631,32.9
,2580,Granite Falls School District,Granite Falls High School,631,36.8
,3387,Shoreline School District,Kellogg Middle School,631,27.33
,3258,Spokane School District,Glover Middle School,632,73.06
,3309,Cheney School District,Windsor Elementary,632,44.39
,3514,Woodland School District,Woodland Primary,632,55.45
,3649,Bethel School District,Chester H Thompson Elementary,632,73.63
,3054,Tacoma School District,Baker,633,76.28
,2377,Tacoma School District,Gray,634,81.65
,3018,Battle Ground School District,Glenwood Heights Primary,635,41.49
,4575,Tacoma School District,Angelo Giaudrone Middle School,635,76.3
,3121,Mukilteo School District,Olivia Park Elementary,636,69.08
,4590,Eastmont School District,Clovis Point,636,60.16
,3105,Northshore School District,Crystal Springs Elementary,637,25.9
,3136,Blaine School District,Blaine High School,637,45.22
,4342,Mukilteo School District,Columbia Elementary,637,28.62
,3165,Highline School District,Hilltop Elementary,638,85.49
,3169,Auburn School District,Olympic Middle School,638,73.86
,5053,Lake Washington School District,Rosa Parks Elementary,638,3.63
,4535,Granger School District,Roosevelt Elementary,639,92.8
,2206,Eatonville School District,Eatonville High School,640,0
,3560,Edmonds School District,Alderwood Middle School,640,49.38
,3758,Spokane School District,Garry Middle School,641,82.1
,4583,Mukilteo School District,Odyssey Elementary,641,57.08
,3706,Lake Washington School District,Rose Hill Middle School,642,23.79
,3463,Edmonds School District,Madrona Nongraded,645,13.95
,4352,Battle Ground School District,Captain Strong,645,49.16
,3228,Issaquah School District,Sunset Elementary,646,9.27
,4349,South Kitsap School District,Sidney Glen Elementary School,646,48.92
,2345,Grandview School District,Mcclure Elementary School,647,82.3
,2927,Highline School District,Sylvester Middle School,648,69.85
,2288,Snoqualmie Valley School District,Snoqualmie Elementary,649,13.76
,2671,Battle Ground School District,Amboy Middle School,649,49.07
,4127,Kent School District,Mattson Middle School,649,40.33
,4303,Mukilteo School District,Challenger Elementary,649,74.26
,4442,Bellingham School District,Kulshan Middle School,649,37.16
,2406,Griffin School District,Griffin School,651,17.16
,2906,Prosser School District,Housel Middle School,651,68.46
,4164,Mukilteo School District,Mukilteo Elementary,651,17.79
,4455,Northshore School District,Kokanee Elementary,651,13.35
,3201,Bellingham School District,Shuksan Middle School,652,61.33
,3790,Northshore School District,Leota Jr High,652,19.05
,5090,Battle Ground School District,Daybreak Primary,652,46.84
,5291,Battle Ground School District,Maple Grove K-8,652,49.77
,2209,Seattle Public Schools,Broadview-Thomson K-8 School,653,61.9
,3233,Kent School District,Meridian Middle School,653,59.03
,3890,Central Valley School District,Evergreen Middle School,653,37.61
,2481,Yelm School District,Yelm Middle School,654,48.78
,5160,Bethel School District,Nelson Elementary School,654,38.5
,2717,Sunnyside School District,Washington Elementary,655,80.4
,4249,Central Kitsap School District,Ridgetop Junior High,656,38.18
,4519,Sequim School District,Sequim Middle School,656,47.27
,2982,Highline School District,Bow Lake Elementary,657,85.48
,4520,Kent School District,Kent Elementary School,659,82.17
,2813,Marysville School District,Totem Middle School,660,52.15
,5159,Bethel School District,Frederickson Elementary,660,50.65
,4359,North Kitsap School District,Kingston Middle School,662,44.79
,3546,Woodland School District,Woodland High School,663,38.83
,3786,Ridgefield School District,Union Ridge Elementary,663,35.54
,3791,Central Kitsap School District,Fairview Junior High School,663,48.78
,2558,La Center School District,La Center Elementary,664,32.89
,3244,Tacoma School District,Meeker,664,27.64
,5201,Issaquah School District,Creekside Elementary,664,3.75
,4316,Everett School District,Mill Creek Elementary,665,15.73
,5010,Arlington School District,Haller Middle School,667,28.36
,2847,Bellevue School District,Clyde Hill Elementary,670,6.72
,4000,Sunnyside School District,Chief Kamiakin Elementary School,670,86.6
,2499,Pullman School District,Pullman High School,671,23.05
,4125,Everett School District,Woodside Elementary,671,41.99
,4306,Northshore School District,Fernwood Elementary,671,13.36
,5051,Auburn School District,Lakeland Hills Elementary,671,26.86
,5094,Mead School District,Prairie View Elementary,671,16.89
,2364,Everett School District,North Middle School,672,65.02
,2762,Castle Rock School District,Castle Rock Elementary,672,55.51
,3753,Lake Stevens School District,Sunnycrest Elementary School,672,26.48
,4325,University Place School District,Drum Intermediate,672,37.63
,4485,Kent School District,Northwood Middle School,672,26.36
,4440,Kent School District,Cedar Heights Middle School,673,46.41
,2552,Tumwater School District,Michael T Simmons Elementary,674,37.76
,2926,Highline School District,Cedarhurst Elementary,674,73.12
,2960,Wapato School District,Camas Elementary,674,95.36
,3292,Shelton School District,Mountain View Elementary,674,67.39
,4139,Lake Stevens School District,North Lake Middle School,674,27.53
,5052,Yelm School District,Ridgeline Middle School,675,42
,2592,Yakima School District,Adams Elementary School,677,96.94
,3248,Clover Park School District,Hudtloff Middle School,678,66.08
,4529,Central Valley School District,Liberty Lake Elementary,678,16.45
,3764,Kent School District,Meeker Middle School,679,64.17
,4021,Northshore School District,Northshore Jr High,679,21.28
,4410,Vancouver School District,Roosevelt Elementary School,679,83.51
,4499,Evergreen School District (Clark),Fishers Landing Elementary School,679,18.02
,3650,Edmonds School District,Brier Terrace Middle School,683,33.77
,2785,Richland School District,Chief Joseph Middle School,684,52.31
,2388,Selah School District,Selah High School,685,32.63
,3499,Sumner School District,Sumner Middle School,685,43.39
,3539,North Thurston Public Schools,Lakes Elementary School,685,40.68
,2757,Wapato School District,Satus Elementary,686,96.2
,3709,North Thurston Public Schools,Olympic View Elementary,686,35.47
,2920,Ephrata School District,Ephrata High School,687,43.16
,2390,Ridgefield School District,Ridgefield High School,688,28.34
,4368,North Thurston Public Schools,Seven Oaks Elementary,689,46.52
,4363,Shelton School District,Oakland Bay Junior High School,690,62.05
,5049,Sunnyside School District,Sierra Vista Middle School,690,79.68
,2754,North Thurston Public Schools,South Bay Elementary,692,28.1
,4568,Hockinson School District,Hockinson High School,692,21.5
,1796,Seattle Public Schools,Salmon Bay K-8 School,694,11.47
,2314,Yakima School District,Washington Middle School,694,97.25
,4297,Bethel School District,Graham Elementary,694,35.97
,2715,Yakima School District,Hoover Elementary School,696,89.75
,4526,Pasco School District,Whittier Elementary,696,96.52
,3175,North Mason School District,North Mason Senior High School,698,41.43
,3345,Northshore School District,Kenmore Junior High,698,24.39
,3433,Mercer Island School District,West Mercer Elementary,700,3.5
,4396,Clover Park School District,Evergreen Elementary School,700,58.66
